Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,36335,315863,201994,3736720,3639959,1400938,4928325,734284,3590744,2973663,2710722,603895,12057871,416060,2698685,1778773,1254
2018,40544,596137,695276,3847216,4036549,1451075,5236193,775872,3962969,3205319,2972415,791970,12569086,436007,2858437,1846541,1755
2019,43638,612304,687048,4195287,4125028,1448855,5306734,802917,4184020,3391068,3093008,787325,12940998,459406,2944588,1924683,2255
2020,46287,399186,728405,4324975,4073861,1421360,5564710,792799,4469441,3453071,3004399,784630,13388362,406335,2595431,1809197,2251
2021,50757,451538,724840,4536569,4367185,1365629,5827693,871981,4896918,3654912,3312856,887046,14339310,474628,3034797,1958275,2109
