Zip Code,naics,Establishments,Employees,Payroll,IND Level
11757,44-45,156,001,0,2
11757,44-45,95,210,0,2
11757,44-45,32,220,0,2
11757,44-45,17,230,0,2
11757,44-45,10,241,0,2
11757,48-49,40,001,0,2
11757,48-49,32,210,0,2
11757,48-49,4,220,0,2
11757,48-49,3,230,0,2
11757,51,10,001,0,2
11757,51,5,210,0,2
11757,51,3,220,0,2
11757,52,38,001,0,2
11757,52,26,210,0,2
11757,52,8,220,0,2
11757,52,3,230,0,2
11757,53,31,001,0,2
11757,53,27,210,0,2
11757,53,3,220,0,2
11757,54,83,001,0,2
11757,54,64,210,0,2
11757,54,12,220,0,2
11757,54,6,230,0,2
11757,56,92,001,0,2
11757,56,60,210,0,2
11757,56,8,220,0,2
11757,56,9,230,0,2
11757,56,6,241,0,2
11757,56,5,242,0,2
11757,56,3,251,0,2
11757,61,14,001,0,2
11757,61,8,210,0,2
11757,61,3,230,0,2
11757,62,87,001,0,2
11757,62,43,210,0,2
11757,62,19,220,0,2
11757,62,14,230,0,2
11757,62,8,241,0,2
11757,00,1175,001,341785,2
11757,00,771,210,0,2
11757,00,200,220,0,2
11757,00,109,230,0,2
11757,00,65,241,0,2
11757,00,23,242,0,2
11757,00,5,251,0,2
11757,23,220,001,0,2
11757,23,169,210,0,2
11757,23,35,220,0,2
11757,23,8,230,0,2
11757,23,4,241,0,2
11757,23,3,242,0,2
11757,71,17,001,0,2
11757,71,12,210,0,2
11757,71,3,220,0,2
11757,72,91,001,0,2
11757,72,40,210,0,2
11757,72,18,220,0,2
11757,72,10,230,0,2
11757,72,17,241,0,2
11757,72,6,242,0,2
11757,31-33,53,001,0,2
11757,31-33,25,210,0,2
11757,31-33,11,220,0,2
11757,31-33,10,230,0,2
11757,31-33,3,241,0,2
11757,31-33,4,242,0,2
11757,81,160,001,0,2
11757,81,117,210,0,2
11757,81,24,220,0,2
11757,81,14,230,0,2
11757,81,5,241,0,2
11757,42,75,001,0,2
11757,42,42,210,0,2
11757,42,17,220,0,2
11757,42,9,230,0,2
11757,42,6,241,0,2
11757,99,3,001,0,2
11757,99,3,210,0,2
