,fips,relevant_naics,YEAR,estab,emp,payann
1,28,11,2018,671,4431,198010
3,28,21,2018,263,2922,206210
5,28,22,2018,563,9355,814297
7,28,23,2018,3884,42977,2249047
9,28,42,2018,2587,36351,1929195
11,28,51,2018,1017,13408,621269
13,28,52,2018,4575,32166,1911786
15,28,53,2018,2391,9664,357518
17,28,54,2018,4624,29740,1584726
19,28,55,2018,305,7952,523215
21,28,56,2018,2259,43526,1244122
23,28,61,2018,538,14793,387441
25,28,62,2018,6455,168360,8059755
27,28,71,2018,669,8185,157574
29,28,72,2018,5645,131308,2237173
31,28,81,2018,6360,38388,993328
33,28,99,2018,72,103,1334
