Zip,Naics,Establishments,Employees,Payroll,NaicsLevel
06053,524,4,001,0,3
06053,524,4,210,0,3
06053,531,16,001,0,3
06053,531,12,210,0,3
06053,531,3,220,0,3
06053,541,13,001,0,3
06053,541,8,210,0,3
06053,551,3,001,0,3
06053,561,19,001,0,3
06053,561,12,210,0,3
06053,561,4,230,0,3
06053,621,24,001,0,3
06053,621,13,210,0,3
06053,621,5,220,0,3
06053,621,3,230,0,3
06053,623,9,001,0,3
06053,623,4,230,0,3
06053,624,18,001,0,3
06053,624,4,210,0,3
06053,624,4,230,0,3
06053,624,3,242,0,3
06053,722,47,001,0,3
06053,722,20,210,0,3
06053,722,8,220,0,3
06053,722,10,230,0,3
06053,722,8,241,0,3
06053,811,9,001,0,3
06053,811,6,210,0,3
06053,811,3,230,0,3
06053,812,17,001,0,3
06053,812,11,210,0,3
06053,812,3,220,0,3
06053,813,16,001,0,3
06053,813,8,210,0,3
06053,813,6,220,0,3
06053,236,4,001,0,3
06053,236,3,210,0,3
06053,238,14,001,0,3
06053,238,11,210,0,3
06053,311,6,001,0,3
06053,332,6,001,0,3
06053,423,12,001,0,3
06053,423,8,210,0,3
06053,423,3,230,0,3
06053,424,5,001,0,3
06053,424,3,220,0,3
06053,443,3,001,0,3
06053,444,3,001,0,3
06053,445,23,001,0,3
06053,445,14,210,0,3
06053,445,4,230,0,3
06053,446,5,001,0,3
06053,447,12,001,0,3
06053,447,7,210,0,3
06053,452,3,001,0,3
06053,454,3,001,0,3
06053,517,3,001,0,3
06053,517,3,210,0,3
06053,522,13,001,0,3
06053,522,4,210,0,3
06053,522,6,220,0,3
