,fips,relevant_naics,estab,emp,payann
62088,39,113210,5,17,454
62089,39,113110,5,13,488
62090,39,113310,76,293,10992
62091,39,114111,4,12,305
62092,39,114210,8,36,1028
62093,39,115310,9,28,1235
62094,39,115112,30,99,4015
62095,39,115113,7,7,1159
62096,39,115114,10,174,9017
62097,39,115115,3,1,23
62098,39,115116,9,20,736
62099,39,115210,131,537,14840
62100,39,212311,8,211,14067
62101,39,212312,80,1300,87589
62102,39,212319,4,12,689
62103,39,213112,190,3165,227580
62104,39,211120,123,719,38372
62105,39,221112,80,3054,333921
62106,39,211130,53,886,77335
62107,39,221121,26,686,57348
62108,39,212111,42,876,61418
62109,39,212112,8,972,101748
62110,39,212321,93,962,55089
62111,39,212322,4,75,5964
62112,39,212325,4,18,840
62113,39,212393,3,292,26239
62114,39,212399,3,19,1246
62115,39,213111,52,1397,109910
62116,39,213113,11,98,5868
62117,39,213114,3,2,657
62118,39,213115,8,96,6334
62119,39,221111,5,8,592
62120,39,221113,7,1858,249783
62121,39,221115,7,31,2612
62122,39,221117,4,24,1097
62123,39,221118,5,6,428
62124,39,221122,334,12988,1481971
62125,39,221210,151,5221,450563
62126,39,221310,76,778,41631
62127,39,221320,9,63,2898
62128,39,221330,8,91,7104
62129,39,236116,67,1170,80901
62130,39,236210,113,4282,305806
62131,39,313220,3,233,11581
62132,39,236115,1014,3597,176217
62133,39,236117,259,2173,175055
62134,39,236118,2696,10067,432982
62135,39,236220,1261,19762,1391849
62136,39,237110,289,3579,247427
62137,39,238120,117,2117,127325
62138,39,237120,82,6375,566053
62139,39,237130,169,7280,529350
62140,39,238140,719,3883,209636
62141,39,238150,155,1750,93854
62142,39,237210,105,443,31871
62143,39,237310,312,8327,915005
62144,39,238190,113,938,50904
62145,39,237990,112,1287,86657
62146,39,238110,826,8655,540631
62147,39,238220,2946,34223,1983576
62148,39,238130,300,1219,58097
62149,39,238160,698,6572,360567
62150,39,238170,234,1028,63631
62151,39,238210,1916,26591,1672200
62152,39,238290,273,4619,311379
62153,39,238310,473,7007,356388
62154,39,238320,910,4720,270486
62155,39,311211,16,390,23740
62156,39,238330,370,2463,124720
62157,39,238340,139,786,37250
62158,39,238350,766,4346,204327
62159,39,238390,237,2268,109881
62160,39,238910,1361,13321,888795
62161,39,311511,17,2602,159915
62162,39,311513,24,2137,112545
62163,39,238990,979,5180,363422
62164,39,311111,11,1023,59563
62165,39,311119,50,1262,77570
62166,39,311812,109,4461,165635
62167,39,311813,4,426,23146
62168,39,311224,7,424,32485
62169,39,311225,5,274,17860
62170,39,311230,4,434,38732
62171,39,311830,3,38,701
62172,39,311340,17,740,30820
62173,39,311930,7,765,57241
62174,39,311351,5,248,13858
62175,39,311352,39,1274,32914
62176,39,311991,19,2366,105852
62177,39,311999,15,1032,50214
62178,39,311412,22,5709,264551
62179,39,311421,39,1649,104135
62180,39,311422,8,1547,121040
62181,39,312113,15,171,7879
62182,39,311514,5,491,47194
62183,39,311520,10,758,39358
62184,39,312140,15,204,7449
62185,39,313110,3,11,395
62186,39,313210,9,223,3580
62187,39,311611,52,1382,51516
62188,39,311612,61,6538,270372
62189,39,311613,9,210,10915
62190,39,311615,16,3840,141809
62191,39,311811,212,1965,34294
62192,39,311821,17,3578,169563
62193,39,311824,20,877,48956
62194,39,311911,6,196,7543
62195,39,311919,20,2581,131121
62196,39,311920,14,155,6163
62197,39,311941,10,1208,63590
62198,39,311942,11,1297,86905
62199,39,312111,18,2765,135780
62200,39,312112,8,40,1501
62201,39,312120,131,3012,156017
62202,39,312130,89,1024,24924
62203,39,313230,3,38,1027
62204,39,313310,10,153,6029
