Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,57005,1686794,892487,9729046,7385839,8095100,9434543,2456833,15955575,6514552,6385107,1687043,16064535,1925694,6039981,3758359,3286
2018,68251,2137534,983092,10705132,8060478,8698459,9849396,2627815,17066707,6544910,6657157,1775455,16345510,2037179,6529583,3978964,9290
2019,71720,2346227,985190,11472098,8106161,9618883,10627278,2737336,18058036,6934042,6815472,1894095,17225196,2176770,6984347,4201050,9580
2020,85434,1937959,1012913,11843163,7984387,10247063,11412427,2943220,19682441,6472069,6788395,2018312,17885289,1852354,5788292,4140109,9985
2021,82265,1871541,1060599,12667895,9406965,11658905,12153225,3369665,21900977,6666366,7369789,2235348,19251212,2329128,7110425,4511824,11253
