Naics,Establishments,Employees,Payroll,fips
1133,13,37,1823,41061
1151,5,0,209,41061
1153,7,7,1406,41061
2361,43,105,3435,41061
2371,3,7,275,41061
2373,5,64,2848,41061
2381,8,18,468,41061
2382,25,101,4714,41061
2383,9,33,1258,41061
2389,15,98,5435,41061
3362,3,587,31139,41061
3371,3,9,209,41061
4238,5,40,1779,41061
4244,3,65,2850,41061
4249,5,53,2545,41061
4411,5,171,7609,41061
4413,9,94,3537,41061
4421,4,21,623,41061
4431,5,13,306,41061
4422,3,49,1333,41061
4441,10,124,3999,41061
4451,15,244,5304,41061
4461,4,43,1299,41061
4471,10,259,5335,41061
4481,5,24,344,41061
4511,9,40,525,41061
4523,4,297,7975,41061
4533,5,20,399,41061
4539,3,7,137,41061
4541,5,20,868,41061
4543,4,75,1517,41061
4841,10,21,1039,41061
4842,12,98,5074,41061
4921,3,28,1385,41061
5151,3,13,320,41061
5121,3,15,296,41061
5173,9,56,2797,41061
5221,13,91,3657,41061
5222,4,18,1164,41061
5242,14,39,1551,41061
5239,7,12,1504,41061
5311,7,14,197,41061
5312,9,12,507,41061
5313,4,23,284,41061
5411,15,65,2411,41061
5412,13,107,4128,41061
5413,8,81,4938,41061
5416,7,7,126,41061
5415,5,6,258,41061
5419,4,34,1028,41061
5614,4,25,658,41061
5617,20,77,1738,41061
5619,5,19,1203,41061
6116,5,9,252,41061
6211,13,131,9434,41061
6212,10,83,4068,41061
6213,18,150,6073,41061
6214,8,154,12256,41061
6216,4,14,338,41061
6232,9,77,1562,41061
6233,10,89,1700,41061
6241,9,167,6488,41061
7139,7,48,1028,41061
7211,7,37,623,41061
7223,4,40,472,41061
7224,7,66,766,41061
7225,52,726,11574,41061
8111,19,81,2710,41061
8121,6,20,485,41061
8129,4,5,45,41061
8131,34,137,2042,41061
8133,5,23,769,41061
8134,3,8,96,41061
8139,10,57,843,41061
1133,19,101,4662,41047
1151,28,704,19244,41047
1152,4,6,126,41047
1153,25,510,35759,41047
2123,8,94,6574,41047
2211,4,151,17516,41047
2361,388,1223,50301,41047
2362,60,731,51290,41047
2371,36,731,65848,41047
2372,3,2,145,41047
2373,22,412,34577,41047
2379,4,15,706,41047
2381,200,1644,85065,41047
2382,158,1909,122886,41047
2383,288,1670,76774,41047
2389,132,1184,76716,41047
3111,3,74,3504,41047
3113,4,10,286,41047
3114,17,1531,62951,41047
3116,8,845,30166,41047
