,fips,relevant_naics,YEAR,estab,emp,payann
1,1,1141,2018,12,16,781
3,1,1133,2018,496,3714,160633
5,1,1152,2018,25,139,3093
7,1,1151,2018,12,170,9005
9,1,1153,2018,80,572,22906
11,1,1131,2018,22,69,2893
13,1,2121,2018,23,2076,200925
15,1,2123,2018,53,1169,81871
17,1,2111,2018,12,157,17996
19,1,2131,2018,39,731,48499
21,1,2211,2018,212,13093,1445436
23,1,2212,2018,11,727,65950
25,1,2213,2018,52,544,23959
27,1,2382,2018,2363,28743,1439869
29,1,2383,2018,911,6622,300383
31,1,2381,2018,852,8508,454741
33,1,2373,2018,134,4458,219859
35,1,2372,2018,55,244,12074
37,1,2362,2018,652,12651,917626
39,1,2379,2018,53,700,36959
41,1,2389,2018,782,8988,449754
43,1,2361,2018,1389,6292,335922
45,1,2371,2018,225,5999,300006
47,1,3111,2018,9,248,12103
49,1,3116,2018,36,15296,469493
51,1,3151,2018,15,1208,29388
53,1,3118,2018,57,1264,57293
55,1,3121,2018,37,1144,101013
58,1,3112,2018,3,362,24100
60,1,3119,2018,14,1756,65387
62,1,3169,2018,4,32,877
64,1,3149,2018,33,563,20729
66,1,3117,2018,15,378,11628
68,1,3113,2018,5,23,372
70,1,3141,2018,9,41,1356
72,1,3251,2018,36,3784,386268
74,1,3273,2018,134,3046,160562
76,1,3271,2018,9,571,34530
78,1,3222,2018,18,1472,80617
80,1,3272,2018,3,620,35039
82,1,3274,2018,6,443,33117
84,1,3259,2018,15,253,8310
86,1,3279,2018,46,739,46325
88,1,3219,2018,153,6813,261140
90,1,3255,2018,7,121,9755
92,1,3253,2018,7,454,42042
94,1,3241,2018,19,1830,162209
96,1,3254,2018,8,790,51003
98,1,3261,2018,94,9583,448409
100,1,3231,2018,314,3046,117032
102,1,3252,2018,11,2478,206821
104,1,3262,2018,20,2703,152710
106,1,3211,2018,69,4104,199704
108,1,3212,2018,15,1396,68906
110,1,3364,2018,31,4050,282923
112,1,3313,2018,4,134,2767
114,1,3323,2018,316,9196,453786
116,1,3324,2018,4,187,10631
118,1,3328,2018,45,1102,58219
120,1,3333,2018,7,167,14461
122,1,3342,2018,6,1502,128481
124,1,3353,2018,11,645,42977
126,1,3336,2018,4,32,2605
128,1,3321,2018,15,1030,48655
130,1,3315,2018,24,4293,324023
132,1,3371,2018,191,6684,248052
134,1,3332,2018,7,169,8703
136,1,3311,2018,11,2463,233131
138,1,3327,2018,307,5388,285909
140,1,3391,2018,84,2161,103904
142,1,3335,2018,37,847,36178
144,1,3362,2018,26,3002,113784
146,1,3363,2018,103,23535,1125058
148,1,3345,2018,14,1525,119074
150,1,3314,2018,7,650,34333
152,1,3372,2018,16,1571,64052
154,1,3359,2018,6,324,14418
156,1,3329,2018,61,3279,196196
158,1,3339,2018,60,2713,162877
