,fips,relevant_naics,YEAR,estab,emp,payann
1,1,11,2018,793,6172,260318
3,1,21,2018,147,4487,371496
5,1,22,2018,326,15378,1613575
7,1,23,2018,7669,85655,4599743
9,1,42,2018,5037,72729,4207226
11,1,51,2018,1793,33800,1969106
13,1,52,2018,7237,69388,5027426
15,1,53,2018,4410,23158,1004790
17,1,54,2018,9381,100802,7784932
19,1,55,2018,598,18813,1866940
21,1,56,2018,4330,106273,3248353
23,1,61,2018,845,24040,725854
25,1,62,2018,10535,266640,12597433
27,1,71,2018,1189,20554,363558
29,1,72,2018,9140,189772,3000866
31,1,81,2018,10952,82167,2263089
33,1,99,2018,67,88,2220
