,relevant_naics,estab,emp,payann,fips
27938,56,10,57,1632,01099
27939,61,3,0,0,01099
27940,62,30,717,24670,01099
27941,72,26,406,4616,01099
27942,81,47,227,4546,01099
27944,11,29,207,9904,01099
27945,22,7,57,3526,01099
27946,23,15,162,7483,01099
27947,42,19,169,8564,01099
27948,51,9,67,2799,01099
27949,52,33,153,7168,01099
27950,53,12,42,1533,01099
27951,54,16,39,1538,01099
27952,51,7,23,851,01079
27953,52,26,111,5151,01079
27954,53,7,14,390,01079
27955,54,32,147,7486,01079
27956,56,14,47,1783,01079
27957,62,34,777,21406,01079
27958,71,3,6,107,01079
27959,72,40,481,6496,01079
27960,81,66,215,4618,01079
27962,22,4,0,0,01079
27963,23,32,204,9167,01079
27964,42,17,122,3424,01079
27965,71,24,539,7757,01081
27966,53,155,602,21081,01081
27967,72,366,8155,114371,01081
27968,54,256,1350,57064,01081
27969,81,274,1967,41863,01081
27971,11,15,79,2847,01081
27972,22,8,241,20008,01081
27973,23,244,2382,119789,01081
27974,55,8,99,3188,01081
27975,56,170,3863,88868,01081
27976,61,32,383,8900,01081
27977,62,263,6647,269478,01081
27978,51,38,866,37219,01081
27979,42,92,1090,50058,01081
27980,52,172,1103,60031,01081
27982,11,10,71,2339,01093
27983,23,17,189,2960,01093
27984,42,27,240,10558,01093
27985,51,9,49,2136,01093
27986,52,49,421,17047,01093
27987,53,9,15,525,01093
27988,71,6,13,300,01093
27989,72,55,728,8705,01093
27990,54,25,80,2204,01093
27991,55,3,0,0,01093
27992,81,59,250,5346,01093
27993,56,15,420,9998,01093
27994,61,3,14,49,01093
27995,62,89,947,37222,01093
27997,11,20,89,3138,01107
27998,23,21,278,14079,01107
27999,42,8,47,1617,01107
28000,51,6,22,697,01107
28001,52,22,141,6084,01107
28002,54,14,105,3476,01107
28003,55,3,0,0,01107
28004,62,25,554,16691,01107
28005,71,5,10,75,01107
28006,72,12,163,2148,01107
28007,81,29,117,1534,01107
28008,51,5,16,1009,01119
28009,52,14,82,4163,01119
28010,53,7,22,750,01119
28011,54,6,15,419,01119
28012,56,9,165,9163,01119
28013,62,19,325,9003,01119
28014,71,5,11,238,01119
28015,72,22,344,3872,01119
28016,81,17,75,1530,01119
28018,11,5,40,1842,01119
28019,23,9,0,0,01119
28020,42,12,163,5280,01119
28021,56,749,24809,736958,01073
28022,54,1904,16247,1198393,01073
28023,72,1481,31838,550061,01073
28025,11,12,127,3414,01073
28026,21,21,690,56935,01073
28027,22,41,0,0,01073
28028,99,12,29,616,01073
28029,23,1070,17241,1141666,01073
28030,51,295,8801,627612,01073
28031,81,1809,19245,633258,01073
28032,53,766,5861,328610,01073
28033,61,171,6950,227320,01073
28034,42,1049,17712,1146437,01073
28035,55,178,6623,776497,01073
28036,52,1292,21940,1832531,01073
28037,62,1767,55350,3285080,01073
28038,71,204,5143,103605,01073
28040,11,22,245,11634,01023
28041,23,15,190,8559,01023
28042,42,5,38,1173,01023
28043,51,6,27,1249,01023
28044,52,16,67,3383,01023
28045,53,5,11,173,01023
28046,54,20,52,1377,01023
28047,56,5,12,291,01023
28048,62,24,372,13638,01023
28049,72,19,147,2040,01023
28050,81,41,135,3224,01023
28052,11,13,66,2128,01059
28053,21,3,43,1807,01059
28054,22,3,0,0,01059
28055,23,37,252,9327,01059
28056,54,25,128,5078,01059
28057,55,7,66,5014,01059
28058,51,9,44,1605,01059
28059,56,7,0,0,01059
28060,62,48,1059,35952,01059
28061,42,17,89,3995,01059
28062,52,55,393,13980,01059
28063,71,6,17,274,01059
28064,53,19,37,914,01059
28065,72,42,675,8010,01059
28066,81,58,255,5792,01059
28067,61,3,0,0,01091
28068,62,56,1189,37496,01091
28069,71,8,30,856,01091
28070,72,40,486,6043,01091
28072,11,19,227,9862,01091
28073,81,58,258,4525,01091
28074,22,4,0,0,01091
28075,23,29,308,13496,01091
28076,42,16,90,4587,01091
28077,51,8,41,1881,01091
28078,52,32,216,11010,01091
28079,53,9,95,3109,01091
28080,54,16,86,3195,01091
28081,56,15,462,15862,01091
28082,55,7,71,5668,01113
28083,56,22,258,9161,01113
28084,61,6,99,2804,01113
28085,62,66,1374,47890,01113
28086,71,7,44,593,01113
28088,11,11,40,1249,01113
28089,72,92,1654,23123,01113
28090,22,4,61,5372,01113
28091,23,71,496,17656,01113
28092,81,107,603,13499,01113
28093,42,17,142,6682,01113
28094,51,6,96,4940,01113
28095,52,66,387,16828,01113
