Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,140582,2270323,559922,7695679,4022122,1261662,4241473,1416217,6030467,2069158,2837144,1571185,12871572,800657,3952051,2274261,1418
2018,178098,2477737,1085911,8354281,4245869,1273358,4242042,1504995,6277018,2041729,3055421,1650938,13329029,867398,4059751,2309757,2275
2019,192889,2684748,1219707,9210369,4333321,1201215,4273182,1618891,6503637,2243223,3227517,1695662,14000736,946386,4082772,2388953,3016
2020,188646,2120571,1288011,8088579,4145086,1162556,4636283,1468355,6446825,2255658,3182756,1817759,14213087,867364,3455314,2284436,7040
2021,185961,2085148,1209998,8326762,4331402,1174255,4642440,1496317,6473904,2384971,3537627,1946337,15171442,901032,3868236,2447472,6113
