Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,562,1371,462,8129,5240,1472,7466,5054,12021,631,4733,1247,12689,1529,9866,9758,62
2018,568,1353,465,8125,5179,1534,7386,5165,12216,616,4712,1249,12646,1541,9921,9701,76
2019,547,1314,490,8004,5110,1510,7371,5212,12272,572,4770,1256,12637,1543,10073,9707,90
2020,534,1266,489,8158,5015,1502,7348,5237,12292,561,4868,1245,12747,1595,10082,9609,136
2021,539,1200,495,8582,5058,1510,7389,5430,12260,592,5064,1256,12895,1633,10227,9727,90
