Zip,Naics,Establishments,Employees,Payroll
47130,721110,10,1,0
47130,721110,3,210,0
47130,722310,4,1,0
47130,722310,3,210,0
47130,722410,7,1,0
47130,722410,3,210,0
47150,332710,7,1,0
47150,332710,3,210,0
47150,337110,3,1,0
47150,621111,50,1,0
47150,621111,18,210,0
47150,621111,12,220,0
47150,621111,7,230,0
47150,621111,11,241,0
47150,621112,5,1,0
47150,621112,4,210,0
47167,441310,4,1,0
47167,444220,3,1,0
47167,446110,5,1,0
47167,447110,5,1,0
47167,452319,4,1,0
47170,722511,7,1,0
47170,722511,3,241,0
47170,722513,18,1,0
47170,722513,4,210,0
47170,722513,7,230,0
47170,722513,5,241,0
47170,813110,14,1,0
47170,813110,11,210,0
47201,423120,3,1,0
47201,423610,6,1,0
47201,423830,9,1,0
47201,423830,6,210,0
47201,424490,3,1,0
47201,424690,3,1,0
47201,621111,27,1,0
47201,621111,7,210,0
47201,621111,4,220,0
47201,621111,7,230,0
47201,621111,8,241,0
47201,621210,21,1,0
47201,621210,7,210,0
47201,621210,9,220,0
47201,621210,4,230,0
47203,621111,19,1,0
47203,621111,5,210,0
47203,621111,7,230,0
47203,621111,6,241,0
47203,621210,16,1,0
47203,621210,5,210,0
47203,621210,7,220,0
47203,621210,3,230,0
47240,561730,4,1,0
47240,561730,3,210,0
47240,561990,3,1,0
47240,611620,3,1,0
47240,621111,7,1,0
47240,621111,5,210,0
47240,621210,3,1,0
47240,621320,5,1,0
47240,621340,4,1,0
47240,621340,3,210,0
47240,621420,3,1,0
47240,621492,3,1,0
47240,621511,3,1,0
47240,623110,5,1,0
47240,623110,4,242,0
47240,722511,5,210,0
47240,722511,3,230,0
47240,722511,5,241,0
47240,722513,19,1,0
47240,722513,3,210,0
47240,722513,4,230,0
47240,722513,9,241,0
47240,811111,6,1,0
47240,811111,3,210,0
47240,811121,4,1,0
47240,811121,3,210,0
47246,236118,3,1,0
47246,236118,3,210,0
47250,444190,6,1,0
47250,444190,4,220,0
47250,444220,4,1,0
47250,445310,4,1,0
47250,447110,7,1,0
47250,447110,5,220,0
47250,448120,5,1,0
