,fips,relevant_naics,YEAR,estab,emp,payann
0,33,11,2017,148,619,31149
2,33,21,2017,43,227,17914
4,33,22,2017,121,3210,314652
6,33,23,2017,4172,27642,1806546
8,33,42,2017,1746,23852,1805636
10,33,51,2017,727,16238,1296773
12,33,52,2017,1950,27076,2494292
14,33,53,2017,1502,7329,361388
16,33,54,2017,3603,29454,2300088
18,33,55,2017,218,9224,798442
20,33,56,2017,2339,28069,1235602
22,33,61,2017,641,26778,1078026
24,33,62,2017,3743,94401,4927298
26,33,71,2017,819,12060,292014
28,33,72,2017,3793,59495,1202050
30,33,81,2017,3746,22331,727728
32,33,99,2017,24,55,1052
