,fips,relevant_naics,YEAR,estab,emp,payann
1,33,11,2018,136,652,35231
3,33,21,2018,39,256,18173
5,33,22,2018,130,3305,355869
7,33,23,2018,4242,29024,1925379
9,33,42,2018,1710,24066,1890313
11,33,51,2018,734,16232,1327000
13,33,52,2018,1943,28390,2629129
15,33,53,2018,1479,7724,390327
17,33,54,2018,3567,32351,2803283
19,33,55,2018,209,8751,838944
21,33,56,2018,2372,28209,1216305
23,33,61,2018,653,26308,1090896
25,33,62,2018,3708,94657,5056522
27,33,71,2018,846,12473,310029
29,33,72,2018,3841,61962,1304136
31,33,81,2018,3761,22435,755484
33,33,99,2018,42,49,1497
