,fips,relevant_naics,YEAR,estab,emp,payann
0,33,113310,2017,93,406,17258
2,33,115210,2017,17,33,503
4,33,115310,2017,6,42,7348
6,33,212321,2017,23,74,5963
8,33,212319,2017,3,43,1377
9,33,221122,2017,39,331,31479
11,33,221112,2017,6,392,44843
13,33,221111,2017,20,51,4559
15,33,221210,2017,8,0,0
17,33,221310,2017,12,19,1270
19,33,238990,2017,186,700,51160
21,33,236220,2017,142,2135,162349
23,33,238310,2017,157,2498,175390
25,33,238210,2017,546,3261,194574
27,33,238350,2017,148,586,34025
29,33,238330,2017,77,312,14626
31,33,238130,2017,72,442,19429
33,33,238150,2017,28,156,9288
35,33,237310,2017,65,1225,129536
38,33,237210,2017,12,17,754
40,33,238140,2017,87,421,22087
42,33,236117,2017,94,450,31214
44,33,236116,2017,4,112,8492
46,33,236115,2017,295,1139,58062
49,33,238290,2017,32,491,39462
51,33,238390,2017,38,365,25227
53,33,238190,2017,27,190,13150
55,33,237990,2017,9,58,3942
57,33,238320,2017,206,786,36277
59,33,238220,2017,637,4250,254386
61,33,238110,2017,118,678,45043
63,33,237130,2017,35,701,56484
65,33,236118,2017,502,1427,66302
67,33,238160,2017,62,456,26204
69,33,238170,2017,43,174,8041
71,33,238910,2017,382,2206,136344
73,33,238120,2017,9,185,14378
75,33,238340,2017,23,69,4214
77,33,237110,2017,52,666,52021
79,33,316998,2017,3,10,273
81,33,314999,2017,11,42,1220
83,33,312120,2017,21,332,15399
85,33,311920,2017,6,39,579
87,33,311812,2017,6,0,0
89,33,311352,2017,12,109,2416
91,33,314120,2017,3,6,59
93,33,313230,2017,4,0,0
95,33,311811,2017,19,133,2284
97,33,311710,2017,3,0,0
99,33,314910,2017,6,72,3299
101,33,312130,2017,7,34,946
104,33,321999,2017,19,123,4606
106,33,326199,2017,38,1841,93621
108,33,326299,2017,3,0,0
110,33,323111,2017,79,1407,73003
112,33,323113,2017,35,239,7450
114,33,327991,2017,9,73,3899
116,33,327420,2017,3,0,0
117,33,327390,2017,7,369,21498
119,33,321918,2017,5,113,7859
121,33,325510,2017,3,0,0
122,33,325412,2017,3,0,0
124,33,326160,2017,4,161,8931
127,33,321992,2017,6,0,0
129,33,327320,2017,14,59,1384
131,33,321113,2017,37,703,30848
133,33,323120,2017,3,18,523
135,33,326121,2017,4,298,16783
137,33,321920,2017,6,23,557
140,33,335999,2017,12,195,13626
142,33,332999,2017,13,195,12116
144,33,333999,2017,3,57,3965
146,33,339999,2017,13,73,3768
148,33,331524,2017,3,193,8856
150,33,334516,2017,12,451,37110
152,33,334310,2017,3,0,0
154,33,334412,2017,6,633,30154
156,33,332722,2017,4,200,14397
158,33,334416,2017,6,64,2833
160,33,334118,2017,4,0,0
162,33,335931,2017,3,169,6428
164,33,337212,2017,8,238,14460
166,33,339116,2017,20,201,6838
168,33,334510,2017,4,268,20317
170,33,334417,2017,4,269,27563
172,33,332813,2017,5,72,3697
174,33,332312,2017,10,203,11273
176,33,339991,2017,4,154,13319
179,33,333511,2017,9,129,5767
181,33,333994,2017,3,57,3427
183,33,332911,2017,5,100,6359
185,33,334515,2017,9,116,6860
187,33,332710,2017,156,2114,121262
189,33,332812,2017,10,233,11371
191,33,332119,2017,3,0,0
193,33,339992,2017,3,0,0
194,33,337122,2017,6,20,791
196,33,333314,2017,11,555,51468
198,33,332323,2017,13,423,19240
200,33,333318,2017,7,0,0
202,33,335929,2017,5,551,37502
204,33,334419,2017,20,838,52889
206,33,334519,2017,6,207,17401
208,33,332313,2017,3,0,0
209,33,332721,2017,30,471,24994
211,33,334418,2017,24,965,54522
213,33,334220,2017,3,0,0
215,33,334511,2017,6,0,0
217,33,334413,2017,11,385,30558
219,33,332322,2017,39,948,55166
221,33,339950,2017,23,224,11874
223,33,332994,2017,3,0,0
225,33,334614,2017,3,0,0
227,33,333514,2017,6,44,2589
229,33,339112,2017,18,1799,100159
231,33,339113,2017,10,30,2170
233,33,337110,2017,14,98,4492
235,33,423110,2017,23,440,21873
237,33,424810,2017,3,0,0
238,33,423320,2017,10,63,2852
240,33,423430,2017,58,1236,140847
242,33,423810,2017,25,413,31767
244,33,424210,2017,23,249,16641
246,33,423610,2017,79,716,57083
248,33,423820,2017,5,75,5565
250,33,424910,2017,7,43,2453
252,33,424460,2017,8,97,5748
254,33,424930,2017,9,77,2158
256,33,424340,2017,12,119,9304
258,33,424480,2017,5,0,0
260,33,423210,2017,20,124,7991
262,33,423710,2017,22,273,14058
264,33,423220,2017,19,324,23929
267,33,424130,2017,8,185,10895
269,33,423830,2017,116,1213,86841
271,33,423840,2017,29,220,20231
273,33,423940,2017,10,38,2211
275,33,423310,2017,37,623,49686
277,33,423450,2017,33,1106,107300
279,33,424320,2017,5,84,2715
281,33,423510,2017,24,274,18736
283,33,423140,2017,3,25,651
285,33,423120,2017,51,837,37047
287,33,423420,2017,35,374,24441
289,33,424690,2017,35,310,24516
291,33,423440,2017,10,64,3288
293,33,423390,2017,13,69,4930
295,33,423690,2017,96,1638,238369
297,33,424490,2017,53,674,36108
299,33,423990,2017,17,131,6799
301,33,424990,2017,42,181,7987
303,33,423490,2017,21,404,34451
305,33,424420,2017,5,27,5196
307,33,424720,2017,4,117,3908
309,33,424710,2017,11,173,11833
311,33,424610,2017,14,96,10110
313,33,423720,2017,45,614,40541
315,33,423930,2017,37,450,23775
317,33,423330,2017,17,307,18675
319,33,423850,2017,21,244,15137
321,33,423910,2017,27,399,24089
323,33,424120,2017,21,136,10233
325,33,423130,2017,7,52,2193
327,33,423920,2017,3,0,0
329,33,423730,2017,24,257,19930
331,33,425120,2017,224,754,63217
333,33,424820,2017,4,13,963
335,33,424330,2017,8,44,2697
337,33,446199,2017,41,153,8179
339,33,442299,2017,102,1545,28968
341,33,445299,2017,26,182,3325
343,33,441310,2017,219,2174,58910
345,33,445310,2017,93,301,6630
347,33,441222,2017,30,317,18125
349,33,448130,2017,37,466,6292
351,33,448150,2017,34,224,3118
353,33,445292,2017,25,141,2342
355,33,445120,2017,201,839,16363
357,33,446120,2017,60,652,10451
359,33,443142,2017,118,1686,57355
361,33,448140,2017,168,3775,48697
363,33,445220,2017,6,137,2868
365,33,442210,2017,72,388,17080
367,33,446191,2017,49,197,5037
369,33,445230,2017,6,3,106
370,33,442110,2017,126,935,41063
372,33,447110,2017,506,4111,82953
374,33,444130,2017,98,765,21968
376,33,444110,2017,48,2365,63112
378,33,443141,2017,33,163,9370
380,33,448310,2017,120,749,24242
382,33,445210,2017,19,274,5270
384,33,448110,2017,15,124,2637
386,33,441228,2017,58,722,32617
388,33,441110,2017,164,7099,435154
390,33,444220,2017,100,938,26662
392,33,446130,2017,71,420,10837
394,33,444190,2017,236,2818,154785
396,33,448190,2017,63,833,13790
398,33,447190,2017,55,311,9643
400,33,444210,2017,34,323,15528
402,33,444120,2017,27,132,6103
404,33,446110,2017,196,2855,117027
406,33,441210,2017,17,275,14640
408,33,448210,2017,135,1270,23472
410,33,445110,2017,241,20055,407599
412,33,441320,2017,93,953,36331
414,33,441120,2017,177,841,37861
416,33,442291,2017,8,31,867
418,33,448120,2017,141,1189,17993
420,33,452319,2017,161,1771,28417
422,33,453998,2017,155,556,19921
424,33,453920,2017,10,3,29
426,33,451211,2017,46,494,7381
428,33,452210,2017,26,2665,52333
430,33,454110,2017,219,2294,122496
432,33,453110,2017,75,315,5758
434,33,454310,2017,151,2505,137605
436,33,453220,2017,176,976,17393
438,33,451120,2017,61,1088,14529
440,33,451140,2017,18,110,2674
442,33,453210,2017,23,0,0
444,33,454390,2017,96,397,17489
446,33,453910,2017,69,694,16239
448,33,451130,2017,29,257,3080
450,33,451110,2017,196,1729,41584
452,33,453991,2017,72,376,10886
454,33,453310,2017,127,1020,18907
456,33,454210,2017,8,25,1355
458,33,452311,2017,48,7086,191138
460,33,485999,2017,8,72,1700
462,33,488510,2017,28,382,23453
464,33,484110,2017,121,986,48913
466,33,484122,2017,15,310,18709
468,33,484121,2017,38,497,30533
470,33,485210,2017,7,0,0
472,33,485320,2017,15,277,5900
474,33,488410,2017,47,203,8493
476,33,481211,2017,11,336,26649
478,33,488119,2017,9,281,14030
480,33,481219,2017,6,8,524
482,33,488190,2017,6,16,1403
484,33,488490,2017,8,102,3347
486,33,487210,2017,9,17,1613
488,33,481111,2017,3,0,0
490,33,485410,2017,37,2381,47360
492,33,485991,2017,12,181,3590
494,33,484220,2017,124,562,27359
496,33,484230,2017,17,69,3769
498,33,485310,2017,8,54,1001
500,33,484210,2017,39,387,11833
502,33,492110,2017,57,1205,41315
504,33,493110,2017,34,1313,62505
506,33,492210,2017,11,146,4401
508,33,493190,2017,3,0,0
511,33,511130,2017,5,0,0
513,33,518210,2017,86,2875,185725
515,33,519130,2017,21,188,19218
517,33,519120,2017,15,57,920
519,33,512110,2017,22,248,25302
521,33,512131,2017,20,418,6378
523,33,511110,2017,35,577,20495
525,33,511120,2017,23,336,26091
527,33,515112,2017,23,236,10995
529,33,511210,2017,101,4210,469327
531,33,512240,2017,3,0,0
533,33,517911,2017,26,106,3742
535,33,517311,2017,163,4358,374507
537,33,517312,2017,80,705,44684
539,33,524298,2017,7,54,3875
541,33,522298,2017,20,19,450
543,33,524291,2017,18,106,5474
545,33,522110,2017,321,3467,242401
548,33,522291,2017,23,49,2082
550,33,522130,2017,111,1613,97445
552,33,524114,2017,18,1311,102265
554,33,524113,2017,35,230,23711
556,33,524126,2017,78,704,58653
558,33,524127,2017,8,25,1819
560,33,522320,2017,6,0,0
562,33,524210,2017,449,2795,231282
564,33,523930,2017,103,354,41572
566,33,523110,2017,3,17,3264
568,33,523999,2017,4,0,0
570,33,523910,2017,26,100,9437
572,33,522310,2017,28,196,16063
574,33,522390,2017,11,51,8114
576,33,523920,2017,259,2189,326708
578,33,522292,2017,63,659,62176
581,33,522220,2017,20,124,17869
583,33,522120,2017,132,1469,98954
585,33,523120,2017,89,2149,244945
587,33,524292,2017,20,971,54145
589,33,523991,2017,16,63,6102
591,33,532289,2017,21,141,6986
593,33,532412,2017,5,0,0
595,33,532210,2017,30,0,0
597,33,532310,2017,14,104,4750
599,33,532283,2017,10,62,2757
601,33,531130,2017,73,188,5316
603,33,533110,2017,6,18,1265
604,33,531120,2017,128,461,18689
606,33,531190,2017,68,175,8123
608,33,531110,2017,263,960,35718
610,33,531312,2017,75,344,19035
612,33,531210,2017,327,941,49483
614,33,531320,2017,36,89,5747
616,33,531390,2017,38,111,9024
618,33,532490,2017,24,306,22031
620,33,532111,2017,31,239,8715
622,33,532284,2017,17,56,1257
624,33,531311,2017,220,1705,73838
626,33,532120,2017,27,197,14562
628,33,541611,2017,257,1606,136826
630,33,541810,2017,41,304,19712
632,33,541990,2017,48,175,14442
634,33,541310,2017,67,342,28480
636,33,541350,2017,12,24,977
638,33,541922,2017,3,0,0
640,33,541513,2017,36,380,25164
642,33,541512,2017,227,2682,315822
644,33,541511,2017,315,2672,237154
646,33,541860,2017,10,14,365
648,33,541340,2017,16,40,1852
650,33,541330,2017,347,4238,385124
652,33,541620,2017,47,466,32471
654,33,541430,2017,56,235,14119
656,33,541612,2017,18,73,3203
658,33,541410,2017,25,54,1788
660,33,541320,2017,15,50,2724
662,33,541613,2017,111,593,39184
664,33,541910,2017,25,293,21774
666,33,541211,2017,203,1304,98787
668,33,541110,2017,637,3513,297898
670,33,541219,2017,159,1037,53371
672,33,541519,2017,20,246,27603
674,33,541618,2017,10,61,7066
676,33,541690,2017,70,541,48060
678,33,541890,2017,31,834,10293
680,33,541214,2017,31,153,12061
682,33,541921,2017,34,142,3877
684,33,541614,2017,22,414,28644
686,33,541820,2017,16,49,5050
688,33,541714,2017,3,6,1124
690,33,541713,2017,12,125,14065
692,33,541715,2017,48,1066,128783
694,33,541720,2017,8,47,2764
696,33,541370,2017,52,222,10408
698,33,541213,2017,113,557,7494
700,33,541380,2017,37,457,25390
702,33,541191,2017,44,222,13213
704,33,541940,2017,193,2135,86034
706,33,551114,2017,193,8846,767327
708,33,551112,2017,18,222,18362
710,33,561499,2017,7,145,3662
712,33,561990,2017,48,351,22860
714,33,561599,2017,10,71,3818
716,33,561740,2017,20,55,1549
718,33,561440,2017,13,631,28233
720,33,561920,2017,22,65,6545
722,33,561410,2017,6,25,940
724,33,561311,2017,19,1015,29486
726,33,561312,2017,21,91,8498
728,33,561710,2017,28,243,14225
730,33,561210,2017,16,118,7385
732,33,562211,2017,3,19,914
733,33,561611,2017,8,70,3174
735,33,561720,2017,332,3115,66027
737,33,561730,2017,914,4315,173971
739,33,561622,2017,6,24,1244
741,33,561110,2017,124,1374,111314
743,33,561439,2017,16,56,1973
745,33,562219,2017,4,0,0
747,33,561790,2017,63,259,11526
749,33,561431,2017,14,49,1239
751,33,561330,2017,7,608,28516
753,33,562910,2017,27,474,30565
755,33,561491,2017,4,40,1426
757,33,561612,2017,13,553,20178
759,33,561621,2017,32,473,24216
761,33,562991,2017,41,197,8677
763,33,562111,2017,87,1208,75333
765,33,561422,2017,21,299,12211
767,33,561320,2017,173,8013,366442
769,33,561520,2017,11,67,3762
771,33,561510,2017,74,457,17595
773,33,611699,2017,54,192,5148
775,33,611692,2017,20,62,1745
777,33,611310,2017,19,6711,234903
779,33,611420,2017,4,20,1264
781,33,611511,2017,6,39,1423
783,33,611710,2017,31,176,7079
785,33,611110,2017,157,7479,281952
787,33,611691,2017,29,437,6061
789,33,611610,2017,87,758,12411
791,33,611512,2017,3,9,324
793,33,611519,2017,20,135,4052
795,33,611430,2017,33,330,37500
797,33,611620,2017,121,1008,17434
799,33,621999,2017,12,218,14589
801,33,621498,2017,53,2477,185878
803,33,621910,2017,28,685,20776
805,33,623312,2017,81,1582,39926
807,33,624110,2017,49,574,17347
809,33,624410,2017,485,5381,114611
811,33,624210,2017,45,130,2210
813,33,623311,2017,32,2900,77514
815,33,621512,2017,6,93,4853
818,33,621410,2017,11,94,3708
820,33,621493,2017,44,797,37357
822,33,622110,2017,20,18601,1085662
824,33,621610,2017,99,4776,182948
826,33,621492,2017,14,0,0
828,33,621511,2017,39,208,11773
830,33,623110,2017,98,6332,217451
832,33,621399,2017,84,319,12785
834,33,621310,2017,158,470,14751
836,33,621210,2017,622,4682,295727
838,33,621330,2017,74,439,17745
840,33,621320,2017,82,559,26096
842,33,621340,2017,199,1588,68037
844,33,621111,2017,703,9085,913814
846,33,621112,2017,31,183,13628
848,33,621391,2017,14,58,3670
850,33,624229,2017,14,255,11453
852,33,624190,2017,158,2009,61462
854,33,623990,2017,9,333,9167
856,33,621420,2017,50,1444,65170
858,33,623210,2017,48,2423,74397
860,33,623220,2017,21,300,10605
862,33,624120,2017,140,5957,121764
864,33,622310,2017,6,0,0
865,33,624221,2017,18,162,4133
867,33,624310,2017,37,832,22410
869,33,713990,2017,143,796,18605
871,33,713110,2017,6,15,1816
873,33,713120,2017,33,187,4682
875,33,713950,2017,11,148,2949
877,33,713940,2017,246,5205,70922
879,33,713910,2017,73,1064,50848
881,33,712120,2017,10,24,759
883,33,711510,2017,48,85,4012
885,33,713930,2017,29,144,9236
887,33,712110,2017,38,336,8783
889,33,711130,2017,14,13,488
891,33,712190,2017,6,17,1051
893,33,713290,2017,7,192,3948
895,33,711219,2017,3,0,0
896,33,711310,2017,16,361,7946
898,33,711320,2017,8,7,374
900,33,711212,2017,3,0,114
901,33,713920,2017,9,998,10776
903,33,711211,2017,3,82,1638
904,33,711110,2017,21,97,2784
906,33,721199,2017,26,90,3190
908,33,721191,2017,76,410,7694
910,33,722320,2017,57,365,9484
912,33,722410,2017,24,424,9772
914,33,722310,2017,220,3006,53296
916,33,722511,2017,1335,27430,583300
918,33,721110,2017,331,7934,188595
920,33,722513,2017,1068,14352,234324
922,33,722330,2017,12,16,186
924,33,721211,2017,85,170,8461
926,33,721214,2017,69,284,22601
928,33,721310,2017,5,12,125
930,33,722515,2017,457,4770,75203
932,33,811198,2017,3,0,0
933,33,812990,2017,55,149,3896
935,33,811412,2017,18,57,2490
937,33,811121,2017,189,1167,57277
939,33,811112,2017,4,12,364
941,33,811122,2017,20,125,4569
943,33,811191,2017,35,209,6030
945,33,811113,2017,9,37,2026
