,fips,relevant_naics,YEAR,estab,emp,payann
0,13,11,2017,923,6731,280126
2,13,21,2017,95,2631,168600
4,13,22,2017,510,13936,1420643
6,13,23,2017,18179,177356,9950979
8,13,42,2017,12927,199814,12700396
10,13,51,2017,4576,125814,11574694
12,13,52,2017,14926,172154,14948205
14,13,53,2017,12271,66521,3948554
16,13,54,2017,29630,248869,19284346
18,13,55,2017,1772,136318,14755706
20,13,56,2017,12535,248307,9649452
22,13,61,2017,3084,81166,3407702
24,13,62,2017,25301,506664,25042941
26,13,71,2017,3422,50250,1860012
28,13,72,2017,21219,436122,7290063
30,13,81,2017,21839,159644,4782216
32,13,99,2017,145,173,4773
