,relevant_naics,estab,emp,payann,fips
528785,236115,5,11,393,13187
528786,236118,5,17,652,13187
528787,236220,5,13,488,13187
528788,237990,4,9,2289,13187
528789,238110,3,37,1146,13187
528790,238210,5,12,413,13187
528791,238220,7,23,1042,13187
528792,238350,4,7,230,13187
528793,238910,3,20,737,13187
528794,238990,3,4,185,13187
528795,312130,3,56,1072,13187
528796,332710,4,27,1030,13187
528797,424210,3,29,2559,13187
528798,425120,4,5,359,13187
528799,441310,4,24,387,13187
528800,445110,3,56,1315,13187
528801,444190,4,18,870,13187
528802,447110,11,51,850,13187
528803,448120,3,20,269,13187
528804,452319,7,57,817,13187
528805,453220,6,17,280,13187
528806,453310,3,11,89,13187
528807,454310,5,36,1762,13187
528808,454110,3,21,800,13187
528809,484121,5,52,1468,13187
528810,484220,4,15,478,13187
528811,522110,7,47,2699,13187
528812,522291,4,8,336,13187
528813,531110,5,8,193,13187
528814,524210,11,34,1569,13187
528815,531120,6,20,526,13187
528816,531210,9,52,1421,13187
528817,531311,4,3,300,13187
528818,541110,12,40,1720,13187
528819,541219,5,10,276,13187
528820,541211,3,8,316,13187
528821,541213,3,20,80,13187
528822,541330,3,4,376,13187
528823,541511,5,5,236,13187
528824,541611,5,8,270,13187
528825,541613,5,6,550,13187
528826,541940,3,58,2460,13187
528827,561730,6,5,93,13187
528828,621111,15,116,6522,13187
528829,621210,6,32,1033,13187
528830,623110,3,109,2965,13187
528831,623220,3,83,4222,13187
528832,623312,4,35,689,13187
528833,624190,3,23,547,13187
528834,624410,6,83,1336,13187
528835,721110,8,97,1826,13187
528836,721191,3,4,38,13187
528837,722310,3,93,2736,13187
528838,722511,23,542,9436,13187
528839,722513,17,434,5647,13187
528840,811111,4,12,357,13187
528841,812112,5,11,228,13187
528842,812990,3,6,234,13187
528843,813110,16,113,2930,13187
528844,236118,4,17,346,13189
528845,238210,3,9,315,13189
528846,238220,10,114,4604,13189
528847,238910,6,24,1233,13189
528848,441310,6,50,1289,13189
528849,442110,3,24,675,13189
528850,445110,3,101,1496,13189
528851,445310,3,13,300,13189
528852,446110,6,72,3052,13189
528853,447110,18,94,1665,13189
528854,452319,5,41,620,13189
528855,453310,4,6,116,13189
528856,484121,5,83,2911,13189
528857,493110,4,262,10188,13189
528858,517311,3,18,1427,13189
528859,522110,6,63,3038,13189
528860,522291,8,23,921,13189
528861,524210,9,39,1599,13189
528862,531311,3,17,458,13189
528863,541211,4,13,671,13189
528864,541110,7,19,623,13189
528865,541213,6,17,179,13189
528866,561730,4,20,313,13189
528867,621111,9,103,6823,13189
528868,621210,8,44,1818,13189
528869,621610,3,322,5546,13189
528870,623312,3,22,347,13189
528871,624410,8,75,918,13189
528872,713990,3,6,142,13189
528873,721110,6,55,1143,13189
528874,722511,12,125,2088,13189
528875,722513,21,385,4772,13189
528876,811310,4,18,803,13189
528877,812112,3,11,350,13189
528878,813110,23,95,1519,13189
528879,115112,3,6,199,13201
528880,238220,3,7,263,13201
528881,424910,3,42,1876,13201
528882,484121,3,5,100,13201
528883,522110,3,55,2917,13201
528884,522291,3,8,230,13201
528885,541690,3,2,214,13201
528886,621210,3,10,385,13201
528887,621492,3,7,501,13201
528888,624410,3,31,534,13201
528889,722511,3,36,311,13201
528890,813110,5,35,536,13201
528891,113310,3,4,147,13135
528892,221122,10,293,24018,13135
528893,221210,3,74,4616,13135
528894,221310,4,42,2596,13135
528895,236115,181,330,18760,13135
528896,236116,8,54,11850,13135
528897,236117,39,270,20078,13135
528898,236118,331,996,47170,13135
528899,236210,10,45,3091,13135
528900,236220,148,1397,102695,13135
528901,237110,21,296,20877,13135
528902,237120,4,201,16635,13135
528903,237130,38,1446,91172,13135
528904,113310,5,37,1698,13211
528905,236118,5,18,280,13211
528906,236115,6,14,439,13211
528907,236220,3,44,1856,13211
528908,237210,17,48,3038,13135
528909,237310,18,1222,66441,13135
528910,238110,67,882,47327,13135
528911,237990,8,64,4599,13135
528912,238120,10,149,8146,13135
528913,238130,35,54,2999,13135
528914,238140,72,308,17857,13135
528915,238150,25,177,9136,13135
528916,238160,101,798,43406,13135
528917,238170,29,257,12282,13135
528918,238190,12,507,45066,13135
528919,238210,281,4456,299333,13135
528920,238290,19,143,6608,13135
528921,238220,330,3517,204486,13135
528922,238220,9,24,869,13211
528923,238310,79,421,24938,13135
528924,238110,3,34,1058,13211
528925,238210,4,32,1318,13211
528926,238350,4,5,273,13211
528927,238910,8,56,3176,13211
528928,337110,3,9,502,13211
528929,424910,3,98,4558,13211
528930,425120,5,7,226,13211
528931,441310,5,50,1095,13211
528932,445120,6,8,94,13211
