,fips,relevant_naics,YEAR,estab,emp,payann
1,13,11,2018,902,7024,310051
3,13,21,2018,86,3285,233342
5,13,22,2018,502,21300,2140257
7,13,23,2018,18811,189577,11306347
9,13,42,2018,12801,210419,14078194
11,13,51,2018,4773,132522,12345245
13,13,52,2018,14693,168601,15429159
15,13,53,2018,12849,70035,4651360
17,13,54,2018,29855,259082,21563893
19,13,55,2018,1698,139214,15847334
21,13,56,2018,12536,256035,9859981
23,13,61,2018,3118,88544,3713762
25,13,62,2018,25504,511564,26052515
27,13,71,2018,3494,54030,1830565
29,13,72,2018,21518,451773,7725468
31,13,81,2018,21895,162706,5058246
33,13,99,2018,363,267,11152
