Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,41281,47822,1788567,11459058,25292553,8885993,23096069,3642722,28501017,15427311,9574812,4088719,29850462,1960388,6690222,4930286,9815
2018,40894,67912,2575482,11842370,25566731,8887689,24691620,3781552,31046503,16882873,9569033,4050791,30878828,2121831,7077908,5057536,13531
2019,42434,72955,2514201,12295016,26577902,8709558,24514877,4034782,32582778,17593624,9641924,4261237,32807688,2228695,7467816,5273073,14180
2020,45395,82018,2395075,11992559,25458967,8825200,27501574,4002048,33620090,18111947,9225238,4263057,32922226,1807053,6002777,4750932,20241
2021,50217,106815,2455936,12687570,26472662,9159182,27946789,4258439,34302402,17113300,10446516,4977502,34889479,2288095,7341033,5319050,18623
