Naics,Establishments,Employees,Payroll
1133,16,64,2099
1152,113,837,38335
1151,11,38,1357
2121,71,2184,165138
2123,20,712,53058
2111,29,245,13066
2131,50,902,69451
2211,185,5558,606128
2212,3,71,6592
2213,4,123,12393
2382,2279,29193,1723802
2383,980,5765,275691
2381,985,7793,398910
2373,61,1812,141681
2372,25,80,3702
2362,428,6713,476815
2379,18,312,19200
2389,844,7180,425218
2361,1554,6418,382200
2371,164,5277,376222
3111,3,127,7408
3116,9,2847,126857
3118,54,3376,168319
3121,108,6076,442272
3114,6,747,37169
3119,23,1593,81409
3149,25,602,20226
3251,32,2405,245950
3273,95,1851,114462
3271,3,167,13706
3222,46,7636,493445
3272,11,491,27263
3259,6,151,13410
3279,19,550,19409
3219,134,4730,212906
3255,12,311,18619
3253,4,44,4368
3241,12,763,102889
3254,16,1188,95185
3261,99,10168,517591
3231,223,6393,305014
3252,20,1768,148166
3262,7,236,13303
3211,53,1005,38887
3256,3,14,490
3212,3,17,455
3364,4,359,24910
3331,6,509,23069
3313,13,4066,340708
3323,128,4342,210146
3324,10,759,45569
3328,14,221,16473
3333,4,420,27185
3353,13,843,58727
3321,11,605,27284
3371,62,989,43235
3352,4,5465,301959
3332,11,337,20240
3311,3,2346,220301
3327,219,3287,183898
3391,54,883,48465
3335,37,1176,78915
3362,7,752,43442
3361,3,1340,96419
3363,113,29066,1483151
3345,14,226,10848
3372,22,632,34501
3359,3,276,28793
3329,31,1479,82817
3339,71,5798,411955
3399,103,2068,89382
3344,3,52,3399
3326,3,798,42343
3334,12,1220,51549
4243,29,289,15934
4248,34,2017,190880
4246,92,1357,104653
4242,58,789,84445
4245,37,401,20273
4232,53,1570,173175
4244,206,6495,348161
4237,191,2295,157412
4236,158,2965,222235
4233,150,2028,128094
4238,678,10167,713241
4235,67,995,74395
4239,229,3083,165305
4249,233,3356,159989
4231,224,7007,675211
4241,43,522,28190
4247,61,1104,66000
4234,319,4305,264301
4251,256,2982,210791
4411,666,15533,1041030
4413,950,8017,264547
4453,534,2757,60280
4441,835,17722,570960
4481,894,10005,164697
4431,224,1942,74391
4421,241,2294,95275
4471,1998,16532,367634
4451,970,29227,679581
4461,1343,14979,538416
4422,243,2205,63028
4483,140,845,31799
4442,290,2619,92753
4412,152,1975,104785
4482,226,2236,37002
4452,107,989,19917
4512,51,398,10030
4522,36,2819,59778
4543,328,1299,52673
4541,309,14215,601444
4531,98,542,14831
4523,1248,42528,1131952
4532,210,1611,28662
4539,742,3909,136633
4511,361,4503,106122
4533,237,2267,43452
4542,25,242,8550
4885,240,12700,662328
4841,931,16964,936791
4832,11,1791,144415
4812,7,35,4008
4889,9,416,18299
4859,25,269,8815
4862,7,707,75098
4811,20,2458,185849
4842,707,6357,351614
4881,46,1182,46806
4882,16,1866,78653
4884,90,899,37230
4883,22,281,19373
4853,21,198,4815
4921,159,39433,2375286
4922,35,852,24219
4931,221,24197,1063963
5182,163,5895,219664
5121,89,841,24008
5111,98,1942,101313
5191,44,267,21245
5179,22,346,19305
5151,63,1562,85750
5112,54,1347,160685
5122,7,25,723
5173,739,9252,580982
5223,386,3031,181436
5242,1882,13883,920692
5221,1796,23337,1499067
5241,333,15395,1550804
5222,683,6355,556290
5239,656,3057,386228
5259,3,3,779
5231,187,5073,648691
5313,763,4546,231499
5321,160,1329,58566
5324,111,1141,84046
5322,224,1393,57525
5323,15,96,3800
5331,4,3,318
5311,1287,4703,203718
5312,1317,2498,135872
5412,1391,12131,598207
5418,311,2599,186784
5413,879,11283,928795
5415,843,13998,1251334
5411,1968,10213,662121
5416,1262,9102,604224
5419,766,6891,315844
5417,102,1625,200659
5414,211,743,39915
5511,606,40083,3654912
5614,266,8080,332403
5613,507,31531,976987
5612,94,2248,85406
5616,201,8052,223044
5611,267,4484,267286
5619,156,3319,145877
5629,81,1806,136452
5617,2087,22044,685955
5615,76,742,31094
5621,95,1851,107664
5622,19,760,66205
6114,41,202,14074
6113,24,5584,207493
6117,48,440,30622
6111,171,7155,245681
6112,3,25,1223
6116,347,2270,43447
6115,71,546,20942
6244,804,9321,189347
6242,179,2450,92537
6233,141,6569,194546
6221,31,38558,2663899
6216,261,9058,395871
6241,1371,17549,483784
6215,133,2660,178539
6231,209,16011,595346
6212,1376,10073,518830
6213,2195,13886,624156
6211,2707,37746,3818857
6219,174,2808,118828
6239,58,1392,46297
6214,938,15139,846269
6222,7,1839,96649
6232,657,7740,256353
6223,13,1442,79970
6243,48,1265,35996
7114,3,4,151
7131,22,486,15062
7132,6,285,22351
7115,83,130,6431
7121,50,1092,37887
7139,691,9508,186747
7111,35,339,10932
7113,38,311,15523
7112,136,2698,128784
7224,271,1794,44173
7212,30,157,3057
7225,6669,136441,2491710
7213,10,39,580
7223,461,7230,188600
7211,758,10399,276103
8111,1859,10079,389909
8139,527,3344,159434
8134,204,1728,44821
8113,279,2486,146289
8122,384,2479,93167
8123,225,2794,99550
8112,108,1426,63125
8132,192,976,52514
8129,395,2255,52571
8114,126,650,28093
8121,1062,5356,138823
8131,3268,21859,535154
8133,145,1468,70537
