,fips,relevant_naics,YEAR,estab,emp,payann
1,50,115113,2018,4,14,558
3,50,113310,2018,73,163,5748
5,50,115112,2018,5,10,373
7,50,115210,2018,17,175,9359
9,50,115310,2018,9,15,506
11,50,212321,2018,7,32,2174
14,50,212311,2018,7,31,1104
16,50,221122,2018,18,426,46046
18,50,221111,2018,4,9,558
20,50,221113,2018,3,68,13303
22,50,221310,2018,3,16,540
24,50,238990,2018,73,186,15803
26,50,236220,2018,82,1249,69310
28,50,238310,2018,68,400,19472
30,50,238210,2018,280,1796,92804
32,50,238350,2018,103,236,9687
34,50,238330,2018,32,114,4466
36,50,238130,2018,46,206,8464
38,50,238150,2018,10,48,2529
40,50,237310,2018,21,190,15251
41,50,236210,2018,4,31,1862
43,50,238140,2018,96,263,12636
45,50,236117,2018,21,80,4230
48,50,236115,2018,297,999,45788
50,50,238290,2018,15,159,9272
52,50,238390,2018,5,39,1826
54,50,238320,2018,157,540,23069
56,50,238220,2018,299,2143,115503
58,50,238110,2018,56,265,23393
60,50,237130,2018,15,107,9085
62,50,236118,2018,433,1297,58332
64,50,238160,2018,75,342,16985
66,50,238170,2018,17,58,2958
68,50,238910,2018,319,1729,110491
70,50,238340,2018,5,5,203
72,50,237110,2018,32,442,29615
74,50,311999,2018,3,52,2082
76,50,312120,2018,34,561,24060
78,50,311513,2018,6,186,6905
80,50,311920,2018,8,792,73171
82,50,311812,2018,23,509,17512
84,50,311352,2018,7,195,6878
86,50,312140,2018,6,63,2772
88,50,311111,2018,4,15,176
90,50,311612,2018,3,137,6098
92,50,311119,2018,6,162,8037
94,50,311811,2018,18,129,2653
96,50,314910,2018,3,7,187
98,50,312130,2018,4,78,3281
100,50,321999,2018,14,295,11972
102,50,326199,2018,14,861,41606
104,50,323111,2018,34,559,25977
106,50,323113,2018,13,96,4073
108,50,327991,2018,44,512,28973
110,50,327212,2018,7,27,762
112,50,327110,2018,3,22,556
115,50,321113,2018,28,428,18635
117,50,325611,2018,3,189,6850
119,50,336412,2018,3,1158,96636
121,50,339999,2018,3,71,3483
123,50,339116,2018,7,38,1617
124,50,334513,2018,3,19,1087
126,50,339910,2018,7,12,461
128,50,332710,2018,36,723,32263
130,50,339992,2018,6,22,624
132,50,337122,2018,13,181,9345
133,50,333314,2018,3,223,16317
135,50,335929,2018,3,239,22665
137,50,334290,2018,3,37,3004
138,50,332721,2018,3,367,19441
140,50,334413,2018,3,2940,241339
142,50,332322,2018,7,160,8787
144,50,332994,2018,3,169,18763
146,50,333514,2018,3,22,942
148,50,339920,2018,10,792,53533
150,50,339113,2018,3,4,221
151,50,337110,2018,3,7,289
153,50,423110,2018,6,191,10851
155,50,424810,2018,10,675,31787
158,50,423320,2018,3,39,3014
160,50,423430,2018,4,128,9663
162,50,423810,2018,4,110,7390
164,50,424210,2018,12,338,22401
166,50,423610,2018,23,246,14752
168,50,423820,2018,22,202,9969
170,50,424910,2018,10,153,10146
172,50,424480,2018,3,212,10766
174,50,423210,2018,6,47,2705
177,50,423830,2018,30,204,16024
179,50,423840,2018,7,55,3490
181,50,423310,2018,8,87,5120
183,50,424470,2018,3,12,603
185,50,423450,2018,6,88,10890
187,50,423510,2018,5,199,8649
189,50,423120,2018,27,241,10051
191,50,423420,2018,14,103,4538
193,50,424690,2018,4,204,21849
195,50,424490,2018,41,1211,68753
197,50,423990,2018,17,257,14854
199,50,424990,2018,14,95,5051
202,50,424710,2018,3,18,1022
204,50,423720,2018,8,110,6652
206,50,423330,2018,7,82,3681
208,50,423910,2018,10,92,10033
210,50,423920,2018,4,10,465
212,50,423860,2018,3,43,4506
214,50,423730,2018,8,34,1925
216,50,425120,2018,52,165,14982
217,50,424820,2018,3,59,4621
219,50,424330,2018,9,226,13266
221,50,446199,2018,9,57,2715
