,relevant_naics,estab,emp,payann,fips
68375,11,12,14,203,50021
68376,21,11,205,17802,50021
68377,22,7,411,42355,50021
68378,23,286,1345,67564,50021
68379,42,81,759,37150,50021
68380,51,36,231,11832,50021
68381,52,74,531,34153,50021
68382,53,62,265,9901,50021
68383,54,156,605,32440,50021
68384,55,10,319,32937,50021
68385,56,125,1056,31700,50021
68386,61,24,654,15136,50021
68387,62,206,4799,222629,50021
68388,71,46,1850,25273,50021
68389,72,251,3084,52508,50021
68390,81,200,878,23379,50021
68391,11,8,31,1262,50019
68392,22,4,17,1904,50019
68394,23,124,515,29626,50019
68395,42,22,192,7295,50019
68396,51,22,91,2595,50019
68397,52,30,219,11250,50019
68398,53,22,91,4286,50019
68399,54,47,160,5922,50019
68400,56,33,126,5594,50019
68401,61,11,150,4330,50019
68402,62,78,1627,79647,50019
68403,71,18,69,2763,50019
68404,72,55,1870,32768,50019
68405,81,84,324,6975,50019
68407,11,9,56,2135,50023
68408,21,9,82,4973,50023
68409,22,7,137,12239,50023
68410,23,251,1331,71048,50023
68412,23,34,102,4940,50013
68413,42,5,9,409,50013
68414,51,3,9,272,50013
68415,52,3,23,1029,50013
68416,53,7,9,328,50013
68417,54,16,41,1377,50013
68418,56,11,19,979,50013
68419,62,15,63,2161,50013
68420,71,5,9,524,50013
68421,72,23,101,3978,50013
68422,81,20,42,1337,50013
68423,42,79,766,37482,50023
68425,11,11,32,1295,50017
68426,21,3,8,447,50017
68427,23,135,684,38907,50017
68428,42,23,157,6259,50017
68429,51,18,59,1597,50017
68430,52,28,148,7665,50017
68431,53,18,33,1278,50017
68432,54,58,288,20016,50017
68433,51,51,427,22288,50023
68434,56,36,82,3097,50017
68435,61,13,572,29813,50017
68436,62,85,1824,72514,50017
68437,71,17,35,1110,50017
68438,72,56,526,13264,50017
68439,81,66,193,5675,50017
68440,52,105,2500,224067,50023
68441,53,56,210,9134,50023
68444,11,4,17,389,50015
68445,22,3,80,7377,50015
68446,23,155,658,37021,50015
68447,54,233,938,55476,50023
68448,55,12,469,44281,50023
68449,56,117,853,36318,50023
68450,42,30,288,14059,50015
68451,61,53,2500,74283,50023
68452,62,221,4666,219178,50023
68453,51,18,180,11137,50015
68454,52,32,259,16356,50015
68455,53,40,235,8527,50015
68456,54,83,274,15543,50015
68457,11,10,24,965,50007
68458,21,4,35,2462,50007
68459,23,604,4900,291009,50007
68460,22,4,262,30413,50007
68461,71,51,464,10333,50023
68462,72,166,2659,48672,50023
68463,81,271,1333,57526,50023
68464,99,3,0,35,50023
68465,42,244,4697,299021,50007
68466,56,69,195,10152,50015
68467,61,18,226,5231,50015
68468,62,76,1811,77105,50015
68469,71,31,136,3693,50015
68471,11,13,26,961,50011
68472,21,3,23,1846,50011
68473,22,5,33,3546,50011
68474,23,147,480,24039,50011
68475,42,49,1064,46531,50011
68476,51,16,113,4079,50011
68477,52,47,295,14241,50011
68478,53,33,92,2845,50011
68479,54,55,227,13815,50011
68480,56,63,530,14266,50011
68481,61,7,40,757,50011
68482,62,100,2551,125014,50011
68483,72,121,4407,83639,50015
68484,81,81,333,10337,50015
68486,11,22,36,1129,50027
68487,21,5,42,3131,50027
68488,22,7,82,8806,50027
68489,23,285,1211,59539,50027
68490,51,153,5208,393635,50007
68491,42,56,678,41207,50027
68492,52,281,2971,262032,50007
68493,53,249,1050,55281,50007
68494,51,54,582,32901,50027
68495,54,773,7071,541378,50007
68496,52,87,502,28784,50027
68497,53,99,403,15446,50027
68498,54,183,1057,62195,50027
68499,55,35,1008,67646,50007
68500,55,4,74,5196,50027
68501,56,113,705,27592,50027
68502,61,27,441,17242,50027
68503,56,301,3203,106307,50007
68504,61,126,3906,106909,50007
68505,62,169,4527,282124,50027
68506,71,44,530,14009,50027
68507,62,604,15986,726392,50007
68508,72,208,3485,75163,50027
68509,81,186,831,26998,50027
68510,71,137,2647,53187,50007
68511,99,4,5,554,50027
68512,72,474,9276,203940,50007
68513,71,11,34,998,50011
68514,72,100,1217,24856,50011
68515,81,107,389,9534,50011
68517,11,17,33,999,50001
68518,21,5,18,1378,50001
68519,22,4,27,3470,50001
68520,23,187,863,43578,50001
68521,81,548,3213,109194,50007
68522,99,3,2,82,50007
68524,11,12,26,1215,50005
68525,22,5,60,4433,50005
68526,23,118,483,26686,50005
68527,42,41,297,18447,50001
68528,42,35,401,20403,50005
68529,51,23,243,7500,50005
68530,52,40,294,15270,50005
68531,53,23,72,2485,50005
68532,51,15,72,1699,50001
68533,52,39,311,18470,50001
68534,53,29,75,3170,50001
68535,54,134,406,19497,50001
68536,54,71,212,9707,50005
68537,56,40,134,4079,50005
68538,61,16,602,24956,50005
68539,62,109,1841,85815,50005
68540,71,13,58,2511,50005
68541,72,74,840,14683,50005
68542,81,88,341,7308,50005
68543,55,3,126,7349,50001
68544,56,64,273,14124,50001
68545,61,28,3305,108565,50001
68546,62,130,2281,97184,50001
68548,11,12,156,8726,50025
68549,22,16,129,20932,50025
68550,23,209,953,54177,50025
68551,71,21,141,3278,50001
68552,72,88,986,26489,50001
68553,81,106,485,16826,50001
68554,99,4,5,268,50001
68555,42,43,1224,94590,50025
68557,11,7,27,789,50003
68558,22,3,26,2910,50003
68559,23,156,549,25867,50003
68560,42,20,91,4814,50003
68561,51,33,373,31278,50025
68562,52,49,533,31346,50025
68563,53,90,291,10217,50025
68564,51,34,306,15810,50003
68565,52,58,319,21932,50003
68566,54,122,527,26499,50025
68567,56,91,765,26685,50025
68568,61,57,1989,66514,50025
68569,53,48,216,8478,50003
68570,54,116,378,19879,50003
68571,55,4,40,2866,50003
68572,62,162,3524,150648,50025
68574,11,6,21,867,50009
68575,23,14,28,1350,50009
68576,52,3,10,270,50009
68577,54,5,18,1858,50009
68578,56,6,2,75,50009
