,fips,relevant_naics,YEAR,estab,emp,payann
0,50,115113,2017,4,16,612
2,50,113310,2017,71,177,5433
4,50,115112,2017,5,12,309
6,50,115210,2017,19,37,1073
8,50,115310,2017,9,4,245
10,50,212321,2017,4,4,302
12,50,212312,2017,3,0,0
13,50,212311,2017,6,27,1009
15,50,221122,2017,20,94,8442
17,50,221111,2017,4,19,1593
19,50,221113,2017,5,0,0
21,50,221310,2017,3,0,0
23,50,238990,2017,75,186,14232
25,50,236220,2017,87,2280,154446
27,50,238310,2017,65,385,17628
29,50,238210,2017,279,1793,91049
31,50,238350,2017,110,236,8806
33,50,238330,2017,32,119,4107
35,50,238130,2017,47,225,8842
37,50,238150,2017,10,54,2521
39,50,237310,2017,21,102,8761
42,50,238140,2017,92,233,11395
44,50,236117,2017,25,91,4305
46,50,236116,2017,3,13,640
47,50,236115,2017,301,966,44112
49,50,238290,2017,15,154,7698
51,50,238390,2017,6,39,2254
53,50,238320,2017,159,546,23385
55,50,238220,2017,293,2078,111398
57,50,238110,2017,60,227,16128
59,50,237130,2017,13,60,4986
61,50,236118,2017,426,1227,56642
63,50,238160,2017,69,295,14355
65,50,238170,2017,20,69,3226
67,50,238910,2017,310,1559,102024
69,50,238340,2017,7,10,402
71,50,237110,2017,28,193,13633
73,50,311999,2017,11,78,3484
75,50,312120,2017,26,289,14130
77,50,311513,2017,10,13,550
79,50,311920,2017,3,0,0
81,50,311812,2017,17,422,15331
83,50,311352,2017,10,149,6739
85,50,312140,2017,6,25,885
87,50,311111,2017,4,6,122
89,50,311612,2017,3,152,7113
91,50,311119,2017,6,101,4229
93,50,311811,2017,18,111,2485
95,50,314910,2017,3,0,0
97,50,312130,2017,4,76,2798
99,50,321999,2017,15,284,12342
101,50,326199,2017,14,742,35808
103,50,323111,2017,34,602,28487
105,50,323113,2017,8,43,1394
107,50,327991,2017,45,554,30997
109,50,327212,2017,6,0,0
111,50,327110,2017,3,19,497
113,50,327320,2017,3,0,0
114,50,321113,2017,27,179,7315
116,50,325611,2017,3,0,0
118,50,321911,2017,3,0,0
120,50,339999,2017,9,11,268
122,50,339116,2017,7,36,1502
125,50,339910,2017,6,15,522
127,50,332710,2017,39,329,17275
129,50,339992,2017,6,21,729
131,50,337122,2017,12,36,1674
134,50,335929,2017,3,266,19684
136,50,334290,2017,3,0,0
139,50,334413,2017,3,0,0
141,50,332322,2017,5,133,8733
143,50,332994,2017,3,0,0
145,50,333514,2017,3,19,885
147,50,339920,2017,9,0,0
149,50,339113,2017,3,3,221
152,50,423110,2017,8,193,9994
154,50,424810,2017,9,682,31932
156,50,424920,2017,3,0,0
157,50,423320,2017,8,5,138
159,50,423430,2017,5,0,0
161,50,423810,2017,4,106,7016
163,50,424210,2017,11,322,19655
165,50,423610,2017,26,232,13606
167,50,423820,2017,28,278,13113
169,50,424910,2017,13,81,6126
171,50,424480,2017,4,214,11569
173,50,423210,2017,6,56,3218
175,50,423710,2017,4,0,0
176,50,423830,2017,30,191,14884
178,50,423840,2017,7,54,3313
180,50,423310,2017,10,93,5680
182,50,424470,2017,3,12,573
184,50,423450,2017,6,80,8219
186,50,423510,2017,5,164,7432
188,50,423120,2017,26,193,8229
190,50,423420,2017,15,86,3695
192,50,424690,2017,4,0,0
194,50,424490,2017,40,919,50441
196,50,423990,2017,13,305,15710
198,50,424990,2017,13,55,3407
200,50,424720,2017,3,63,4477
201,50,424710,2017,5,21,1067
203,50,423720,2017,8,59,3078
205,50,423330,2017,8,51,2521
207,50,423910,2017,11,89,8469
209,50,423920,2017,3,7,332
211,50,423860,2017,3,37,4055
213,50,423730,2017,8,34,2102
215,50,425120,2017,53,157,14510
218,50,424330,2017,9,229,11229
220,50,446199,2017,9,59,2731
222,50,442299,2017,47,457,9305
224,50,445299,2017,12,70,1838
226,50,441310,2017,109,935,24009
228,50,445310,2017,117,446,13546
230,50,441222,2017,10,40,1734
232,50,448130,2017,6,73,779
234,50,448150,2017,7,28,320
236,50,445292,2017,5,32,653
238,50,445120,2017,73,416,6463
240,50,446120,2017,7,72,1672
242,50,443142,2017,34,284,6616
244,50,448140,2017,60,969,15038
246,50,442210,2017,25,197,8774
248,50,446191,2017,7,28,1140
250,50,445230,2017,6,4,553
252,50,442110,2017,52,234,8607
254,50,447110,2017,388,3438,69962
256,50,444130,2017,72,593,16146
258,50,444110,2017,4,496,13455
260,50,443141,2017,20,158,6829
262,50,448310,2017,44,408,9879
264,50,445210,2017,3,0,0
265,50,448110,2017,4,27,728
267,50,441228,2017,14,114,5135
269,50,441110,2017,83,2981,153036
271,50,444220,2017,52,445,15020
273,50,446130,2017,16,83,2459
275,50,444190,2017,105,1051,51525
277,50,448190,2017,17,171,3191
279,50,447190,2017,29,152,3761
281,50,444210,2017,17,56,2398
283,50,444120,2017,16,60,2315
285,50,446110,2017,105,1382,54646
287,50,448210,2017,36,234,4840
289,50,445110,2017,227,8622,204586
291,50,441320,2017,31,308,11957
293,50,441120,2017,77,312,12151
295,50,448120,2017,73,462,8244
297,50,452319,2017,103,930,18214
299,50,453998,2017,56,244,6730
301,50,453920,2017,24,62,1192
303,50,451211,2017,23,202,3064
305,50,452210,2017,5,383,7784
307,50,454110,2017,131,1029,41345
309,50,453110,2017,32,80,1586
311,50,454310,2017,107,1255,60821
313,50,453220,2017,69,281,5052
315,50,451120,2017,17,219,3146
317,50,451140,2017,5,48,1037
319,50,453210,2017,6,36,1140
321,50,454390,2017,46,163,5801
323,50,453910,2017,17,120,3291
325,50,451130,2017,18,92,995
327,50,451110,2017,123,1115,25163
329,50,453991,2017,8,62,1680
331,50,453310,2017,73,405,7760
333,50,454210,2017,3,30,1124
335,50,485999,2017,3,19,459
336,50,488510,2017,9,10,380
338,50,484110,2017,39,190,8204
340,50,484122,2017,22,402,22972
342,50,484121,2017,38,432,21995
344,50,485320,2017,3,21,368
346,50,488410,2017,12,27,1051
348,50,488190,2017,3,0,0
350,50,487110,2017,3,0,0
351,50,481111,2017,4,185,4067
353,50,485410,2017,6,39,760
355,50,484220,2017,133,477,21507
357,50,484230,2017,13,150,7377
359,50,488210,2017,3,0,0
361,50,485310,2017,10,103,1386
363,50,484210,2017,9,108,5901
365,50,492110,2017,13,572,28927
367,50,493110,2017,13,209,7141
369,50,492210,2017,5,266,5678
371,50,511130,2017,6,31,1964
373,50,518210,2017,26,2878,235739
375,50,519130,2017,15,50,2772
377,50,519120,2017,52,232,4265
379,50,512110,2017,14,79,2902
381,50,512131,2017,10,157,1854
383,50,511110,2017,26,269,10610
385,50,511120,2017,15,205,12028
387,50,515111,2017,3,9,407
388,50,515112,2017,14,257,10965
390,50,511210,2017,19,641,65278
392,50,517911,2017,4,15,430
394,50,512191,2017,3,0,0
395,50,515120,2017,5,204,12615
397,50,517311,2017,99,981,72859
399,50,517312,2017,36,185,11544
401,50,524291,2017,4,4,246
403,50,522110,2017,203,2134,118269
405,50,522130,2017,65,1044,55603
407,50,524114,2017,11,34,3056
409,50,524113,2017,9,133,4148
411,50,524126,2017,22,116,8120
413,50,524127,2017,3,0,0
414,50,522320,2017,3,0,0
416,50,524210,2017,248,1364,84606
418,50,523930,2017,28,35,1614
420,50,523910,2017,4,14,2047
422,50,522310,2017,3,0,0
424,50,523920,2017,117,426,68202
426,50,522292,2017,13,44,3685
428,50,522220,2017,4,8,807
430,50,522120,2017,44,70,3124
432,50,523120,2017,28,153,27848
434,50,524292,2017,5,72,5072
436,50,532289,2017,4,9,622
438,50,532210,2017,6,12,517
440,50,532283,2017,3,19,821
442,50,531130,2017,21,57,2037
444,50,531120,2017,61,283,12793
446,50,531190,2017,9,18,872
448,50,531110,2017,103,356,13345
450,50,531312,2017,26,118,6237
452,50,532420,2017,3,0,0
453,50,531210,2017,215,546,19595
455,50,531320,2017,39,67,3122
458,50,532490,2017,9,33,1925
460,50,532111,2017,10,87,2916
462,50,531311,2017,132,635,23009
464,50,532120,2017,10,64,2478
466,50,541611,2017,133,731,45602
468,50,541810,2017,21,126,9780
470,50,541990,2017,14,35,2085
472,50,541310,2017,73,390,26667
474,50,541350,2017,4,21,1066
476,50,541922,2017,4,10,332
478,50,541513,2017,5,33,2272
480,50,541512,2017,59,434,40707
482,50,541511,2017,142,1068,82730
484,50,541340,2017,5,7,243
486,50,541330,2017,178,1493,120200
488,50,541620,2017,44,450,38587
490,50,541430,2017,68,155,6829
492,50,541612,2017,15,51,3334
494,50,541420,2017,3,5,222
496,50,541410,2017,13,32,2036
498,50,541320,2017,13,38,2296
500,50,541613,2017,61,275,14011
502,50,541910,2017,7,47,2647
505,50,541211,2017,143,856,48797
507,50,541110,2017,414,1851,139720
509,50,541219,2017,98,676,31237
511,50,541519,2017,11,22,1809
513,50,541618,2017,5,7,460
515,50,541690,2017,35,483,39926
517,50,541890,2017,13,103,3257
519,50,541214,2017,3,141,2846
521,50,541921,2017,16,14,447
523,50,541614,2017,6,38,2522
525,50,541820,2017,12,82,6562
527,50,541714,2017,3,0,0
529,50,541713,2017,3,54,10933
531,50,541715,2017,18,147,13995
533,50,541720,2017,3,17,1081
534,50,541370,2017,39,54,2204
536,50,541213,2017,25,107,1865
538,50,541380,2017,9,82,3646
540,50,541930,2017,3,5,113
542,50,541940,2017,127,1142,44033
544,50,551114,2017,58,1724,106794
546,50,551112,2017,3,12,994
548,50,561499,2017,3,0,0
550,50,561990,2017,37,331,14353
552,50,561740,2017,11,42,940
554,50,561920,2017,5,18,793
556,50,561492,2017,6,13,462
558,50,561410,2017,6,32,750
559,50,561311,2017,3,0,0
561,50,561312,2017,12,19,1654
563,50,561710,2017,3,0,0
565,50,561210,2017,4,20,762
567,50,561611,2017,5,6,185
569,50,561720,2017,188,1535,29527
571,50,561730,2017,478,1204,57807
573,50,561110,2017,69,656,34798
575,50,561439,2017,3,0,0
577,50,561790,2017,30,45,1753
579,50,562910,2017,15,200,11619
581,50,561612,2017,6,299,5958
583,50,561621,2017,7,62,2710
585,50,562991,2017,15,13,653
587,50,562111,2017,37,198,7848
589,50,561320,2017,42,1324,30477
591,50,561520,2017,20,136,6751
593,50,561510,2017,21,105,4738
595,50,611699,2017,31,192,2129
597,50,611310,2017,16,5642,162594
599,50,611710,2017,40,318,12180
601,50,611110,2017,94,2740,98013
603,50,611691,2017,13,36,882
605,50,611610,2017,52,336,6054
607,50,611519,2017,7,7,241
609,50,611430,2017,27,80,4095
611,50,611620,2017,44,198,3965
613,50,621999,2017,10,216,11423
615,50,621498,2017,45,956,47415
617,50,621910,2017,30,344,9620
619,50,623312,2017,34,880,20961
621,50,624110,2017,42,565,18539
623,50,624410,2017,274,2449,55150
625,50,624210,2017,26,91,2674
627,50,623311,2017,25,1102,29123
629,50,621512,2017,3,0,0
630,50,621410,2017,7,8,307
632,50,621493,2017,10,126,4836
634,50,622110,2017,3,1899,159467
636,50,621610,2017,27,0,0
638,50,621511,2017,4,111,976
640,50,623110,2017,46,3320,108286
642,50,621399,2017,53,224,8774
644,50,621310,2017,91,267,8873
646,50,621210,2017,250,1869,110908
648,50,621330,2017,71,182,6451
650,50,621320,2017,44,265,13686
652,50,621340,2017,119,912,40238
654,50,621111,2017,282,3405,214634
656,50,621112,2017,20,45,2962
658,50,624229,2017,13,155,7522
660,50,624190,2017,139,1640,56846
662,50,623990,2017,11,108,3060
664,50,621420,2017,68,0,0
666,50,623210,2017,30,56,1757
668,50,623220,2017,47,1071,37928
670,50,624120,2017,91,2272,56077
672,50,624221,2017,14,127,4136
674,50,624310,2017,7,183,7067
676,50,713990,2017,59,212,5945
678,50,713120,2017,3,58,531
679,50,713950,2017,3,24,293
680,50,713940,2017,95,1797,25179
682,50,713910,2017,45,247,15781
684,50,712120,2017,3,0,0
686,50,711510,2017,56,143,7134
688,50,713930,2017,11,48,2722
690,50,712110,2017,38,207,6521
692,50,711310,2017,19,374,7779
694,50,711320,2017,10,14,558
696,50,713920,2017,6,0,0
698,50,711110,2017,10,83,3172
701,50,721191,2017,120,732,14193
703,50,722320,2017,34,214,5794
705,50,722410,2017,95,704,9413
707,50,722310,2017,129,1463,21780
709,50,722511,2017,671,10799,217332
711,50,721110,2017,232,9939,196116
713,50,722513,2017,423,4918,84970
715,50,722330,2017,9,3,150
717,50,721211,2017,28,36,2093
719,50,721214,2017,24,117,8680
721,50,721310,2017,4,15,137
722,50,722515,2017,153,1526,25754
724,50,812990,2017,13,67,1270
726,50,811412,2017,6,16,438
728,50,811121,2017,84,401,17792
730,50,811122,2017,9,24,1052
732,50,811191,2017,3,0,0
734,50,812111,2017,4,33,617
736,50,812112,2017,158,720,18927
738,50,813910,2017,60,235,11172
740,50,811192,2017,14,72,2262
742,50,812220,2017,15,14,276
744,50,813410,2017,146,810,12055
746,50,812310,2017,16,39,490
748,50,811310,2017,38,114,4577
750,50,811212,2017,8,12,287
752,50,812320,2017,9,15,269
754,50,813312,2017,87,582,27695
756,50,812210,2017,49,146,5188
758,50,811111,2017,340,1315,53288
760,50,813211,2017,45,240,11392
762,50,813311,2017,12,89,3848
