,fips,relevant_naics,YEAR,estab,emp,payann
1,50,11,2018,143,499,20935
3,50,21,2018,40,413,32039
5,50,22,2018,65,1264,138385
7,50,23,2018,2705,14102,775351
9,50,42,2018,728,10623,627667
11,50,51,2018,476,7894,536623
13,50,52,2018,876,8915,686865
15,50,53,2018,776,3042,131376
17,50,54,2018,2052,12202,825602
19,50,55,2018,68,2036,160275
21,50,56,2018,1157,8655,304482
23,50,61,2018,405,15745,497286
25,50,62,2018,2111,49090,2310666
27,50,71,2018,475,7633,149962
29,50,72,2018,1991,33878,683498
31,50,81,2018,2038,9487,303472
33,50,99,2018,17,12,993
