,fips,relevant_naics,YEAR,estab,emp,payann
0,50,11,2017,144,502,19730
2,50,21,2017,42,422,30159
4,50,22,2017,67,810,84438
6,50,23,2017,2696,14466,811951
8,50,42,2017,751,10780,609428
10,50,51,2017,488,7918,535039
12,50,52,2017,902,8488,647087
14,50,53,2017,775,3244,125571
16,50,54,2017,2053,12398,836083
18,50,55,2017,66,1809,113781
20,50,56,2017,1185,8661,296986
22,50,61,2017,394,11497,355972
24,50,62,2017,2130,47996,2235505
26,50,71,2017,468,7767,153802
28,50,72,2017,1985,33179,637212
30,50,81,2017,2027,9446,289520
32,50,99,2017,9,10,343
