	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
7	17	999	Statewide	11	Timber tract operations	17	1131	8.0	3.2222222222222223
9	17	999	Statewide	21	Metal ore mining	17	2122	3.0	1.2
36	17	999	Statewide	31	Footwear manufacturing	17	3162	8.75	3.6666666666666665
47	17	999	Statewide	31	Tobacco manufacturing	17	3122	5.0	2.0
