Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,75,58,133,7903,3988,1744,5817,3379,9112,700,5343,1460,11077,1744,8784,9516,83
2018,80,55,154,7855,3904,1716,5687,3409,9047,663,5261,1485,11192,1770,8838,9488,102
2019,74,53,151,7924,3824,1764,5649,3384,8848,653,5254,1498,11495,1793,8916,9445,88
2020,73,56,155,7876,3718,1755,5572,3377,8783,674,5297,1483,11446,1767,8777,9260,100
2021,78,60,140,7983,3718,1696,5575,3350,8942,668,5449,1462,11586,1796,8788,9205,90
