Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,13359,40350,886083,3881369,6236431,3890843,17480294,1120010,9417336,4375016,3726455,3708577,14178709,767974,3185079,2037338,2881
2018,14511,43589,956628,3961468,6054166,3936796,17158612,1150253,9677154,4498691,3709873,3769191,14663828,794246,3320793,2091406,6900
2019,14483,50811,950188,4288900,6199190,4313025,16857016,1221598,9806441,4910409,3822402,3957527,15178703,841819,3431364,2133825,7063
2020,11985,53174,1010853,4272371,5642036,4156337,17151374,1201844,10498578,4613383,3662961,4003909,15821692,698850,2812321,1971220,5192
2021,14234,46756,1010950,4548023,5993172,4372625,17545521,1337819,11206563,4446901,4007915,4219034,16704509,765458,3245529,2107936,6705
