Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,310,659,7700,54403,73681,40688,111833,19739,98054,32579,77026,79054,290472,29438,146415,60638,100
2018,319,637,8045,54560,72534,40752,106717,19693,97571,31145,77944,79336,291855,30022,145098,61058,101
2019,334,678,7761,57807,70979,40292,101263,19814,98752,32575,79576,80576,292684,30027,148969,60747,126
2020,309,689,7601,58654,66853,37973,107251,20079,105235,33711,76947,79391,297321,30591,145604,59252,114
2021,321,594,7553,57285,63725,34251,103267,19430,101135,34797,71329,73089,282207,20280,115899,51854,131
