Zip,Industries,Establishments,Employees,Payroll
01001,53,419,7448,0
01002,58,592,10641,0
01003,1,6,221,0
01005,11,65,1271,0
01007,21,158,2141,0
01008,1,4,1,0
01010,8,68,1478,0
01013,34,257,5394,0
01020,59,589,9854,0
01022,3,10,3,0
01026,1,8,211,0
01027,41,364,6512,0
01028,51,482,8125,0
01030,20,187,3010,0
01033,11,73,1061,0
01034,1,6,211,0
01035,25,195,3630,0
01036,10,90,1270,0
01038,4,21,424,0
01039,2,8,2,0
01040,93,992,17969,0
01041,1,6,242,0
01050,1,4,1,0
01054,1,6,211,0
01056,48,397,7380,0
01057,10,73,1270,0
01060,79,772,13857,0
01062,24,119,1514,0
01066,1,3,1,0
01068,3,19,423,0
01069,20,149,2862,0
01071,2,12,422,0
01073,11,65,1071,0
01075,37,278,5848,0
01077,20,135,2371,0
01080,2,9,212,0
01081,1,3,1,0
01082,16,97,1747,0
01085,93,1009,17972,0
01088,1,7,211,0
01089,104,1093,18540,0
01095,29,277,5410,0
01096,2,11,212,0
01103,35,390,4169,0
01104,60,446,6926,0
01105,30,200,3062,0
01106,34,266,4974,0
01107,8,84,1099,0
01108,24,183,3445,0
01109,35,289,3916,0
01115,2,16,212,0
01118,16,103,2156,0
01119,12,94,1384,0
01128,3,13,3,0
01129,16,85,1778,0
01144,4,23,224,0
01151,10,54,1070,0
01201,127,1716,28275,0
01220,11,86,2171,0
01223,5,30,635,0
01225,5,26,635,0
01226,9,54,890,0
01230,53,399,6524,0
01235,6,32,636,0
01236,1,12,211,0
01237,8,41,428,0
01238,20,212,4371,0
01240,22,183,3704,0
01245,1,6,211,0
01247,34,226,3725,0
01257,10,53,850,0
01258,3,18,423,0
01259,2,14,422,0
01260,1,6,211,0
01262,5,37,215,0
01266,3,16,433,0
01267,17,135,2367,0
01301,61,546,9405,0
01330,1,6,211,0
01331,20,128,2201,0
01337,3,13,213,0
01339,2,9,212,0
01342,1,3,1,0
01354,1,4,1,0
01360,1,4,1,0
01364,7,45,867,0
01366,1,6,211,0
01370,8,62,1278,0
01373,11,59,881,0
01375,3,20,433,0
01376,7,26,227,0
01420,82,904,15655,0
01430,7,43,637,0
01431,3,26,633,0
01432,19,142,3031,0
01434,6,22,6,0
01436,1,3,1,0
01440,50,411,7892,0
01450,22,180,3242,0
01451,18,104,2118,0
01452,1,7,211,0
01453,120,1562,26349,0
01460,28,191,2348,0
01462,22,198,3442,0
01463,20,230,4050,0
01464,10,64,1490,0
01468,5,27,635,0
01469,10,62,1091,0
01473,20,127,2120,0
01474,1,9,211,0
01475,13,80,1293,0
01501,76,639,12327,0
01503,7,53,1057,0
01504,17,117,1907,0
01505,5,56,1055,0
01506,3,19,423,0
01507,27,204,2557,0
01508,2,11,222,0
01510,30,223,4342,0
01515,2,11,212,0
01516,10,76,1480,0
01518,3,17,244,0
01519,10,55,1060,0
01520,30,264,6136,0
01521,1,6,211,0
01522,1,9,211,0
01523,12,68,1062,0
01524,10,76,1710,0
01527,21,207,4227,0
01529,2,12,212,0
01532,60,569,10621,0
01534,6,36,846,0
01535,5,37,845,0
01536,16,108,2367,0
01537,3,16,443,0
01538,1,3,1,0
01540,26,183,3907,0
01541,3,16,423,0
01542,1,3,1,0
01543,11,83,1071,0
01545,98,1091,17387,0
01550,35,303,6358,0
01560,3,24,633,0
01561,1,3,1,0
01562,21,182,3022,0
01564,19,128,2139,0
01566,25,180,3537,0
01568,17,122,2327,0
01569,31,248,3831,0
01570,40,334,6104,0
01571,17,109,1717,0
01581,112,1184,20207,0
01583,28,182,3699,0
01585,6,33,656,0
01588,23,166,3274,0
01590,19,128,1709,0
01602,33,301,5574,0
01603,50,400,7583,0
01604,75,895,16215,0
01605,72,631,10046,0
01606,52,416,6753,0
01607,12,76,1753,0
01608,47,577,8884,0
01609,49,532,8515,0
01610,36,347,6299,0
01611,2,6,2,0
01612,4,44,864,0
01655,1,3,1,0
01701,117,1699,29198,0
01702,96,1214,17922,0
01719,16,90,1926,0
01720,78,807,14396,0
01721,43,462,8166,0
01730,68,580,10265,0
01731,2,10,212,0
01740,10,75,1511,0
01741,9,63,1269,0
01742,91,982,16627,0
01746,36,352,6426,0
01747,16,90,1296,0
01748,54,466,8125,0
01749,61,611,10527,0
01752,147,2181,32208,0
01754,25,194,2805,0
01756,20,151,3001,0
01757,98,1241,17857,0
01760,133,1905,30567,0
01770,10,74,1690,0
01772,41,315,5412,0
01773,13,84,1503,0
01775,13,93,1913,0
01776,53,608,11225,0
01778,39,321,6030,0
01801,197,3134,48282,0
01803,127,2157,36562,0
01805,1,4,1,0
01810,92,1355,20878,0
01821,77,876,13083,0
01824,84,1006,16264,0
01826,62,802,12536,0
01827,4,29,424,0
01830,54,637,12083,0
01832,29,293,5842,0
01833,16,127,1516,0
01834,11,95,1701,0
01835,22,178,2813,0
01840,41,331,6744,0
01841,52,697,10495,0
01842,1,3,1,0
01843,61,626,10046,0
01844,103,1413,20228,0
01845,88,1221,21042,0
01850,14,112,2175,0
01851,55,542,9980,0
01852,77,904,15433,0
01854,33,276,4953,0
01860,9,49,1269,0
01862,45,369,7220,0
01863,16,122,1967,0
01864,61,569,10815,0
01867,58,638,12213,0
01876,74,849,15313,0
01879,38,308,5421,0
01880,97,1170,18085,0
01886,62,783,14450,0
01887,97,968,15503,0
01890,54,674,11271,0
01901,31,290,4994,0
01902,47,888,10309,0
01904,32,413,6734,0
01905,42,621,7983,0
01906,86,1116,17997,0
01907,38,354,6320,0
01908,1,6,211,0
01913,51,445,7972,0
01915,127,1722,27792,0
01921,15,105,2155,0
01922,1,3,1,0
01923,117,1414,23958,0
01929,14,82,1305,0
01930,83,1119,18169,0
01938,38,296,5169,0
01940,56,551,9991,0
01944,21,130,2991,0
01945,63,670,13326,0
01949,49,387,6733,0
01950,94,918,15421,0
01951,7,42,847,0
01952,32,250,4984,0
01960,147,2208,32393,0
01966,15,134,2985,0
01969,20,149,2590,0
01970,114,1581,23651,0
01982,12,66,1062,0
01983,22,148,2562,0
01984,4,18,214,0
01985,6,36,846,0
02019,51,497,7982,0
02021,112,1110,17672,0
02025,28,227,4750,0
02026,110,1160,19503,0
02027,1,6,211,0
02030,9,57,1489,0
02032,9,59,849,0
02035,68,731,12926,0
02038,96,1105,17685,0
02043,98,1253,21122,0
02045,16,130,3227,0
02048,77,725,13306,0
02050,68,618,11081,0
02052,41,314,6073,0
02053,39,323,6009,0
02054,15,150,2576,0
02056,21,161,1931,0
02061,67,721,12026,0
02062,118,1739,27489,0
02066,41,388,6524,0
02067,35,344,6416,0
02071,1,4,1,0
02072,109,1212,20596,0
02081,67,694,10579,0
02090,55,561,10711,0
02093,38,478,8626,0
02108,92,1625,23172,0
02109,100,1927,25612,0
02110,103,2993,38542,0
02111,90,1271,19994,0
02113,17,213,3321,0
02114,74,879,14295,0
02115,62,936,13390,0
02116,140,3322,47107,0
02118,86,1176,16153,0
02119,47,586,8132,0
02120,19,183,2820,0
02121,26,336,5587,0
02122,61,609,10023,0
02124,59,772,11932,0
02125,51,551,9155,0
02126,28,267,4958,0
02127,76,858,14455,0
02128,85,1167,18312,0
02129,55,499,8471,0
02130,81,826,15058,0
02131,48,510,9511,0
02132,54,588,9978,0
02133,2,7,2,0
02134,44,573,7659,0
02135,69,809,13955,0
02136,47,463,8178,0
02138,102,1475,22253,0
02139,95,1636,22225,0
02140,46,601,11386,0
02141,43,386,6817,0
02142,45,837,11845,0
02143,69,746,12742,0
02144,44,460,7669,0
02145,49,499,7915,0
02148,102,1426,20758,0
02149,85,1183,16339,0
02150,72,983,15111,0
