Zip,Industries,Establishments,Employees,Payroll
01340,6,67,1086,6152
01341,4,71,644,6025
01342,8,99,1298,50187
01344,5,58,875,12826
01346,1,7,211,425
01349,2,18,212,1741
01351,5,101,1505,3705
01354,4,60,1115,10640
01355,4,49,634,2356
01360,6,128,1307,40237
01364,13,504,4344,47595
01366,6,102,1496,4952
01367,1,12,441,5130
01368,2,23,432,1532
01370,15,510,5216,22075
01373,15,549,5843,157600
01375,9,167,2180,56226
01376,11,335,3606,71436
01378,1,3,1,302
01379,1,17,211,374
01420,16,3029,13105,470279
01430,12,341,2813,26039
01431,8,194,1508,13540
01432,15,840,8327,312801
01434,9,232,3491,363162
01436,6,83,876,34840
01438,3,40,674,14483
01440,16,1678,10163,367782
01441,1,7,211,415
01450,15,845,6861,105678
01451,15,554,4807,52808
01452,8,188,2148,19364
01453,18,4675,15037,858945
01460,16,1186,9209,470072
01462,15,861,6369,121640
01463,15,900,5877,86084
01464,12,513,4626,91945
01467,1,3,1,550
01468,10,195,1930,15212
01469,13,445,3526,54546
01471,1,3,1,23908
01472,1,6,1,5099
01473,14,761,5299,75745
01474,4,98,1514,6032
01475,12,557,4854,42865
01501,18,2446,13382,699359
01503,11,391,3702,27981
01504,11,579,4143,39400
01505,13,479,4207,72692
01506,7,183,1717,9273
01507,16,953,7092,161232
01508,4,90,1534,10113
01509,1,7,211,784
01510,15,982,7194,246651
01515,9,179,2380,18739
01516,13,462,3894,43035
01518,12,250,3074,34968
01519,13,380,3726,72508
01520,15,1132,7815,149146
01521,5,81,1065,2708
01522,8,144,1708,7652
01523,14,522,4640,127408
01524,12,466,4174,41102
01525,1,20,441,3561
01526,3,33,643,1673
01527,16,1255,9890,179416
01529,4,103,854,7722
01531,3,48,633,2683
01532,17,2070,11000,484991
01534,10,273,3051,41710
01535,13,295,3484,43700
01536,14,639,5759,139387
01537,10,245,3092,49114
01538,2,22,432,3164
01540,14,893,6849,335213
01541,13,261,3034,26505
01542,5,110,1295,33205
01543,12,510,4793,54258
01545,17,3355,13873,713080
01550,15,1210,8547,265536
01560,11,268,2812,18864
01561,5,40,665,16576
01562,15,838,7090,152566
01564,13,759,7162,134320
01566,15,973,8098,160171
01568,14,677,4336,35717
01569,15,1151,8716,219977
01570,16,1417,9165,340408
01571,13,628,5548,114595
01581,19,3815,18353,2584469
01583,15,1036,7803,197077
01585,11,315,3943,35505
01588,15,952,7552,151495
01590,14,806,6189,149325
01601,2,29,212,37442
01602,15,1238,6841,108674
01603,16,1676,9166,315403
01604,17,2971,12415,906492
01605,17,2356,12080,1343549
01606,17,1736,11986,494497
01607,14,513,4669,190348
01608,17,2015,12010,937409
01609,16,1911,9943,435476
01610,16,1427,8998,412988
01611,7,117,1728,13864
01612,12,254,2843,32223
01613,3,54,853,14407
01615,2,17,244,55562
01653,1,9,211,251659
01655,2,22,432,6528
01701,17,4699,17728,3344237
01702,17,3633,12892,1055248
01703,1,8,221,1156
01704,2,11,212,566
01718,1,3,1,629
01719,16,541,5777,572002
01720,18,2787,12658,802692
01721,14,1676,9647,247110
01730,17,2183,12988,2757136
01731,2,43,872,18389
01740,12,427,3473,78127
01741,13,383,3024,43039
01742,17,3132,12897,921476
01745,3,33,433,17196
01746,18,1574,9640,457135
01747,13,617,6017,164864
01748,17,1850,10371,1938687
01749,16,2335,11965,490428
01752,18,6125,20103,4383686
01754,15,1040,7323,316950
01756,14,667,4858,76958
01757,17,3762,13919,1231973
01760,17,5194,16200,1870256
01770,13,430,3244,27290
01772,18,1367,9389,905627
01773,13,506,3988,138555
01775,15,539,4566,66002
01776,16,2133,10299,374527
01778,15,1376,8234,226739
01784,1,3,1,2590
01801,18,8676,22465,3831905
01803,17,5768,21103,5060600
01805,2,18,222,346201
01810,18,4057,16544,3487507
01821,17,2832,14692,1475394
01824,17,3331,14607,1436721
01826,16,2306,9196,281522
01827,6,174,1946,11096
01830,16,2028,9410,384927
01831,1,6,1,9226
01832,16,1363,9189,240891
01833,14,748,6860,115107
01834,12,471,3052,71818
01835,16,1069,10130,315448
01840,17,1338,8248,247818
01841,17,2064,8646,335229
01842,3,47,663,14280
01843,17,2135,11578,714347
01844,18,4074,15487,861495
01845,18,3683,14766,990703
01850,10,456,3501,44241
01851,16,1856,11602,1468045
01852,17,3006,13758,500912
01853,3,38,454,25989
01854,14,1144,8315,477485
01860,13,380,3684,31889
01862,17,1606,12249,1035960
01863,16,882,7827,230102
01864,17,2036,11505,692701
01865,1,6,211,340
01866,1,8,221,852
01867,16,2158,11074,335590
01876,17,2749,13205,980010
01879,16,1275,8997,215292
01880,17,3600,13873,1232908
01885,1,14,431,988
01886,17,2556,12890,1030101
01887,17,3462,16087,2190705
01888,4,37,666,72549
01890,16,2278,9807,469376
01901,16,1240,9209,316099
01902,17,2310,8226,191719
01903,1,16,211,1665
01904,13,1284,7392,119905
01905,15,1816,7153,244974
01906,17,3167,12386,387678
01907,16,1314,8486,118143
01908,10,157,1910,16395
01910,1,12,211,326808
01913,16,1795,10057,242071
01915,20,5223,16612,1554252
01921,12,575,4144,50849
01922,9,190,1699,42412
01923,18,4501,17168,1644072
01929,14,583,5038,71549
01930,17,3523,12321,590530
01931,2,30,652,3068
01936,3,32,423,3539
01937,1,4,1,1273
01938,16,1436,9335,426093
01940,14,1701,9616,350395
01944,13,657,5727,82009
01945,16,2312,9597,198014
01949,16,1580,10045,291316
01950,17,3075,13632,739459
01951,13,343,3443,25710
01952,15,1162,8704,192976
01960,17,5973,16213,1353567
01961,2,18,212,20877
01965,2,22,432,110890
01966,13,640,4774,31072
01969,15,834,6912,223954
01970,17,4535,13789,1022799
01982,14,502,5036,56249
01983,14,841,7331,151703
01984,12,303,3232,38768
01985,11,290,2582,13066
02019,17,1794,11056,398131
02020,2,26,212,4092
02021,17,3677,16505,2574774
02025,14,1104,7111,124345
02026,17,3754,14303,979767
02027,3,30,643,13772
02030,14,423,3644,32258
02032,14,431,4859,140200
02035,17,2647,14130,1172798
02038,17,3548,15246,953476
02041,1,10,211,784
02043,18,3696,15037,1130947
02045,13,636,4575,42861
02047,1,7,211,952
02048,17,2539,13391,795856
02050,17,2136,9805,269488
02051,2,23,212,1065
02052,16,1258,7994,116486
02053,18,1336,8687,190671
02054,15,769,4598,65707
02056,15,867,8002,129420
02059,1,6,211,190
02060,1,6,1,4618
02061,17,2462,14086,933559
02062,17,4940,17887,1822065
02066,16,1540,8393,145348
02067,16,1459,7302,208199
02070,1,10,211,1579
02071,5,59,855,10126
02072,17,3715,13872,976685
02081,17,2480,11463,488494
02090,18,1976,11056,1119174
02093,16,1771,9389,236689
02108,17,4364,15595,2517292
02109,17,5317,17058,6041684
02110,19,7509,19698,11473488
02111,17,3669,16363,5024625
02112,1,4,1,1353
02113,12,689,5109,116355
02114,17,2825,12536,4976545
02115,16,2761,13075,5418433
02116,19,8057,19749,11769424
02117,2,37,422,396940
02118,18,3559,13605,1587038
02119,17,1797,11023,698787
02120,12,635,5587,233920
02121,15,986,6462,100919
02122,15,2184,11051,478536
02123,1,3,1,8950
02124,16,2336,9598,265887
02125,17,2042,11089,797224
02126,13,943,6409,92623
02127,17,2814,13326,801090
02128,18,3359,14152,1434417
02129,17,2092,12682,1127268
02130,17,2806,11432,951158
02131,17,1745,8874,284385
02132,16,1925,9177,251332
02133,3,36,863,5854
02134,16,2023,10059,553736
02135,17,2602,11957,1157198
02136,18,1831,10051,301391
02137,1,14,441,3896
02138,17,4301,15099,3568380
02139,17,4508,16319,7749216
02140,17,2115,10532,1014480
02141,16,1492,10581,1832004
02142,17,2418,12382,6997739
02143,17,2594,14118,783713
02144,16,1697,9126,416090
02145,17,1696,9449,380760
02148,17,4119,14102,681314
02149,17,3441,12450,786904
02150,17,2967,13658,626699
02151,16,3502,12183,340485
02152,15,1112,6819,81246
02153,1,4,1,3695
02155,17,4634,14492,1314983
02163,4,98,1336,47481
02169,17,6128,16926,1634533
02170,14,967,6389,90969
02171,17,1564,9262,1461831
02176,16,2031,8664,281800
02180,16,2436,11703,444212
02184,17,6144,18144,1867151
02185,1,16,441,5953
02186,15,1903,8676,289452
02187,1,9,221,2424
02188,15,1122,8494,169717
02189,17,1618,10374,490900
02190,15,1648,8266,563747
02191,13,569,4405,50697
02196,2,19,422,1889
02199,13,1092,9865,3886051
02201,1,3,1,1180
02203,1,9,211,1528
02205,5,67,1327,14381
02210,17,4297,20208,10951651
02212,1,3,1,1343
02215,16,2118,12352,5081751
02222,1,13,211,1525
02238,4,42,424,149632
02269,4,34,424,130826
02301,19,5892,16054,1331581
02302,18,1753,9611,468192
02303,2,16,212,53431
02322,15,880,8328,313560
02324,16,2016,10761,380853
02327,1,8,211,553
02330,15,847,6400,76753
02331,6,86,1086,7247
02332,16,1365,7961,134321
02333,15,1059,7114,107041
02334,4,47,664,7570
02338,10,422,3312,41815
02339,16,2537,11703,435451
02341,14,805,5926,72246
02343,14,1021,8304,164628
02345,3,40,884,9003
02346,16,2312,10811,345388
02347,17,1210,8603,242240
02351,16,1377,8024,195773
02355,1,6,211,187
02356,15,1113,8046,129204
02357,1,9,211,45007
02358,1,9,221,2829
02359,16,2131,10825,367055
02360,19,6858,17342,1300373
02361,1,12,211,2132
02362,2,24,422,1731
02364,16,1553,10572,246812
02366,1,6,211,230
02367,9,239,2400,113729
02368,16,2622,12625,470589
02370,17,1996,11496,672344
02375,17,1693,11211,319687
02379,15,1458,10151,436587
02382,14,1032,6869,96732
02420,17,1955,9146,267443
02421,17,2173,10628,2890732
02445,15,1845,8703,267259
02446,16,2780,10594,323164
02451,18,4896,21196,7255828
02452,17,1679,11072,591264
02453,18,3355,13612,1735379
02454,7,109,1329,72314
02455,1,9,231,5275
02457,2,63,1322,114376
02458,17,2033,11121,929952
02459,17,2727,10795,1020727
02460,15,993,7523,125040
02461,16,977,6894,190282
02462,10,388,3586,596185
02464,15,817,6933,213758
02465,16,1242,7271,188706
02466,15,1086,9701,1583749
02467,14,1862,9702,835167
02468,11,340,3252,22705
02471,3,40,863,62603
02472,17,4145,15300,2499340
02474,16,1785,8654,210305
02475,1,3,1,6109
02476,16,1702,8235,256349
02478,16,2381,9124,470498
02481,17,2766,11308,1381159
02482,14,1647,9142,323644
02492,17,2270,9629,419669
02493,17,1223,6843,262172
02494,17,2811,16269,2284428
02532,16,1290,8425,180506
02534,11,200,2392,28854
02535,8,216,1908,16964
02536,15,1673,8222,181599
02537,15,534,4116,63245
02538,13,431,4866,49818
02539,16,1323,5877,136340
02540,17,1788,8916,315334
02541,2,34,642,4016
02542,2,15,212,2350
02543,9,163,2411,127099
02552,1,3,1,1825
02553,4,45,644,3010
02554,17,4634,10916,469555
02556,11,333,3451,39041
02557,14,987,4806,129005
02558,7,135,2409,6974
02559,13,480,3955,102310
02561,4,90,874,8562
02562,12,336,3294,48834
02563,16,1615,8696,174936
02564,5,77,845,13426
02568,16,1709,8130,133319
02571,16,1275,9189,287096
02574,5,69,845,7364
02575,11,454,3252,39184
02576,12,365,3524,100983
02584,5,183,1725,15291
02601,17,4902,14511,1177710
02630,11,312,3011,20859
02631,17,1252,6809,108986
02632,14,1105,6398,76186
02633,16,938,6349,109687
02635,11,345,3252,21388
02637,2,20,422,3456
02638,12,331,3462,25937
02639,8,505,3279,44432
02641,6,116,1768,11949
02642,13,538,3684,24769
02643,3,51,643,3340
02644,9,302,3292,23553
02645,15,1058,6001,124754
02646,12,456,4594,51420
02647,2,20,432,3995
02648,13,778,4994,60365
02649,16,2025,9115,186486
02650,8,151,1748,27579
02651,9,163,1950,20612
02652,7,232,2608,17612
02653,16,1535,7974,146121
02655,13,864,6189,112685
02657,15,1429,6150,116890
02659,8,157,1928,13045
02660,15,937,7322,156150
02661,3,33,433,15092
02662,1,18,211,1956
02663,4,55,634,6894
02664,15,1350,8485,180675
02666,7,154,1277,7332
02667,14,572,4325,45123
02668,14,412,4115,23035
02669,5,80,1085,11648
02670,8,231,2608,16118
02671,9,207,2359,9278
02672,3,42,633,1093
02673,13,977,6197,103184
02675,14,701,4376,84268
02702,14,462,4221,145827
02703,17,3798,13622,958187
02712,1,4,1,5277
02713,1,19,211,1126
02714,1,3,1,7366
02715,10,278,2611,19810
02717,12,447,4134,55813
02718,12,379,3996,109182
02719,17,1655,9892,537228
02720,17,2931,14583,994969
02721,17,2409,11903,411700
02722,7,143,2018,24170
02723,15,1003,7362,147260
02724,14,867,7112,142711
02725,11,230,3575,45364
02726,14,1144,6850,124101
02738,13,602,5737,128296
02739,15,768,6159,63978
02740,19,3683,14253,740312
02741,3,26,423,2566
02742,1,13,211,7530
02743,13,701,5767,156814
02744,13,644,5318,75012
02745,15,1872,10850,427996
02746,15,1168,7605,163901
02747,16,2672,11285,532989
02748,14,856,7111,71387
02760,17,2709,12815,307313
02761,3,36,423,4755
02762,16,1312,9627,230844
02763,13,474,5820,174375
02764,13,293,3244,27352
02766,16,1494,9387,457653
02767,17,2083,11807,877131
02768,2,19,212,4339
02769,15,1180,7071,75183
02770,12,349,3023,21562
02771,16,2168,11975,327689
02777,16,1666,9368,223629
02779,10,330,3073,26855
02780,18,4213,16467,1351777
02790,17,1625,8436,153728
02791,1,14,211,1608
02801,1,11,211,3089
02802,1,18,431,1747
02804,10,296,2401,28243
02806,15,1406,7302,154223
02807,11,723,3221,42693
02808,5,86,1065,4414
02809,17,2145,10027,308955
02812,3,48,853,1600
02813,13,733,5245,51873
02814,14,626,4576,56700
02815,2,14,422,310
02816,17,2242,10320,255978
02817,15,625,5951,225521
02818,17,2890,11273,457823
02822,15,624,5729,70339
02824,2,16,453,4220
02825,11,363,2791,13429
02826,2,38,422,15600
02827,6,126,1286,6597
02828,14,814,6882,102724
02829,1,15,211,1841
02830,10,452,3302,31579
02831,8,277,2149,12038
02832,11,289,2622,24790
02833,2,22,422,1449
02835,13,569,5424,44803
02837,13,388,3684,22293
02838,8,169,1938,15089
02839,4,55,885,8312
02840,17,4143,13832,663913
02841,4,80,1126,18220
02842,16,2559,11087,612207
02852,18,3045,14341,1041770
02857,13,741,4774,43514
02858,2,27,422,1095
02859,12,362,3507,85712
02860,16,3928,14071,564268
02861,15,1698,8483,333449
02862,2,22,432,283931
02863,13,1188,7593,105103
02864,18,2935,12462,659243
02865,17,2325,13446,952778
02871,16,1750,9155,289039
02872,2,25,422,1017
02873,1,12,211,782
02874,15,371,3666,23654
02875,1,7,211,982
02876,7,102,1569,23527
02878,15,1479,7741,134772
02879,16,2635,11199,371922
02880,1,21,211,2975
02881,10,324,3324,28575
02882,16,1538,9114,155981
02883,3,43,643,6490
02885,16,1538,9126,171882
02886,17,6444,18588,1848855
02887,1,11,211,6284
02888,16,2629,13095,395808
02889,15,1625,8265,120458
02891,16,2836,11002,404902
02892,12,423,3714,345447
02893,17,2051,10112,471868
02894,2,26,422,6519
02895,17,2948,12734,747513
02896,15,1294,8483,163649
02898,11,303,3564,39455
02901,4,53,854,4946
02902,2,22,222,175098
02903,18,6345,18425,3036931
02904,17,3200,13664,644070
02905,17,2156,11527,606887
02906,17,2932,10561,594051
02907,18,2365,11494,378426
02908,17,2306,12232,770746
02909,17,3131,11483,292819
02910,17,2340,11485,349527
02911,14,970,6868,73060
02912,1,17,441,477722
02914,16,2881,13171,679933
02915,16,1347,8984,392646
02916,14,868,7164,223932
02917,17,2358,13646,1126104
02918,2,45,1112,103340
02919,18,4152,13610,1059369
02920,17,5003,15082,881179
02921,16,1075,7629,241852
02940,5,172,1065,11638
03031,16,1563,10286,245289
03032,13,567,5780,155113
03033,9,305,3050,62993
03034,11,301,2602,39530
03036,9,278,2149,22081
03037,11,351,2801,19962
03038,16,2828,12405,415710
03041,1,4,1,881
03042,14,837,5729,116011
03043,4,76,864,6573
03044,11,212,2423,31023
03045,14,1108,6860,115650
03046,6,144,1506,11862
03047,7,95,1487,9606
03048,10,238,2652,20875
03049,16,722,6162,107654
03051,17,2507,11963,759427
03052,8,280,2399,33265
03053,18,3114,16726,910460
03054,16,3013,13465,1966808
03055,16,1591,9250,354718
03057,2,60,862,7500
03060,17,4982,15740,1211121
03061,2,35,432,244265
03062,17,1732,11767,826591
03063,17,2405,13422,738611
03064,15,983,7048,300736
03070,13,431,3735,30530
03071,11,423,3115,58152
03073,2,20,422,2584
03076,16,1194,7961,129420
03077,14,788,6439,161468
03079,17,5235,16225,1200544
03082,4,60,1084,7312
03084,4,83,1084,5362
03086,9,296,3545,49453
03087,16,1559,10276,269466
03101,18,2979,15089,1252898
03102,16,1601,9428,549922
03103,17,4369,17690,1515450
03104,17,2099,9627,466618
03105,2,27,463,17409
03106,17,2029,12189,533704
03108,3,47,663,51192
03109,17,1109,8749,425622
03110,17,3801,15519,1083212
03111,1,6,211,696
03215,5,66,885,13431
03216,8,166,2169,25675
03217,12,272,3273,30901
03218,3,46,853,1964
03220,15,643,5520,90970
03221,9,214,2610,13386
03222,14,547,4838,72735
03223,9,338,3730,19594
03224,7,155,1717,11681
03225,6,156,1506,8492
03226,7,134,2209,10674
03227,7,96,1067,4713
03229,15,505,5017,85022
03230,2,58,422,6148
03231,1,4,1,1426
03233,2,15,432,1739
03234,13,397,3756,56912
03235,14,643,5539,99641
03237,4,99,1284,7273
03240,1,11,211,317
03241,5,84,1305,6633
03242,12,471,4393,70037
03243,1,13,211,678
03244,13,545,4595,67613
03245,10,238,2181,28494
03246,16,2106,10790,426096
03247,5,84,1495,4984
03249,15,991,7845,131167
03251,13,578,5485,59198
03252,1,10,211,626
03253,14,1021,7289,127539
03254,15,726,5457,79862
03255,8,126,1738,11641
03256,7,141,1538,20378
03257,13,716,6398,119121
03258,11,277,2842,32051
03259,3,34,643,2784
03260,6,65,1076,11669
03261,12,427,3945,46440
03262,7,159,2399,15269
03263,12,340,3453,57286
03264,15,926,7373,178664
03266,6,126,1716,8446
03268,3,71,863,3542
03269,5,130,1065,9022
03273,1,12,211,961
03275,15,765,6871,140339
03276,16,1169,8528,234133
03278,12,253,2633,39327
03279,2,46,642,3522
03280,3,41,423,2423
03281,12,597,4154,63141
03282,4,47,634,7277
03284,7,109,1067,13872
03285,6,83,1066,6095
03287,5,109,855,5167
03289,1,9,211,2950
03290,9,177,1719,9793
03291,1,9,211,1783
03293,1,6,211,294
03301,18,6090,17797,1579434
03302,5,97,1326,78715
03303,16,758,6160,108940
03304,14,917,8316,250161
03307,11,330,3052,31155
03431,18,3388,14743,869682
03435,2,11,222,2304
03440,9,170,2180,16842
03442,6,96,1276,21966
03443,2,24,432,34125
03444,10,158,1930,16838
03445,2,16,212,729
03446,13,474,4837,75504
03447,8,152,1718,25765
03448,3,53,633,5151
03449,7,109,1277,4858
03450,4,55,644,5269
03451,8,190,2189,28744
03452,14,591,6000,130032
03455,7,158,1727,12693
03456,1,16,211,1968
03457,2,23,212,1660
03458,16,1114,8896,183136
03461,13,568,5097,79522
03462,5,75,865,6448
03464,2,32,422,6124
03465,4,78,874,6943
03466,8,132,1769,24188
03467,5,95,1306,11328
03469,4,37,434,4599
03470,12,289,3273,30171
03561,16,1310,8727,229342
03570,16,600,6202,89236
03574,9,178,1939,14190
03575,1,6,1,28951
03576,13,447,3694,46750
03579,3,36,643,5979
03580,12,273,3033,27187
03581,13,423,4627,69630
03582,6,131,1726,5639
03583,6,79,1086,8381
03584,15,531,4818,71069
03585,9,152,1969,55767
03586,2,27,212,3058
03588,5,77,855,5191
03590,3,32,433,1522
03592,7,151,1779,7609
03593,1,10,211,568
03595,3,61,633,5453
03597,2,17,212,1426
03598,10,221,2631,23005
03601,1,10,211,341
03602,8,211,2409,12512
03603,12,273,2645,106385
03605,2,30,422,1345
03607,1,19,211,509
03608,14,437,4576,61808
03609,3,37,433,13702
03740,2,32,422,5489
03741,10,203,2780,18864
03743,17,1357,9241,309241
03745,3,43,423,1319
03748,12,313,3283,37248
03750,4,73,854,5456
03751,3,26,213,7581
03752,2,22,422,436
03753,9,164,2180,10293
03754,1,3,1,1737
03755,16,1000,7773,1125399
03756,2,25,694,435421
03765,2,20,422,272
03766,17,1546,10310,554946
03768,10,146,1961,14785
03769,1,8,211,1272
03770,4,43,644,11113
03771,3,54,873,6924
03773,16,714,6182,158442
03774,8,133,1549,14859
03777,7,114,1297,11269
03779,3,33,643,4345
03780,2,19,422,5626
03781,7,131,1937,10398
03782,11,321,3682,23209
03784,16,1038,8516,220614
03785,10,267,3281,55099
03801,18,7643,19337,3232563
03802,3,43,904,13681
03804,1,4,1,4111
03809,12,358,3252,33284
03810,7,142,1748,26186
03811,13,448,3945,68477
03812,6,120,1737,12019
03813,14,368,3496,38694
03814,11,198,2612,12023
03816,4,75,854,4413
03817,3,38,423,2589
03818,15,712,5738,107928
03819,7,190,1497,10172
03820,18,3696,14583,1013741
03821,5,60,1096,7113
03823,6,69,1107,10028
03824,14,745,6399,80081
03825,15,707,5718,108303
03826,9,196,2410,22874
03827,10,320,3230,20695
03830,4,58,424,3720
03832,2,35,422,975
03833,17,2920,13416,912693
03835,13,406,3934,33125
03836,5,69,875,14013
03837,5,79,1275,3639
03838,7,136,2178,10795
03839,12,354,4394,47147
03840,14,623,5810,121491
03841,14,774,6408,82860
03842,17,2033,9546,305298
03843,3,38,454,10288
03844,10,298,3230,21971
03845,8,138,2000,10943
03846,5,143,1977,15798
03847,1,8,211,1515
03848,14,702,5927,88284
03849,7,127,1297,11986
03850,2,33,422,5377
03851,9,172,1939,30706
03852,2,20,432,1988
03853,3,28,213,2876
03854,4,61,634,13461
03855,4,82,854,10396
03856,9,158,1509,22734
03857,15,585,5478,69547
03858,9,264,2390,26651
03859,1,3,1,4484
03860,15,1439,8706,211402
03861,12,295,3063,31564
03862,16,910,6853,112858
03864,10,313,3281,29342
03865,15,1315,9196,198225
03866,1,4,1,3190
03867,17,1930,11075,407134
03868,9,282,3540,41956
03869,9,167,1729,31268
03870,13,469,4387,62843
03871,3,46,633,5167
03872,12,297,4354,15587
03873,8,242,2148,12894
03874,17,1374,9429,332876
03875,3,25,443,2941
03878,16,1223,9428,237971
03882,3,34,423,10308
03883,1,10,211,3558
03884,9,193,1719,14929
03885,14,907,7615,274571
03886,11,283,3032,18140
03887,3,64,863,9656
03890,3,94,1785,6778
03894,15,1162,7760,145632
03896,3,61,1093,7011
03901,12,400,3693,35208
03902,10,251,2601,17459
03903,13,601,4815,74047
03904,16,1300,7325,112028
03905,6,65,856,4651
03906,9,303,2840,185700
03907,12,675,3966,67042
03908,15,487,4127,42025
03909,16,1555,9093,244503
03910,3,115,853,12436
03911,2,24,212,5743
04001,6,155,1736,6159
04002,13,612,4355,32048
04003,5,76,1065,3714
04004,1,10,211,1272
04005,17,2895,12878,545153
04006,1,17,211,1239
04008,7,208,1697,8871
04009,14,916,6818,107374
04010,4,84,1064,3177
04011,19,3171,12156,660925
04014,1,6,211,352
04015,11,297,3513,28350
04016,1,12,211,4048
04017,4,61,654,3607
04020,10,229,2872,17332
04021,13,675,4794,141181
04022,5,72,1065,6748
04024,2,27,422,5732
04027,12,329,3232,16196
04029,6,128,1726,6070
04030,8,137,1780,18764
04032,16,1556,8433,179607
04033,2,25,422,195080
04037,13,419,4595,45807
04038,17,1794,10098,252019
04039,14,952,6126,87439
04040,9,234,1949,12912
04041,3,38,433,3865
04042,11,263,2601,49789
04043,16,1719,9167,257793
04046,17,1245,7472,97269
04047,5,87,1326,8691
04048,9,228,2600,14482
04049,9,166,1279,5992
04050,2,14,212,311
04051,7,123,1497,7735
04054,1,11,211,3690
04055,12,517,4594,36635
04056,2,20,422,465
04057,1,12,211,540
04061,6,102,1516,5702
04062,17,2464,10970,216745
04063,3,38,633,2528
04064,13,987,5247,49564
04066,4,60,844,1467
04068,6,76,856,14224
04069,4,105,1064,4672
04070,7,115,1747,17879
04071,13,633,5026,48421
04072,17,2612,11693,404304
04073,16,1727,9931,251482
04074,19,3672,15186,965592
04076,7,178,1937,6711
04077,1,14,211,3233
04078,1,23,431,1890
04079,13,450,3004,14934
04083,11,368,3912,29151
04084,13,543,4407,63907
04085,2,49,422,2166
04086,14,1150,7131,138207
04087,8,207,2209,17455
04088,3,82,863,3935
04090,15,1427,7280,136078
04091,3,56,633,2321
04092,19,2654,14543,1322147
04093,13,561,4774,48630
04094,1,16,452,8646
04095,3,63,853,2676
04096,16,1407,8487,232050
04097,11,392,2822,19801
04098,2,24,652,19163
04101,19,8217,18119,2511746
04102,17,2746,12450,1363742
04103,18,4252,14982,745935
04104,10,140,1941,146724
04105,17,2143,10751,341408
04106,18,4909,16716,1414773
04107,15,678,4567,38059
