Zip,Industries,Establishments,Employees,Payroll
01805,1,4,1,0
01810,87,1423,19868,0
01821,69,931,13138,0
01824,81,1093,16493,0
01826,58,833,11431,0
01827,5,32,425,0
01830,49,662,10936,0
01832,31,337,6254,0
01833,16,154,2627,0
01834,12,110,2132,0
01835,24,218,3486,0
01840,38,350,5891,0
01841,49,734,9642,0
01842,1,3,1,0
01843,60,658,9384,0
01844,100,1494,19764,0
01845,83,1297,19726,0
01850,13,124,2384,0
01851,53,579,9758,0
01852,75,973,14510,0
01854,33,305,4764,0
01860,10,58,1270,0
01862,49,409,7413,0
01863,17,141,2178,0
01864,56,609,10201,0
01867,54,683,11128,0
01876,74,913,14632,0
01879,35,340,5238,0
01880,89,1241,17237,0
01886,59,827,13536,0
01887,95,1048,14903,0
01890,52,738,10628,0
01901,31,321,4784,0
01902,46,927,10549,0
01904,30,424,6051,0
01905,41,654,7322,0
01906,83,1162,15740,0
01907,33,381,5844,0
01908,1,6,211,0
01913,49,478,7970,0
01915,118,1855,28045,0
01921,15,122,2155,0
01922,2,11,212,0
01923,115,1497,21795,0
01929,12,95,1753,0
01930,83,1184,17269,0
01938,40,346,5821,0
01940,50,592,9794,0
01944,20,152,3000,0
01945,63,712,12466,0
01949,47,423,6490,0
01950,87,1003,16084,0
01951,7,46,847,0
01952,32,275,4743,0
01960,143,2315,30607,0
01966,15,154,3205,0
01969,19,166,2830,0
01970,112,1689,22978,0
01982,12,76,1082,0
01983,21,183,3662,0
01984,5,30,425,0
01985,6,44,846,0
02019,49,537,7110,0
02021,113,1200,17632,0
02025,26,264,4968,0
02026,104,1216,17524,0
02027,1,6,211,0
02030,9,65,1489,0
02032,9,82,1720,0
02035,70,799,12677,0
02038,91,1181,16118,0
02043,92,1323,19994,0
02045,15,145,3016,0
02048,72,792,12892,0
02050,67,668,10378,0
02052,39,361,6701,0
02053,37,361,6678,0
02054,13,169,3014,0
02056,22,187,2582,0
02061,64,789,12946,0
02062,113,1856,27335,0
02066,36,420,6269,0
02067,31,383,6422,0
02071,1,4,1,0
02072,104,1284,19302,0
02081,62,751,10753,0
02090,49,591,8923,0
02093,36,517,8824,0
02108,82,1688,21251,0
02109,90,2030,25268,0
02110,86,3129,38433,0
02111,82,1344,18173,0
02113,14,226,2857,0
02114,71,954,14313,0
02115,55,993,12993,0
02116,128,3416,42984,0
02118,80,1227,14868,0
02119,43,637,9090,0
02120,18,203,3029,0
02121,25,347,5156,0
02122,58,657,10952,0
02124,60,828,11694,0
02125,51,607,9146,0
02126,27,280,4507,0
02127,71,904,12428,0
02128,83,1224,17230,0
02129,50,545,8475,0
02130,75,897,14591,0
02131,44,536,8606,0
02132,54,625,9077,0
02133,2,7,2,0
02134,43,609,6307,0
02135,70,879,13895,0
02136,48,516,8179,0
02138,92,1562,20051,0
02139,85,1700,19080,0
02140,45,672,11352,0
02141,41,431,6365,0
02142,40,904,10926,0
02143,66,796,11512,0
02144,45,523,7599,0
02145,48,538,7202,0
02148,101,1496,18975,0
02149,81,1227,15224,0
02150,71,1016,14189,0
02151,78,1379,17334,0
02152,30,316,5601,0
02155,106,1754,21955,0
02163,2,22,453,0
02169,135,2348,31273,0
02170,22,291,4743,0
02171,44,458,7599,0
02176,53,680,9525,0
02180,63,759,11968,0
02184,142,2353,33503,0
02186,48,616,9250,0
02188,29,276,5612,0
02189,45,430,7608,0
02190,50,531,8913,0
02191,18,126,2799,0
02199,28,303,4978,0
02210,89,1649,24205,0
02215,47,690,9170,0
02269,1,3,1,0
02301,122,2195,29440,0
02302,45,474,8227,0
02322,22,144,2162,0
02324,54,609,9558,0
02330,24,241,4775,0
02331,2,6,2,0
02332,33,348,6024,0
02333,30,311,5424,0
02334,1,3,1,0
02338,14,90,1515,0
02339,69,776,12676,0
02341,20,201,3881,0
02343,24,218,3716,0
02346,69,737,12082,0
02347,28,261,3408,0
02351,42,422,7303,0
02356,36,292,5701,0
02359,53,627,9577,0
02360,164,2691,35238,0
02364,43,428,6789,0
02367,4,26,634,0
02368,61,840,12155,0
02370,54,546,8481,0
02375,47,435,7360,0
02379,46,367,5849,0
02382,24,277,4735,0
02420,49,665,10392,0
02421,54,769,12052,0
02445,44,618,9327,0
02446,66,1038,12382,0
02451,99,1794,25595,0
02452,47,493,7979,0
02453,83,1159,16963,0
02454,1,6,211,0
02457,1,24,431,0
02458,57,609,10014,0
02459,68,1031,14022,0
02460,28,269,4319,0
02461,32,261,4702,0
02462,8,99,1571,0
02464,20,159,2821,0
02465,26,313,4286,0
02466,34,265,4736,0
02467,47,616,10336,0
02468,10,58,1270,0
02472,95,1515,19753,0
02474,46,553,9458,0
02476,51,518,9114,0
02478,62,840,12064,0
02481,61,1045,14661,0
02482,42,507,8497,0
02492,56,788,11869,0
02493,34,352,5406,0
02494,68,847,14457,0
02532,35,366,6717,0
02534,4,21,424,0
02535,4,41,844,0
02536,45,494,6907,0
02537,12,84,1692,0
02538,6,60,1107,0
02539,28,416,5318,0
02540,58,525,8429,0
02543,2,17,422,0
02554,93,2030,19315,0
02556,6,66,1286,0
02557,25,313,4695,0
02558,1,10,211,0
02559,12,61,852,0
02561,2,10,212,0
02562,8,82,1958,0
02563,42,467,7503,0
02564,2,12,422,0
02568,43,532,7693,0
02571,32,284,5107,0
02574,1,7,211,0
02575,7,95,1077,0
02576,6,22,216,0
02584,6,63,1056,0
02601,119,1915,26642,0
02630,7,59,847,0
02631,30,347,5850,0
02632,27,327,5557,0
02633,22,230,4103,0
02635,6,59,1486,0
02637,1,3,1,0
02638,6,57,1076,0
02639,10,134,1920,0
02641,2,11,243,0
02642,14,157,2544,0
02643,1,6,211,0
02644,8,72,1729,0
02645,25,283,4337,0
02646,8,95,1749,0
02648,16,190,3006,0
02649,55,669,11019,0
02650,2,19,422,0
02651,4,35,844,0
02652,5,53,1065,0
02653,39,366,6261,0
02655,21,190,3472,0
02657,33,438,5774,0
02659,3,22,423,0
02660,20,187,2391,0
02663,1,7,211,0
02664,34,384,6536,0
02666,3,27,423,0
02667,10,120,1920,0
02668,9,71,1269,0
02669,3,12,213,0
02670,4,37,644,0
02671,5,33,845,0
02673,22,264,4314,0
02675,15,151,2345,0
02702,12,106,2132,0
02703,91,1291,17932,0
02715,7,53,1057,0
02717,7,63,637,0
02718,10,49,860,0
02719,45,462,7620,0
02720,72,953,14388,0
02721,60,705,10205,0
02722,3,21,223,0
02723,24,187,3025,0
02724,22,204,3443,0
02725,2,18,453,0
02726,31,304,5152,0
02738,16,115,2346,0
02739,19,158,2600,0
02740,91,1287,17001,0
02741,1,8,221,0
02743,13,160,3024,0
02744,10,137,2601,0
02745,48,510,7432,0
02746,30,283,4552,0
02747,71,843,14251,0
02748,20,210,3691,0
02760,76,839,11950,0
02762,39,341,5892,0
02763,5,26,425,0
02764,5,37,855,0
02766,46,402,6697,0
02767,56,632,9550,0
02769,31,316,4271,0
02770,9,86,1909,0
02771,63,659,10570,0
02777,53,473,8424,0
02779,6,60,1286,0
02780,102,1390,19800,0
02790,45,514,8157,0
02804,5,53,865,0
02806,37,418,7528,0
02807,13,200,2763,0
02808,1,3,1,0
02809,58,651,9572,0
02813,11,137,2592,0
02814,14,144,3445,0
02816,61,720,10833,0
02817,11,90,1332,0
02818,74,990,13889,0
02822,14,127,2385,0
02825,7,47,847,0
02827,3,25,423,0
02828,17,190,3468,0
02830,9,95,1740,0
02831,6,47,1056,0
02832,8,60,1268,0
02835,9,97,1689,0
02837,10,92,1490,0
02838,3,18,423,0
02840,102,1500,21923,0
02841,3,15,213,0
02842,68,785,11804,0
02852,96,895,12781,0
02857,16,189,2986,0
02858,1,8,211,0
02859,8,55,1268,0
02860,111,1297,18060,0
02861,38,477,7099,0
02863,26,305,4287,0
02864,74,959,14068,0
02865,63,700,11970,0
02871,44,543,10135,0
02874,9,76,1689,0
02876,1,3,1,0
02878,41,422,7542,0
02879,68,807,11743,0
02881,7,78,1717,0
02882,37,431,5389,0
02883,1,3,1,0
02885,44,400,6855,0
02886,153,2339,34993,0
02888,84,781,11736,0
02889,42,499,7418,0
02891,86,1026,17311,0
02892,7,75,878,0
02893,52,618,10865,0
02895,81,915,13341,0
02896,33,325,5144,0
02898,5,49,1295,0
02901,1,6,211,0
02902,2,6,2,0
02903,112,2578,32848,0
02904,93,1087,15310,0
02905,70,622,9324,0
02906,74,1069,14458,0
02907,65,707,10557,0
02908,58,693,9565,0
02909,74,1054,14039,0
02910,54,676,9297,0
02911,27,251,4728,0
02914,80,869,12917,0
02915,40,348,6327,0
02916,20,172,2601,0
02917,58,655,9121,0
02918,1,14,431,0
02919,107,1526,20745,0
02920,121,1772,24273,0
02921,29,259,4069,0
02940,2,73,422,0
03031,45,425,7546,0
03032,16,107,1946,0
03033,9,68,1509,0
03034,5,31,645,0
03036,10,58,1060,0
03037,9,61,1059,0
03038,66,895,14401,0
03042,22,183,3263,0
03043,1,3,1,0
03044,4,22,424,0
03045,31,242,3881,0
03046,4,28,634,0
03047,1,3,1,0
03048,5,38,855,0
03049,15,162,3225,0
03051,70,771,10884,0
03052,8,56,1089,0
03053,88,941,14637,0
03054,67,946,14514,0
03055,47,428,6560,0
03057,2,10,212,0
03060,126,1865,24550,0
03062,44,479,7646,0
03063,76,724,10922,0
03064,23,220,4324,0
03070,9,75,1689,0
03071,8,88,1508,0
03076,31,295,5331,0
03077,20,165,3251,0
03079,137,1783,26724,0
03084,2,13,212,0
03086,6,42,1087,0
03087,42,410,6314,0
03101,72,933,11641,0
03102,39,492,8892,0
03103,108,1474,22074,0
03104,51,609,7803,0
03106,64,540,8931,0
03109,30,243,3261,0
03110,90,1300,20108,0
03215,1,4,1,0
03216,2,12,212,0
03217,4,33,644,0
03218,1,3,1,0
03220,16,118,2136,0
03221,7,38,857,0
03222,10,103,2150,0
03223,7,63,1307,0
03224,4,24,844,0
03225,4,24,854,0
03226,3,16,423,0
03227,2,9,212,0
03229,12,86,1492,0
03230,1,14,211,0
03234,9,64,1090,0
03235,18,143,2768,0
03237,5,26,425,0
03241,3,17,433,0
03242,13,81,1744,0
03244,14,90,1766,0
03245,6,42,636,0
03246,54,577,8738,0
03249,26,235,4087,0
03251,15,158,2196,0
03253,25,240,4326,0
03254,18,170,3438,0
03255,2,15,212,0
03256,1,4,1,0
03257,19,157,3240,0
03258,7,32,637,0
03260,1,6,211,0
03261,12,75,1062,0
03262,2,22,432,0
03263,8,50,1058,0
03264,27,213,3888,0
03266,2,6,2,0
03268,2,9,212,0
03269,4,29,844,0
03275,19,159,3249,0
03276,26,253,4998,0
03278,4,20,214,0
03279,1,7,211,0
03280,1,6,211,0
03281,15,144,2355,0
03282,1,3,1,0
03284,4,23,634,0
03285,1,6,211,0
03287,2,19,422,0
03290,4,27,634,0
03301,152,2268,34338,0
03303,14,148,3475,0
03304,17,130,2200,0
03307,10,58,1060,0
03431,96,1056,17055,0
03435,1,3,1,0
03440,3,14,213,0
03444,5,23,425,0
03446,14,89,1955,0
03447,2,10,212,0
03449,1,7,211,0
03450,1,6,211,0
03451,3,24,423,0
03452,12,82,1743,0
03455,4,18,444,0
03458,33,259,5194,0
03461,17,138,2368,0
03462,1,6,211,0
03465,1,7,211,0
03466,1,3,1,0
03467,1,3,1,0
03470,4,26,424,0
03561,37,282,5430,0
03570,12,78,1522,0
03574,2,11,212,0
03576,10,71,1700,0
03579,1,3,1,0
03580,4,36,634,0
03581,6,62,1107,0
03582,1,6,211,0
03583,2,10,212,0
03584,10,56,1080,0
03585,2,10,212,0
03588,1,6,211,0
03590,1,3,1,0
03592,3,21,423,0
03595,2,14,422,0
03598,2,13,232,0
03602,4,18,424,0
03603,5,28,635,0
03605,1,6,211,0
03608,9,66,1750,0
03741,5,17,5,0
03743,44,303,4846,0
03745,1,6,211,0
03748,6,52,876,0
03750,1,3,1,0
03753,5,27,635,0
03755,22,223,3913,0
03766,44,356,5467,0
03768,1,3,1,0
03770,1,3,1,0
03771,1,3,1,0
03773,18,130,1938,0
03774,3,9,3,0
03777,1,6,211,0
03779,1,6,211,0
03781,3,18,423,0
03782,7,56,1497,0
03784,28,188,2682,0
03785,6,36,687,0
03801,155,2988,39347,0
03809,4,31,634,0
03810,4,29,634,0
03811,7,75,1267,0
03812,3,13,213,0
03813,9,59,1069,0
03814,2,10,212,0
03816,1,3,1,0
03818,25,150,2805,0
03819,5,40,845,0
03820,84,1150,16254,0
03823,2,12,422,0
03824,16,165,3227,0
03825,18,140,2778,0
03826,6,46,1066,0
03827,7,58,1057,0
03830,2,11,212,0
03832,1,6,211,0
03833,78,891,14554,0
03835,11,80,1271,0
03836,1,3,1,0
03837,1,6,211,0
03838,3,10,3,0
03839,3,31,653,0
03840,12,101,2193,0
03841,18,160,2599,0
03842,49,606,7490,0
03844,7,49,1057,0
03845,3,13,213,0
03846,3,29,884,0
03848,18,114,1959,0
03849,3,18,423,0
03851,2,16,422,0
03854,1,8,211,0
03855,3,19,633,0
03856,5,26,635,0
03857,9,77,1750,0
03858,6,55,1056,0
03860,32,376,5809,0
03861,6,34,426,0
03862,25,220,4956,0
03864,7,35,637,0
03865,38,335,6499,0
03867,50,527,8566,0
03868,4,24,454,0
03869,5,25,425,0
03870,8,84,1739,0
03872,7,51,1318,0
03873,6,54,846,0
03874,35,339,5426,0
03878,36,274,4240,0
03884,5,35,1055,0
03885,25,194,3887,0
03886,4,23,424,0
03887,1,3,1,0
03890,2,14,243,0
03894,29,274,4760,0
03901,8,68,1268,0
03902,5,36,425,0
03903,18,135,2558,0
03904,29,311,4853,0
03905,1,3,1,0
03906,5,55,1075,0
03907,11,212,2622,0
03908,11,108,1931,0
03909,37,424,6237,0
03910,3,38,633,0
04001,2,9,212,0
04002,19,160,3010,0
04003,3,19,633,0
04005,80,883,13002,0
04008,3,27,633,0
04009,28,224,4120,0
04010,1,6,211,0
04011,81,1007,14375,0
04015,6,43,636,0
04020,3,23,663,0
04021,20,159,2750,0
04022,2,9,212,0
04027,6,49,1276,0
04029,3,16,423,0
04030,2,9,212,0
04032,40,401,6092,0
04033,1,4,1,0
04037,7,45,1077,0
04038,55,546,8396,0
04039,23,225,3833,0
04040,6,44,1066,0
04042,9,52,1059,0
04043,56,517,8387,0
04046,27,326,5378,0
04047,2,9,212,0
04048,4,35,864,0
04049,5,23,425,0
04051,3,18,423,0
04055,10,111,2171,0
04061,1,3,1,0
04062,66,779,11397,0
04064,24,303,4105,0
04068,2,15,212,0
04069,2,21,422,0
04070,1,4,1,0
04071,15,148,2545,0
04072,67,819,11984,0
04073,47,464,7558,0
04074,103,1135,15230,0
04076,6,33,1056,0
04079,8,127,1478,0
04083,6,34,636,0
04084,15,120,2565,0
04085,1,3,1,0
04086,32,298,5645,0
04087,5,29,645,0
04088,3,16,213,0
04090,37,412,6048,0
04092,76,783,11271,0
04093,16,128,2536,0
04095,1,8,211,0
04096,40,379,6420,0
04097,10,82,1280,0
04101,154,3294,39804,0
04102,78,859,13336,0
04103,114,1456,20878,0
04105,53,703,11615,0
04106,129,1701,26810,0
04107,15,171,2765,0
04108,3,20,633,0
04110,4,25,634,0
04112,2,31,473,0
04210,97,1027,15318,0
04216,1,3,1,0
04217,16,111,1936,0
04219,1,3,1,0
04220,3,20,423,0
04222,7,54,1057,0
04224,2,10,212,0
04236,10,62,1490,0
04238,1,7,211,0
04239,8,51,1058,0
04240,106,1363,21698,0
04250,5,34,645,0
04252,9,60,1499,0
04253,4,16,214,0
04254,5,22,425,0
04256,4,13,4,0
04257,4,24,464,0
04258,7,47,847,0
04259,6,37,1066,0
04260,15,115,1915,0
04261,3,11,3,0
04263,2,13,422,0
04265,1,6,211,0
04268,17,115,2368,0
04270,12,94,1963,0
04274,9,61,1059,0
04276,13,63,1083,0
04280,11,85,1271,0
04281,10,77,1771,0
04282,15,109,2545,0
04287,6,41,846,0
04290,1,6,211,0
04294,9,41,849,0
04330,104,1386,20636,0
04332,2,6,2,0
04336,1,3,1,0
04344,6,25,216,0
04345,26,212,4296,0
04346,1,3,1,0
04347,11,90,1732,0
04348,4,31,634,0
04349,1,3,1,0
04350,3,16,423,0
04351,8,41,428,0
04352,1,3,1,0
04353,1,4,1,0
04355,1,6,211,0
04357,5,20,215,0
04358,7,56,1057,0
04363,3,15,423,0
04364,14,111,2544,0
04401,177,2806,41608,0
04402,1,3,1,0
04411,2,7,2,0
04412,48,368,6990,0
04414,1,6,211,0
04416,15,95,1715,0
04418,1,8,211,0
04419,3,13,213,0
04421,1,9,211,0
04424,1,9,211,0
04426,18,121,2599,0
04427,2,9,212,0
04428,6,42,1276,0
04429,14,100,2344,0
04430,1,6,211,0
04438,1,3,1,0
04441,8,61,1518,0
04442,1,3,1,0
04443,3,14,213,0
04444,19,167,2999,0
04449,1,7,211,0
04456,2,13,222,0
04457,28,195,3869,0
04461,3,9,3,0
04462,8,69,1498,0
04463,3,19,443,0
04468,12,86,1534,0
04469,1,3,1,0
04472,2,16,422,0
04473,12,91,1323,0
04474,6,41,1056,0
04476,2,15,422,0
04478,1,3,1,0
04481,1,3,1,0
04493,1,8,211,0
04496,3,21,213,0
04530,40,335,5601,0
04535,1,7,211,0
04537,6,85,1056,0
04538,15,189,3395,0
04539,5,29,425,0
04543,22,189,3463,0
04544,3,12,213,0
04547,3,70,633,0
04548,1,8,211,0
04551,1,8,211,0
04553,6,37,656,0
04554,3,24,633,0
04555,4,23,424,0
04556,2,13,422,0
04562,5,39,845,0
04563,3,24,213,0
04564,1,8,211,0
04572,13,106,2563,0
04573,1,12,211,0
04574,2,9,212,0
04578,13,108,2394,0
04579,4,42,634,0
04605,70,770,10331,0
04606,3,23,633,0
04607,2,23,212,0
04609,36,516,4947,0
04611,2,21,422,0
04612,3,15,213,0
04613,1,12,211,0
04614,13,88,1923,0
04616,1,5,1,0
04617,2,12,212,0
04619,8,49,878,0
04623,1,8,211,0
04624,1,6,211,0
04626,1,10,211,0
04627,3,41,423,0
04631,1,10,211,0
04634,3,15,423,0
04640,9,52,1289,0
04643,1,12,211,0
04646,1,17,211,0
04649,3,20,213,0
04652,1,9,211,0
04653,1,8,211,0
04654,12,69,1093,0
04655,1,8,243,0
04658,3,32,633,0
04660,3,12,213,0
04662,2,13,212,0
04664,3,12,213,0
04667,1,3,1,0
04669,1,8,211,0
04674,1,3,1,0
04676,3,22,633,0
04679,15,130,2545,0
04680,2,16,422,0
04681,4,50,1064,0
04684,1,9,211,0
04685,1,10,211,0
04693,3,27,423,0
04694,1,3,1,0
04730,35,268,4536,0
04732,3,23,423,0
04733,1,3,1,0
04736,30,184,3491,0
04739,2,16,432,0
04740,2,9,212,0
04742,1,3,1,0
04743,18,246,2588,0
04745,2,14,422,0
04747,1,3,1,0
04750,1,7,211,0
04756,6,33,446,0
04757,4,21,634,0
04758,2,6,2,0
04765,2,6,2,0
04768,2,6,2,0
04769,52,374,6365,0
04774,2,22,212,0
04776,3,13,213,0
04781,1,14,211,0
04785,2,6,2,0
04841,45,399,6766,0
04843,34,302,5365,0
04847,2,16,422,0
04848,2,14,422,0
04849,9,77,1689,0
04851,1,14,211,0
04852,2,12,422,0
04853,3,18,423,0
04854,5,57,635,0
04855,2,17,212,0
04856,23,264,5383,0
04858,1,26,211,0
04859,2,29,212,0
04860,3,40,633,0
04861,6,49,1307,0
04862,5,27,425,0
04863,4,60,634,0
04864,12,75,1482,0
04865,1,3,1,0
04901,82,940,14761,0
04911,2,9,212,0
04915,44,362,7335,0
04917,4,25,634,0
04918,1,6,211,0
04920,2,6,2,0
04921,1,6,211,0
04924,3,18,423,0
04927,2,9,243,0
04930,6,28,456,0
04936,1,3,1,0
04937,16,96,1736,0
04938,36,294,5667,0
04943,1,6,211,0
04945,4,29,214,0
04947,9,61,1110,0
04950,8,51,1288,0
04952,3,17,423,0
04953,11,67,861,0
04957,4,25,634,0
04958,3,14,213,0
04963,11,74,1291,0
04964,2,11,212,0
04965,2,7,2,0
04966,1,10,211,0
04967,7,53,1277,0
04970,7,73,1287,0
04971,2,11,212,0
04973,1,6,211,0
04974,2,20,422,0
04976,38,271,4800,0
04979,2,9,212,0
04981,1,3,1,0
04982,1,3,1,0
04983,3,16,423,0
04985,1,12,211,0
04986,1,7,211,0
04988,1,4,1,0
04989,3,30,633,0
05001,36,268,4946,0
05031,3,22,633,0
05032,6,32,636,0
05033,8,42,638,0
05035,2,9,212,0
05039,1,6,211,0
05043,2,13,212,0
05045,4,21,424,0
05048,5,50,1055,0
05051,1,7,211,0
05055,5,35,855,0
05059,3,16,423,0
05060,12,107,2152,0
05062,1,3,1,0
05065,1,8,211,0
05068,4,19,424,0
05070,1,3,1,0
05077,1,6,211,0
05088,2,9,212,0
05089,8,49,858,0
05091,21,131,2592,0
05101,8,77,1518,0
05143,12,92,1712,0
05148,6,45,636,0
05149,13,135,1964,0
05150,2,9,212,0
05152,1,3,1,0
05153,1,8,211,0
05155,5,24,215,0
05156,26,199,3236,0
05158,1,3,1,0
05161,1,16,211,0
05201,50,448,7422,0
05250,8,59,1058,0
05251,3,18,423,0
05252,1,3,1,0
05253,1,10,211,0
05254,2,12,243,0
05255,33,302,5614,0
05257,1,3,1,0
05262,5,22,425,0
05301,81,836,13404,0
05340,4,13,4,0
05343,2,6,2,0
05345,1,3,1,0
05346,7,51,847,0
05350,1,3,1,0
05356,8,69,1759,0
05359,1,3,1,0
05361,1,7,211,0
05362,1,6,211,0
05363,7,71,1507,0
05401,112,1827,27958,0
05402,2,9,212,0
05403,99,1314,18700,0
05404,11,87,1532,0
05405,1,21,472,0
05406,1,7,231,0
05408,8,50,1058,0
05440,3,20,633,0
05443,14,145,2354,0
05444,1,6,211,0
05445,10,73,1490,0
05446,53,509,8725,0
05448,1,8,211,0
05450,10,57,1060,0
05452,67,737,12099,0
05454,7,38,847,0
05455,2,9,212,0
05456,4,18,214,0
05459,1,6,211,0
05461,9,76,1689,0
05462,2,11,212,0
05463,1,6,211,0
05464,7,59,1297,0
05465,11,104,1911,0
05468,27,248,5598,0
05471,1,5,1,0
05472,4,30,424,0
05473,4,26,644,0
05474,1,6,211,0
05476,1,3,1,0
05477,14,79,1504,0
05478,50,506,8913,0
05482,31,264,5371,0
05486,4,23,424,0
05488,13,112,2343,0
05489,4,39,844,0
05491,15,96,1935,0
05494,1,10,211,0
05495,84,738,10979,0
05601,2,13,422,0
05602,67,672,11732,0
05641,69,602,10514,0
05647,1,8,211,0
05651,3,12,213,0
05655,3,25,633,0
05656,2,18,212,0
05658,1,8,211,0
05660,6,31,636,0
05661,29,248,4130,0
05663,6,38,636,0
05667,2,13,422,0
05672,41,415,6912,0
05673,13,122,2374,0
05674,7,38,847,0
05676,16,111,1537,0
05677,5,29,425,0
05679,2,13,212,0
05680,2,9,212,0
05701,99,1117,18315,0
05732,2,6,2,0
05733,10,70,1280,0
05735,6,36,656,0
05736,1,3,1,0
05738,3,20,423,0
05743,5,39,635,0
05751,10,104,1802,0
05753,52,452,8415,0
05759,2,11,212,0
05760,2,9,212,0
05761,2,15,212,0
05763,6,25,426,0
05764,8,46,1058,0
05767,1,9,211,0
05769,3,18,423,0
