Zip,Industries,Establishments,Employees,Payroll
01001,59,621,10673,0
01002,50,710,12151,0
01003,1,8,221,0
01005,14,95,2124,0
01007,25,258,4526,0
01008,2,15,422,0
01010,7,79,1277,0
01013,36,354,5396,0
01020,56,760,11391,0
01022,4,14,4,0
01026,1,6,211,0
01027,53,567,9545,0
01028,52,703,10058,0
01030,26,272,4327,0
01033,14,118,1924,0
01035,38,375,7294,0
01036,10,125,1710,0
01038,6,34,426,0
01039,2,15,232,0
01040,80,1246,19247,0
01041,1,6,242,0
01050,1,8,211,0
01054,1,6,211,0
01056,45,548,9286,0
01057,10,116,2140,0
01060,74,1002,16925,0
01062,29,218,3839,0
01066,1,3,1,0
01068,3,23,633,0
01069,29,226,3901,0
01071,2,12,422,0
01072,1,6,211,0
01073,12,106,1912,0
01075,36,373,6417,0
01077,23,219,4114,0
01080,2,10,212,0
01082,19,128,1960,0
01083,1,6,211,0
01085,83,1266,18591,0
01088,2,7,2,0
01089,81,1409,23904,0
01092,1,3,1,0
01093,1,6,221,0
01095,35,390,6717,0
01096,3,18,213,0
01103,40,548,7749,0
01104,67,663,10653,0
01105,29,263,4435,0
01106,35,367,6666,0
01107,11,119,2233,0
01108,27,245,3457,0
01109,35,398,7469,0
01111,1,3,1,0
01115,5,28,425,0
01118,19,160,3260,0
01119,19,151,2210,0
01128,3,20,244,0
01129,17,127,2649,0
01144,6,44,866,0
01151,16,87,1726,0
01201,100,2083,26898,0
01220,15,135,3246,0
01222,2,12,422,0
01223,5,32,635,0
01225,7,44,637,0
01226,13,103,2353,0
01230,54,568,9759,0
01235,5,45,845,0
01236,3,23,423,0
01237,12,87,1692,0
01238,21,287,5064,0
01240,27,260,4769,0
01245,1,6,211,0
01247,42,364,5664,0
01253,3,12,213,0
01255,1,6,211,0
01257,10,85,1280,0
01258,3,14,213,0
01259,2,14,422,0
01260,1,7,211,0
01262,7,53,647,0
01266,4,30,854,0
01267,25,230,4516,0
01301,62,726,12657,0
01330,3,15,423,0
01331,28,197,3479,0
01337,5,25,425,0
01339,4,21,424,0
01341,1,6,211,0
01342,1,3,1,0
01344,1,3,1,0
01354,1,4,1,0
01360,1,7,211,0
01364,16,117,2336,0
01366,1,3,1,0
01370,14,103,2154,0
01373,17,100,1548,0
01375,4,29,644,0
01376,10,57,1310,0
01420,77,1113,15221,0
01430,9,66,1269,0
01431,5,42,845,0
01432,28,208,3429,0
01434,5,21,5,0
01436,2,7,2,0
01440,53,579,9764,0
01450,26,250,4297,0
01451,17,134,2337,0
01452,4,22,424,0
01453,100,1893,26208,0
01460,34,351,5375,0
01462,26,257,4076,0
01463,23,297,4893,0
01464,17,121,2327,0
01468,5,29,425,0
01469,12,103,1933,0
01473,26,215,3657,0
01474,1,15,431,0
01475,13,125,2393,0
01501,71,878,15704,0
01503,10,88,1710,0
01504,18,189,3219,0
01505,14,133,2154,0
01506,5,32,635,0
01507,30,302,4670,0
01508,2,18,452,0
01510,33,298,5666,0
01515,5,22,425,0
01516,12,113,1692,0
01518,4,37,685,0
01519,12,88,1723,0
01520,35,407,8039,0
01521,1,6,211,0
01522,2,20,422,0
01523,18,119,1708,0
01524,12,126,2582,0
01527,34,356,5730,0
01529,4,18,214,0
01532,56,731,11238,0
01534,6,39,636,0
01535,7,52,1057,0
01536,19,149,2790,0
01537,7,33,217,0
01538,1,4,1,0
01540,26,263,4757,0
01541,9,47,849,0
01542,4,16,214,0
01543,13,139,2363,0
01545,73,1326,18457,0
01550,41,383,6723,0
01560,3,34,423,0
01561,1,3,1,0
01562,21,243,4562,0
01564,21,197,3641,0
01566,34,283,5435,0
01568,19,214,3840,0
01569,28,330,4749,0
01570,45,464,6496,0
01571,17,164,3007,0
01581,92,1472,22748,0
01583,33,306,6033,0
01585,6,45,856,0
01588,32,276,4753,0
01590,25,227,3446,0
01602,36,425,6867,0
01603,56,589,8449,0
01604,64,1152,16645,0
01605,62,852,13340,0
01606,55,583,9849,0
01607,20,129,1961,0
01608,50,730,10097,0
01609,50,697,10109,0
01610,43,460,7657,0
01611,2,7,2,0
01612,5,40,865,0
01613,2,12,422,0
01655,1,3,1,0
01701,92,1972,28309,0
01702,77,1481,19137,0
01719,17,124,2388,0
01720,73,1086,16811,0
01721,40,621,9963,0
01730,55,765,11162,0
01731,1,9,211,0
01740,14,107,1904,0
01741,10,88,1270,0
01742,74,1254,18293,0
01746,46,500,7966,0
01747,20,139,2140,0
01748,44,659,11037,0
01749,60,831,12235,0
01752,116,2576,32749,0
01754,32,312,4343,0
01756,13,180,3244,0
01757,74,1519,18112,0
01760,89,2199,28050,0
01770,14,115,2544,0
01772,45,429,6006,0
01773,17,130,1907,0
01775,16,147,2776,0
01776,53,806,11465,0
01778,41,473,7754,0
01801,128,3751,49682,0
01803,94,2469,35574,0
01810,81,1615,21212,0
01821,63,1082,15161,0
01824,73,1283,17576,0
01826,49,923,11501,0
01827,5,38,855,0
01830,49,759,11808,0
01832,36,410,6028,0
01833,23,185,2844,0
01834,15,131,2145,0
01835,32,280,5455,0
01840,41,420,7826,0
01841,51,793,10134,0
01842,1,3,1,0
01843,60,741,9824,0
01844,81,1660,20690,0
01845,75,1516,22232,0
01850,14,139,2374,0
01851,47,672,8911,0
01852,70,1149,16515,0
01853,1,3,1,0
01854,31,365,6064,0
01860,13,90,1903,0
01862,52,482,7528,0
01863,27,238,4570,0
01864,56,789,13284,0
01867,49,805,11404,0
01876,73,1052,14702,0
01879,39,422,6341,0
01880,68,1436,20043,0
01886,57,989,14873,0
01887,83,1310,17048,0
01888,1,3,1,0
01890,56,902,13902,0
01901,37,396,6739,0
01902,41,959,8822,0
01904,30,473,5841,0
01905,36,704,6467,0
01906,62,1311,17541,0
01907,33,448,6474,0
01908,5,18,215,0
01913,50,600,8841,0
01915,101,2211,30623,0
01921,19,186,3850,0
01922,5,34,845,0
01923,90,1797,24283,0
01929,16,139,3227,0
01930,80,1402,17955,0
01938,47,453,6889,0
01940,45,626,9811,0
01944,23,185,3884,0
01945,59,893,13710,0
01949,46,524,7997,0
01950,84,1187,19361,0
01951,11,74,1931,0
01952,34,381,7367,0
01960,104,2557,30972,0
01966,17,200,3847,0
01969,24,236,4545,0
01970,93,1877,22261,0
01982,15,99,1485,0
01983,30,236,4092,0
01984,9,50,869,0
01985,8,74,1268,0
02019,45,624,8887,0
02021,87,1406,20809,0
02025,33,351,5845,0
02026,85,1527,22033,0
02030,14,101,2334,0
02032,10,85,1741,0
02035,70,987,15560,0
02038,74,1366,17955,0
02043,75,1492,19996,0
02045,23,205,4054,0
02048,71,901,13286,0
02050,60,789,10971,0
02052,36,445,7568,0
02053,40,435,6471,0
02054,25,251,4906,0
02056,27,242,3898,0
02061,62,949,15602,0
02062,94,2043,27409,0
02066,41,545,9074,0
02067,40,526,7900,0
02071,1,4,1,0
02072,90,1502,20666,0
02081,62,911,13855,0
02090,54,726,10438,0
02093,42,622,8149,0
02108,65,1895,22441,0
02109,71,2286,27059,0
02110,69,3414,35813,0
02111,68,1547,24317,0
02113,14,247,3267,0
02114,63,1123,16487,0
02115,54,1131,15794,0
02116,90,3673,43500,0
02118,72,1475,18625,0
02119,49,625,9455,0
02120,20,200,3481,0
02121,27,348,4938,0
02122,56,794,11549,0
02124,53,932,13280,0
02125,58,744,11576,0
02126,27,315,5357,0
02127,64,1088,15061,0
02128,79,1379,20265,0
02129,58,688,9740,0
02130,69,1094,16284,0
02131,47,625,8430,0
02132,55,747,10586,0
02133,2,15,432,0
02134,48,742,9122,0
02135,63,980,12138,0
02136,51,605,7921,0
02138,78,1818,23588,0
02139,79,1930,22645,0
02140,52,805,11977,0
02141,46,488,8350,0
02142,40,977,10213,0
02143,69,937,14147,0
02144,50,650,8903,0
02145,50,614,9176,0
02148,83,1710,20420,0
02149,68,1390,15301,0
02150,67,1161,15187,0
02151,67,1445,15201,0
02152,33,381,6674,0
02155,89,1980,22749,0
02163,1,19,452,0
02169,104,2623,30005,0
02170,27,362,5788,0
02171,46,548,7810,0
02176,47,803,11469,0
02180,60,920,14417,0
02184,104,2650,33978,0
02186,50,754,11654,0
02188,36,353,6047,0
02189,46,539,8858,0
02190,43,617,10467,0
02191,19,159,3409,0
02199,24,358,6754,0
02210,78,1774,27777,0
02215,50,798,10452,0
02269,1,3,1,0
02301,102,2541,32320,0
02302,48,616,8891,0
02303,1,3,1,0
02322,27,210,3699,0
02324,60,740,11265,0
02330,25,264,4535,0
02331,3,13,213,0
02332,38,457,7509,0
02333,30,338,4542,0
02334,2,6,2,0
02338,15,112,1946,0
02339,65,949,14122,0
02341,20,235,3691,0
02343,26,297,5290,0
02346,67,868,11711,0
02347,37,387,5597,0
02351,37,483,7138,0
02356,38,374,7193,0
02359,53,760,12249,0
02360,119,3010,37174,0
02364,44,541,8730,0
02367,5,44,865,0
02368,60,979,13345,0
02370,56,698,10002,0
02375,54,579,9128,0
02379,42,434,7688,0
02382,22,328,4953,0
02420,49,749,10431,0
02421,55,878,13062,0
02445,49,708,10832,0
02446,57,1159,14202,0
02451,78,2053,28785,0
02452,49,583,8302,0
02453,75,1296,16782,0
02454,3,17,213,0
02457,1,24,431,0
02458,57,759,12727,0
02459,62,1109,14484,0
02460,29,324,6040,0
02461,33,311,5154,0
02462,7,104,1548,0
02464,29,226,3721,0
02465,33,428,6664,0
02466,40,349,6745,0
02467,47,722,11552,0
02468,12,80,1482,0
02472,88,1703,21219,0
02474,46,694,10518,0
02476,46,634,10829,0
02478,59,966,13581,0
02481,52,1137,14910,0
02482,46,620,10460,0
02492,54,886,12246,0
02493,38,428,6880,0
02494,72,1016,15037,0
02532,36,426,7398,0
02534,6,25,226,0
02535,5,44,1055,0
02536,41,632,9462,0
02537,15,121,1915,0
02538,11,74,1362,0
02539,30,488,6460,0
02540,53,629,10174,0
02543,2,22,663,0
02554,70,2052,16603,0
02556,9,75,1709,0
02557,25,351,4705,0
02558,3,21,423,0
02559,16,95,1286,0
02561,2,12,212,0
02562,8,85,1739,0
02563,48,584,9269,0
02564,3,22,633,0
02568,44,631,8344,0
02571,39,383,6405,0
02574,1,7,211,0
02575,9,118,1919,0
02576,14,63,654,0
02584,5,66,1065,0
02601,86,2082,27783,0
02630,8,76,1068,0
02631,34,432,5994,0
02632,28,378,5128,0
02633,26,305,5597,0
02635,7,74,1277,0
02637,1,3,1,0
02638,7,68,1507,0
02639,10,160,2140,0
02641,2,10,243,0
02642,14,167,2754,0
02643,2,9,212,0
02644,8,77,1719,0
02645,25,355,4106,0
02646,9,114,2380,0
02647,1,3,1,0
02648,18,249,3438,0
02649,51,753,9284,0
02650,2,17,432,0
02651,4,32,634,0
02652,5,60,1055,0
02653,43,523,8584,0
02655,27,249,4758,0
02657,36,540,7277,0
02659,4,29,634,0
02660,26,271,4128,0
02663,1,7,211,0
02664,35,469,7419,0
02666,4,33,634,0
02667,11,125,1901,0
02668,12,101,1922,0
02669,3,16,423,0
02670,5,46,1085,0
02671,5,38,845,0
02673,22,308,4083,0
02675,21,211,3821,0
02702,15,117,2397,0
02703,81,1503,20833,0
02715,6,56,1056,0
02717,11,98,1911,0
02718,12,72,1302,0
02719,47,574,8252,0
02720,72,1109,16001,0
02721,62,877,13267,0
02722,3,16,223,0
02723,33,292,4934,0
02724,24,247,3665,0
02725,6,40,887,0
02726,35,417,7056,0
02738,17,144,2767,0
02739,23,204,3024,0
02740,79,1460,19372,0
02741,1,6,211,0
02743,16,202,3447,0
02744,18,178,3648,0
02745,51,657,9455,0
02746,33,369,5675,0
02747,65,1023,16399,0
02748,26,254,4358,0
02760,68,1043,14627,0
02762,41,422,7593,0
02763,12,67,1072,0
02764,7,43,857,0
02766,43,490,7584,0
