Zip,Industries,Establishments,Employees,Payroll
02120,13,261,3955,0
02121,20,418,5002,0
02122,32,954,11078,0
02124,30,1077,11847,0
02125,36,891,10638,0
02126,20,394,5380,0
02127,37,1282,14409,0
02128,40,1548,16056,0
02129,41,897,10380,0
02130,32,1279,13041,0
02131,34,758,8307,0
02132,28,874,9691,0
02133,2,15,432,0
02134,32,882,9480,0
02135,35,1170,11099,0
02136,37,784,9381,0
02138,40,2014,18332,0
02139,42,2122,17699,0
02140,33,949,9261,0
02141,32,632,9087,0
02142,24,1105,9411,0
02143,42,1128,12635,0
02144,26,755,8130,0
02145,31,738,9058,0
02148,43,1930,18254,0
02149,42,1566,14721,0
02150,39,1340,14234,0
02151,37,1616,14515,0
02152,22,475,6053,0
02155,45,2189,18963,0
02163,2,23,453,0
02169,51,2926,23745,0
02170,18,412,5179,0
02171,32,670,8117,0
02176,29,935,9623,0
02180,36,1082,11706,0
02184,50,2919,26096,0
02186,28,882,9414,0
02188,29,468,6762,0
02189,34,696,9691,0
02190,28,733,8783,0
02191,17,224,3637,0
02196,1,8,211,0
02199,18,466,8373,0
02205,2,17,422,0
02210,44,1960,19393,0
02215,29,935,10594,0
02238,2,11,212,0
02269,2,7,2,0
02301,48,2779,24332,0
02302,33,751,8966,0
02303,1,3,1,0
02322,23,309,4857,0
02324,32,872,10067,0
02330,22,344,4962,0
02331,4,22,424,0
02332,26,583,7178,0
02333,25,420,4799,0
02334,2,6,2,0
02338,16,146,1737,0
02339,41,1148,14282,0
02341,21,324,4342,0
02343,28,397,6644,0
02345,2,11,212,0
02346,36,1018,10732,0
02347,26,499,5657,0
02351,28,587,7410,0
02356,24,466,7039,0
02359,37,931,12137,0
02360,56,3289,27036,0
02362,1,6,211,0
02364,32,658,9679,0
02367,7,73,1287,0
02368,40,1163,11875,0
02370,39,857,10849,0
02375,35,739,10821,0
02379,30,608,9520,0
02382,24,421,5165,0
02420,32,877,9026,0
02421,30,1009,11064,0
02445,29,832,8584,0
02446,31,1302,12162,0
02451,44,2298,22331,0
02452,31,729,9087,0
02453,48,1546,16172,0
02454,5,32,425,0
02457,1,24,431,0
02458,33,894,10605,0
02459,33,1268,11704,0
02460,21,430,6755,0
02461,23,403,5885,0
02462,11,146,1982,0
02464,22,317,4824,0
02465,24,529,6065,0
02466,24,449,6610,0
02467,24,831,9136,0
02468,11,125,1691,0
02471,1,6,211,0
02472,47,1911,17982,0
02474,28,807,8931,0
02476,29,748,8732,0
02478,34,1092,11368,0
02481,28,1271,11562,0
02482,30,748,10124,0
02492,30,1034,9824,0
02493,24,524,5876,0
02494,42,1237,14544,0
02532,26,558,8142,0
02534,10,61,1280,0
02535,7,73,1477,0
02536,28,726,7599,0
02537,12,190,2352,0
02538,18,138,2849,0
02539,26,567,6276,0
02540,35,766,9589,0
02543,5,42,876,0
02553,1,3,1,0
02554,40,2182,13514,0
02556,11,115,2341,0
02557,21,439,5371,0
02558,5,39,1055,0
02559,14,162,2354,0
02561,2,19,212,0
02562,10,124,2381,0
02563,29,697,8092,0
02564,4,28,844,0
02568,35,750,7935,0
02571,34,511,7961,0
02574,1,9,211,0
02575,11,167,2131,0
02576,13,110,1733,0
02584,3,72,853,0
02601,47,2302,22820,0
02630,10,111,1700,0
02631,23,521,5843,0
02632,20,465,4991,0
02633,22,396,6483,0
02635,9,120,2139,0
02637,1,3,1,0
02638,10,104,1930,0
02639,15,206,2775,0
02641,6,31,667,0
02642,15,215,3185,0
02643,3,12,213,0
02644,9,114,1761,0
02645,21,443,5002,0
02646,14,171,3225,0
02647,1,3,1,0
02648,19,313,4309,0
02649,33,897,9606,0
02650,4,29,644,0
02651,6,48,1056,0
02652,7,75,1267,0
02653,32,669,9954,0
02655,22,358,6063,0
02657,27,634,6668,0
02659,6,45,1056,0
02660,21,366,5884,0
02661,1,3,1,0
02663,1,7,211,0
02664,31,575,8755,0
02666,6,51,846,0
02667,15,199,2745,0
02668,12,143,2352,0
02669,2,16,422,0
02670,8,77,1718,0
02671,9,69,1269,0
02673,20,406,5431,0
02675,14,274,3004,0
02702,16,175,3028,0
02703,48,1726,17776,0
02715,9,88,1269,0
02717,13,147,2123,0
02718,12,121,2183,0
02719,34,739,11473,0
02720,38,1297,14053,0
02721,39,1052,12618,0
02722,5,43,885,0
02723,30,404,5181,0
02724,25,329,4736,0
02725,8,54,1099,0
02726,24,510,7607,0
02738,17,238,4979,0
02739,19,301,4790,0
02740,41,1710,19162,0
02741,2,9,212,0
02743,14,266,3946,0
02744,17,235,3437,0
02745,35,796,10861,0
02746,30,492,7244,0
02747,38,1199,14745,0
02748,19,334,4811,0
02760,41,1232,16815,0
02761,1,3,1,0
02762,31,551,8585,0
02763,17,147,2429,0
02764,12,87,1702,0
02766,31,631,8377,0
02767,40,899,10670,0
02768,1,3,1,0
02769,24,502,5605,0
02770,11,122,1701,0
02771,41,948,13743,0
02777,33,719,9827,0
02779,9,100,1489,0
02780,48,1954,21842,0
02790,31,709,8705,0
02804,9,106,1709,0
02806,24,622,7826,0
02807,18,312,3808,0
02808,4,24,634,0
02809,38,947,11424,0
02812,1,8,211,0
02813,19,281,3849,0
02814,19,238,3230,0
02816,33,995,11241,0
02817,19,220,3052,0
02818,39,1334,13239,0
02822,17,232,3888,0
02824,1,3,1,0
02825,10,138,1910,0
02826,2,9,212,0
02827,5,38,425,0
02828,23,306,4334,0
02830,12,191,3023,0
02831,8,110,1688,0
02832,10,88,1060,0
02833,1,6,211,0
02835,14,215,3444,0
02837,13,155,2573,0
02838,6,53,1056,0
02839,1,9,211,0
02840,45,1924,17439,0
02841,2,28,453,0
02842,39,1148,14202,0
02852,49,1349,16364,0
02857,18,311,3838,0
02858,1,6,211,0
02859,12,130,2144,0
02860,48,1808,18362,0
02861,31,735,8042,0
02862,1,3,1,0
02863,28,497,5619,0
02864,43,1317,12026,0
02865,40,1016,12537,0
02871,30,761,9101,0
02872,1,3,1,0
02874,13,121,1903,0
02876,4,17,214,0
02878,29,640,8030,0
02879,38,1178,11686,0
02881,8,124,2389,0
02882,30,666,8252,0
02883,1,7,211,0
02885,36,665,9159,0
02886,56,3063,30150,0
02888,42,1149,13513,0
02889,29,723,8944,0
02891,41,1269,13439,0
02892,11,143,1732,0
02893,37,892,10760,0
02895,44,1302,14027,0
02896,29,534,6530,0
02898,12,88,1743,0
02901,3,12,213,0
02902,1,4,1,0
02903,43,3014,22498,0
02904,41,1464,15743,0
02905,40,961,12613,0
02906,35,1377,12657,0
02907,36,1050,11746,0
02908,34,1025,12019,0
02909,44,1440,14041,0
02910,42,1033,11136,0
02911,24,406,5865,0
02914,41,1279,15136,0
02915,26,569,7893,0
02916,22,343,5475,0
02917,43,1043,14268,0
02918,1,15,451,0
02919,45,1941,19709,0
02920,46,2347,22521,0
02921,28,442,5912,0
02940,4,75,634,0
03031,34,673,10320,0
03032,11,207,3524,0
03033,9,94,1479,0
03034,13,105,1703,0
03036,6,96,1276,0
03037,10,133,1730,0
03038,41,1285,15064,0
03042,24,306,4105,0
03043,3,23,423,0
03044,7,59,1057,0
03045,26,466,6508,0
03046,6,60,1056,0
03047,4,15,214,0
03048,9,79,1750,0
03049,16,278,3907,0
03051,39,1111,14011,0
03052,8,109,1498,0
03053,46,1369,15792,0
03054,39,1345,13969,0
03055,34,662,8566,0
03057,2,18,642,0
03060,51,2329,22327,0
03061,1,3,1,0
03062,31,763,10650,0
03063,41,1037,12667,0
03064,21,405,6123,0
03070,12,145,1702,0
03071,8,160,1959,0
03076,29,501,7210,0
03077,21,296,4362,0
03079,50,2448,24643,0
03082,2,9,212,0
03084,2,13,212,0
03086,7,79,1298,0
03087,29,666,9211,0
03101,42,1345,15920,0
03102,29,696,8823,0
03103,45,2026,25433,0
03104,31,954,11479,0
03105,1,3,1,0
03106,41,865,12400,0
03108,2,6,2,0
03109,25,455,6839,0
03110,43,1757,17518,0
03215,4,17,4,0
03216,7,55,1267,0
03217,9,70,1059,0
03218,1,6,211,0
03220,24,224,3675,0
03221,9,75,1699,0
03222,16,197,3247,0
03223,11,118,2371,0
03224,6,44,846,0
03225,7,48,857,0
03226,4,25,634,0
03227,5,19,215,0
03229,14,167,2605,0
03230,2,18,212,0
03234,12,126,1953,0
03235,19,236,3639,0
03237,3,26,423,0
03241,4,30,644,0
03242,17,156,2167,0
03244,17,179,2838,0
03245,7,66,1057,0
03246,36,897,11232,0
03247,2,14,432,0
03249,23,386,5906,0
03251,17,215,3288,0
03253,27,413,6319,0
03254,22,287,4732,0
03255,4,29,634,0
03256,6,36,636,0
03257,20,296,5232,0
03258,10,69,1070,0
03259,2,6,2,0
03260,2,12,422,0
03261,15,142,2145,0
03262,6,51,1276,0
03263,12,97,1482,0
03264,28,374,6059,0
03266,3,25,423,0
03268,2,21,422,0
03269,3,36,633,0
03275,24,273,4155,0
03276,29,468,7243,0
03278,8,60,868,0
03279,2,14,422,0
03281,15,229,2565,0
03282,2,6,2,0
03284,4,34,634,0
03285,4,22,424,0
03287,3,38,633,0
03290,5,43,635,0
03301,52,2877,26668,0
03302,4,25,424,0
03303,24,289,4565,0
03304,23,353,6220,0
03307,10,102,1730,0
03431,47,1526,18471,0
03435,1,3,1,0
03440,7,48,847,0
03442,2,16,212,0
03444,7,42,847,0
03446,18,155,2389,0
03447,6,38,846,0
03448,3,18,633,0
03449,4,30,634,0
03450,2,11,212,0
03451,6,43,426,0
03452,19,198,3060,0
03455,5,41,635,0
03458,27,440,6811,0
03461,16,207,2197,0
03462,2,16,422,0
03464,1,6,211,0
03465,1,12,211,0
03466,5,20,225,0
03467,3,16,213,0
03470,12,75,1492,0
03561,36,519,8069,0
03570,21,177,2401,0
03574,5,42,1065,0
03576,15,134,2125,0
03579,1,3,1,0
03580,9,84,1899,0
03581,16,134,2397,0
03582,6,39,1266,0
03583,4,22,424,0
03584,20,156,2550,0
03585,4,22,424,0
03588,3,22,423,0
03590,2,6,2,0
03592,6,48,1056,0
03595,2,18,422,0
03597,1,3,1,0
03598,9,60,1289,0
03602,8,57,638,0
03603,9,62,1059,0
03605,1,8,211,0
03608,21,145,2372,0
03740,1,3,1,0
03741,8,53,1268,0
03743,36,542,9680,0
03745,2,9,212,0
03748,9,83,1749,0
03750,3,23,423,0
03751,1,4,1,0
03753,5,43,855,0
03755,22,414,6805,0
03756,1,3,1,0
03766,36,651,10112,0
03768,6,27,216,0
03770,2,9,212,0
03771,1,12,211,0
03773,23,254,4115,0
03774,5,28,215,0
03777,4,20,424,0
03780,1,7,211,0
03781,3,27,643,0
03782,12,111,2132,0
03784,33,383,6626,0
03785,10,68,1510,0
03801,56,3647,31601,0
03802,1,5,1,0
03809,12,124,2362,0
03810,6,48,846,0
03811,13,149,2143,0
03812,4,30,634,0
03813,13,118,2374,0
03814,8,50,1478,0
03816,2,16,212,0
03818,21,280,5253,0
03819,5,66,855,0
03820,45,1681,17666,0
03821,1,3,1,0
03823,3,15,423,0
03824,17,307,4809,0
03825,18,265,4118,0
03826,9,69,1299,0
03827,10,100,1910,0
03830,2,14,422,0
03832,2,12,422,0
03833,43,1316,14953,0
03835,13,117,1293,0
03836,3,10,3,0
03837,3,21,633,0
03838,7,36,637,0
03839,11,87,1501,0
03840,16,225,3917,0
03841,23,303,5015,0
03842,35,910,10009,0
03844,9,87,1479,0
03845,4,23,214,0
03846,4,43,1105,0
03848,19,271,5221,0
03849,4,33,634,0
03850,1,6,211,0
03851,6,52,1066,0
03852,1,4,1,0
03853,2,6,2,0
03854,2,15,212,0
03855,2,23,422,0
03856,7,49,637,0
03857,18,210,3889,0
03858,8,98,1488,0
03860,30,622,10188,0
03861,10,80,1290,0
03862,25,361,6266,0
03864,11,95,2161,0
03865,32,537,8366,0
03867,37,828,12208,0
03868,9,75,1949,0
03869,6,47,636,0
03870,15,171,2146,0
03871,1,3,1,0
03872,10,90,2171,0
03873,5,80,1275,0
03874,36,560,8309,0
03875,1,3,1,0
03878,33,491,7717,0
03884,5,58,845,0
03885,24,377,5930,0
03886,12,87,1692,0
03887,1,14,431,0
03890,2,18,453,0
03894,26,490,6728,0
03896,1,3,1,0
03901,12,131,1922,0
03902,7,84,1277,0
03903,14,212,2805,0
03904,31,558,7155,0
03905,3,13,213,0
03906,7,98,1507,0
03907,14,286,3455,0
03908,14,163,2354,0
03909,33,660,8485,0
03910,3,41,633,0
03911,1,3,1,0
04001,4,45,854,0
04002,15,239,3646,0
04003,4,27,844,0
04005,51,1314,17643,0
04008,6,74,1266,0
04009,25,366,5867,0
04010,3,20,423,0
04011,44,1440,15755,0
04015,12,92,1272,0
04017,1,6,211,0
04020,9,58,1310,0
04021,15,267,3205,0
04022,3,19,423,0
04027,9,92,1279,0
04029,6,34,426,0
04030,5,30,215,0
04032,31,668,8795,0
04033,1,5,1,0
04037,16,131,2786,0
04038,33,784,10466,0
04039,21,381,4491,0
04040,7,85,1487,0
04041,1,3,1,0
04042,8,78,1498,0
04043,30,753,10076,0
04046,26,538,8197,0
04047,2,12,212,0
04048,9,52,639,0
04049,7,55,1057,0
04050,1,3,1,0
04051,4,33,844,0
04055,14,182,3025,0
04061,5,25,425,0
04062,40,1114,13133,0
04063,2,12,422,0
04064,18,429,4749,0
04066,2,12,422,0
04068,3,18,213,0
04069,4,44,844,0
04070,3,22,653,0
04071,18,240,3388,0
04072,35,1191,14859,0
04073,32,718,9016,0
04074,49,1668,18824,0
04076,7,54,1267,0
04079,11,179,1691,0
04083,12,107,1282,0
04084,17,210,2587,0
04085,1,13,211,0
04086,26,461,5657,0
04087,8,57,638,0
04088,3,30,643,0
04090,29,601,6280,0
04091,1,11,211,0
04092,43,1151,14888,0
04093,19,218,2989,0
04095,2,13,212,0
04096,30,602,7498,0
04097,10,158,2130,0
04098,1,3,1,0
04101,54,3933,28329,0
04102,44,1246,14447,0
04103,50,1958,19619,0
04104,8,48,1058,0
04105,32,961,10327,0
04106,50,2314,27680,0
04107,15,274,3646,0
04108,7,49,1267,0
04110,6,48,846,0
04112,3,59,684,0
04116,1,3,1,0
04210,44,1540,20484,0
04212,1,6,211,0
04216,2,6,2,0
04217,17,196,3857,0
04219,2,14,422,0
04220,3,23,423,0
04222,8,105,1708,0
04224,5,25,635,0
04236,11,119,2121,0
04238,2,20,642,0
04239,12,88,1272,0
04240,54,1868,20234,0
04241,1,3,1,0
04250,10,79,1710,0
04252,11,108,1501,0
04253,3,14,213,0
04254,9,55,849,0
04256,9,48,849,0
04257,10,40,220,0
04258,4,55,634,0
04259,7,63,1057,0
04260,12,223,2792,0
04261,4,20,214,0
04263,4,25,634,0
04265,2,16,212,0
04268,16,216,3646,0
04270,22,195,3462,0
04274,11,134,2371,0
04276,21,184,3221,0
04280,14,163,2364,0
04281,18,168,2819,0
04282,18,181,2788,0
04284,1,6,211,0
04285,1,6,211,0
04287,5,71,1275,0
04289,1,9,211,0
04290,1,6,211,0
04294,13,99,1953,0
04330,46,1839,20850,0
04332,3,17,213,0
04336,1,3,1,0
04342,1,12,211,0
04344,13,90,1923,0
04345,24,348,4544,0
04346,3,14,213,0
04347,14,174,2574,0
04348,6,61,1266,0
04349,1,3,1,0
04350,4,36,634,0
04351,13,131,2763,0
04352,2,14,212,0
04353,4,20,424,0
04354,1,12,211,0
04355,3,23,633,0
04357,11,86,2121,0
04358,11,105,1901,0
04360,1,3,1,0
04363,2,13,422,0
04364,19,230,3199,0
04401,56,3531,32976,0
04402,6,33,426,0
04411,3,20,433,0
04412,34,629,11270,0
04414,2,15,422,0
04416,18,174,3428,0
04418,3,20,433,0
04419,7,55,847,0
04421,3,17,423,0
04422,3,15,423,0
04424,4,23,424,0
04426,20,208,3492,0
04427,6,51,1276,0
04428,9,79,1489,0
04429,15,161,2335,0
04434,1,4,1,0
04438,2,12,212,0
04441,12,115,2332,0
04442,1,3,1,0
04443,5,19,215,0
04444,25,314,3895,0
04448,2,14,212,0
04449,1,3,1,0
04450,1,11,211,0
04455,1,6,211,0
04456,6,60,1066,0
04457,27,317,4947,0
04460,1,3,1,0
04461,5,22,215,0
04462,14,118,2154,0
04463,5,27,425,0
04464,2,9,212,0
04468,23,207,3443,0
04469,1,5,1,0
04471,1,3,1,0
04472,6,53,1266,0
04473,14,171,3065,0
04474,9,91,1689,0
04476,2,17,422,0
04478,2,6,2,0
04479,1,8,211,0
04481,2,6,2,0
04488,3,16,423,0
04493,3,21,423,0
04496,8,62,1058,0
04530,31,574,7843,0
04535,2,15,422,0
04537,12,135,1912,0
04538,21,293,4051,0
04539,5,37,855,0
04543,24,309,5027,0
04544,8,47,1268,0
04547,4,84,634,0
04548,4,31,634,0
04551,1,8,211,0
04553,13,100,1713,0
04554,6,47,1266,0
04555,5,45,845,0
04556,7,51,1277,0
04558,1,7,211,0
04562,6,55,846,0
04563,3,27,423,0
04564,1,8,211,0
04568,1,3,1,0
04572,19,181,2559,0
04573,1,13,211,0
04574,3,24,633,0
04576,4,23,634,0
04578,22,210,4513,0
04579,10,89,1270,0
04605,40,1108,12852,0
04606,4,32,634,0
04607,2,23,212,0
04609,29,657,5989,0
04611,2,21,422,0
04612,4,19,424,0
04613,1,18,211,0
04614,18,186,3648,0
04616,4,17,214,0
04617,2,18,422,0
04619,19,160,3889,0
04622,2,10,212,0
04623,2,16,212,0
04624,1,8,211,0
04626,1,10,211,0
04627,10,82,1060,0
04630,3,18,423,0
04631,3,22,433,0
04634,6,48,636,0
04640,10,101,1930,0
04643,3,18,213,0
04644,1,6,231,0
04646,1,16,211,0
04649,6,58,1286,0
04652,2,16,422,0
04653,2,9,212,0
04654,17,171,3698,0
04655,1,5,1,0
04658,8,60,1058,0
04660,8,53,1058,0
04662,9,59,1279,0
04664,3,9,3,0
04666,2,14,422,0
04667,2,9,212,0
04668,1,6,211,0
04669,1,8,211,0
04674,3,15,423,0
04675,1,6,211,0
04676,5,37,1055,0
04679,23,230,3623,0
04680,3,19,423,0
04681,9,69,859,0
04684,2,16,422,0
04685,1,10,211,0
04693,4,31,634,0
04694,6,34,636,0
04730,30,452,6531,0
04732,8,46,848,0
04733,1,3,1,0
04736,26,340,5428,0
04739,5,28,645,0
04740,2,9,212,0
04742,4,12,4,0
04743,20,354,4340,0
04745,3,25,423,0
04747,2,6,2,0
04750,3,16,423,0
04756,12,74,1322,0
04757,5,31,845,0
04758,4,18,214,0
04761,2,6,2,0
04765,4,21,424,0
04768,2,9,212,0
04769,36,683,11681,0
04774,3,36,643,0
04776,3,22,213,0
04781,1,14,211,0
04785,3,23,423,0
04841,42,710,11093,0
04843,25,487,6496,0
04847,6,38,636,0
04848,5,33,635,0
04849,10,137,1690,0
04851,1,16,211,0
04852,2,14,422,0
04853,6,38,846,0
04854,6,85,1056,0
04855,2,17,212,0
04856,25,383,5666,0
04858,3,48,633,0
04859,2,29,212,0
04860,4,40,844,0
04861,15,113,1746,0
04862,11,119,1701,0
04863,6,89,1266,0
04864,15,146,2345,0
04865,1,3,1,0
04901,42,1325,15627,0
04910,2,10,212,0
04911,2,15,422,0
04912,1,3,1,0
04915,33,638,9354,0
04917,8,69,1478,0
04918,3,12,213,0
04920,2,6,2,0
04921,1,15,211,0
04922,1,6,211,0
04924,5,35,635,0
04927,6,30,457,0
04928,2,21,422,0
04929,2,9,212,0
04930,12,92,2142,0
04932,1,7,211,0
04936,2,9,212,0
04937,17,167,2597,0
04938,29,492,7631,0
04939,2,13,422,0
04941,3,25,423,0
04942,1,3,1,0
04943,3,15,423,0
04944,2,10,222,0
04945,5,48,635,0
04947,12,111,2183,0
04950,16,122,2786,0
04951,2,13,212,0
04952,3,35,633,0
04953,15,158,3235,0
04955,1,15,211,0
04956,1,6,211,0
04957,11,89,1921,0
04958,5,32,635,0
04963,22,222,3862,0
04964,2,15,422,0
04965,6,31,426,0
04966,5,34,845,0
04967,14,104,1525,0
04969,3,17,423,0
04970,10,116,2340,0
04971,2,6,2,0
04973,2,10,212,0
04974,9,64,1269,0
04976,32,511,8755,0
