Naics,Establishments,Employees,Payroll,fips
1133,24,186,8330,01099
1153,4,14,465,01099
2211,3,36,3295,01099
2213,3,13,465,01099
2382,6,26,1021,01099
2389,3,56,3240,01099
3211,4,325,15944,01099
4238,4,47,2522,01099
3273,3,267,9250,01099
4239,5,32,1807,01099
4247,3,10,339,01099
4411,6,60,2397,01099
4413,7,39,999,01099
4431,3,24,1191,01099
4441,7,41,1029,01099
4442,5,45,1782,01099
4451,5,112,1344,01099
4461,8,70,1952,01099
4471,16,77,1254,01099
4481,4,35,488,01099
4511,3,2,39,01099
4523,10,265,6358,01099
4543,4,6,219,01099
4841,7,451,18404,01099
4842,8,46,1781,01099
5173,6,35,1790,01099
5221,10,82,3407,01099
5222,10,35,1491,01099
5241,5,11,1015,01099
5242,5,22,580,01099
5311,5,22,560,01099
5312,4,6,79,01099
5411,8,14,428,01099
5412,3,5,23,01099
5416,4,5,416,01099
5617,8,65,1697,01099
6211,4,37,2723,01099
6212,4,19,783,01099
6213,4,23,1100,01099
6214,3,13,602,01099
6216,3,41,2877,01099
6241,3,8,142,01099
6244,4,46,571,01099
7225,21,301,4253,01099
8111,9,32,1270,01099
8123,3,67,762,01099
8122,3,18,581,01099
8131,27,102,1797,01099
2211,3,111,10173,01079
2361,4,3,65,01079
2362,3,38,1939,01079
2381,3,31,1355,01079
2382,13,109,6055,01079
2389,7,32,1746,01079
3327,6,40,2572,01079
4238,3,6,207,01079
4239,3,26,1412,01079
4411,5,21,638,01079
4413,4,26,574,01079
4451,4,56,1035,01079
4441,3,9,177,01079
4442,3,17,265,01079
4461,7,67,3160,01079
4471,26,124,2167,01079
4481,3,21,387,01079
4523,12,315,7889,01079
4531,3,9,129,01079
4541,3,45,1526,01079
4841,4,53,2032,01079
4842,7,13,460,01079
5173,4,17,728,01079
5221,10,76,2668,01079
5222,4,10,629,01079
5241,5,16,875,01079
5242,4,12,486,01079
5311,4,8,323,01079
5411,13,13,217,01079
5412,5,19,197,01079
5416,3,3,224,01079
5419,6,20,490,01079
5617,9,26,511,01079
6211,6,18,755,01079
6213,5,17,678,01079
6216,3,187,4785,01079
6232,4,94,2327,01079
6244,8,52,935,01079
7139,3,15,125,01079
7225,36,445,6653,01079
