,fips,relevant_naics,YEAR,estab,emp,payann
1,51,11,2018,612,4059,203878
3,51,21,2018,198,5638,436412
5,51,22,2018,289,12888,1548263
7,51,23,2018,19961,188223,10683094
9,51,42,2018,6745,104056,7387893
11,51,51,2018,3960,100238,10315532
13,51,52,2018,11235,156106,14933400
15,51,53,2018,10131,54997,3135875
17,51,54,2018,31078,470707,45091161
19,51,55,2018,1279,79928,7422996
21,51,56,2018,10827,234674,10041708
23,51,61,2018,3076,79114,2912029
25,51,62,2018,20894,455341,23727791
27,51,71,2018,3093,62011,1562479
29,51,72,2018,18383,369967,6823644
31,51,81,2018,22425,171411,6746522
33,51,99,2018,258,222,8306
