,fips,relevant_naics,YEAR,estab,emp,payann
0,51,1141,2017,38,275,13217
2,51,1133,2017,288,1652,66740
4,51,1152,2017,103,224,6752
6,51,1151,2017,10,83,2592
8,51,1153,2017,4,18,1003
10,51,1131,2017,10,9,332
12,51,2121,2017,57,1892,133901
14,51,2123,2017,64,540,25540
16,51,2131,2017,27,510,32522
18,51,2211,2017,172,200,18553
20,51,2212,2017,10,0,0
22,51,2213,2017,14,25,1632
24,51,2382,2017,4502,55667,3138900
26,51,2383,2017,3090,20060,948845
28,51,2381,2017,2519,22775,1117870
30,51,2373,2017,257,7369,467067
32,51,2372,2017,93,372,38794
34,51,2362,2017,1015,14717,1101317
36,51,2379,2017,100,2246,167151
38,51,2389,2017,2038,19162,935468
40,51,2361,2017,5209,21879,1166848
42,51,2371,2017,467,10220,624550
44,51,3111,2017,3,0,0
46,51,3116,2017,27,7037,214245
48,51,3159,2017,3,15,505
50,51,3118,2017,136,2017,55823
52,51,3121,2017,220,3118,79099
54,51,3152,2017,14,55,2038
56,51,3115,2017,3,0,0
58,51,3114,2017,3,0,0
60,51,3119,2017,23,1091,75811
62,51,3149,2017,36,130,4020
64,51,3117,2017,11,171,7880
66,51,3133,2017,3,11,337
68,51,3141,2017,18,119,3818
70,51,3122,2017,4,0,0
72,51,3251,2017,13,1487,125240
74,51,3273,2017,124,2341,120865
76,51,3222,2017,36,2274,131903
78,51,3259,2017,9,186,11192
80,51,3279,2017,35,530,23567
82,51,3219,2017,186,2881,96781
84,51,3241,2017,3,39,2095
86,51,3254,2017,3,0,0
88,51,3261,2017,91,6153,266671
90,51,3231,2017,432,6486,303397
92,51,3221,2017,3,416,35751
94,51,3252,2017,6,0,0
96,51,3262,2017,3,0,0
98,51,3211,2017,74,1414,60945
101,51,3212,2017,6,569,20483
103,51,3331,2017,17,331,14607
105,51,3323,2017,152,3302,173316
108,51,3328,2017,27,187,9824
110,51,3333,2017,4,0,0
112,51,3342,2017,10,160,13347
114,51,3341,2017,6,211,16128
116,51,3322,2017,3,0,0
118,51,3353,2017,18,386,25613
120,51,3321,2017,3,60,1873
122,51,3371,2017,180,1886,63384
124,51,3327,2017,232,2615,125981
126,51,3346,2017,5,0,0
128,51,3391,2017,176,1197,56429
130,51,3335,2017,12,85,4378
132,51,3363,2017,22,575,21269
134,51,3345,2017,47,1770,156218
136,51,3372,2017,33,498,27612
139,51,3329,2017,21,133,5434
141,51,3339,2017,41,1621,111047
143,51,3399,2017,226,2253,104960
145,51,3344,2017,12,524,35054
147,51,3366,2017,41,5476,300196
149,51,3334,2017,3,0,0
150,51,4243,2017,79,661,33124
152,51,4248,2017,86,2802,158076
154,51,4246,2017,110,726,54699
156,51,4242,2017,84,1152,86244
158,51,4245,2017,15,0,0
160,51,4232,2017,187,2595,156227
162,51,4244,2017,538,12135,630370
164,51,4237,2017,425,4168,261706
166,51,4236,2017,454,6833,721111
168,51,4233,2017,383,5587,324091
170,51,4238,2017,842,11758,820306
172,51,4235,2017,97,1152,70624
174,51,4239,2017,399,4470,485987
176,51,4249,2017,327,2597,136989
178,51,4231,2017,401,6231,365765
180,51,4241,2017,130,1299,79059
182,51,4247,2017,41,364,20728
184,51,4234,2017,626,11693,1044173
186,51,4251,2017,577,3635,199510
188,51,4411,2017,1422,38559,1932483
190,51,4413,2017,1504,15029,432998
192,51,4453,2017,391,2238,46320
194,51,4441,2017,1178,28883,862721
196,51,4481,2017,2251,34998,556868
198,51,4431,2017,740,7990,221467
200,51,4421,2017,622,5074,183364
202,51,4471,2017,3068,26681,573739
204,51,4451,2017,2600,77480,1851393
206,51,4461,2017,2251,22470,764618
208,51,4422,2017,732,7246,184913
210,51,4483,2017,528,3149,105375
212,51,4442,2017,401,4878,142396
214,51,4412,2017,206,2344,98204
216,51,4482,2017,573,5995,85234
218,51,4452,2017,370,2276,41385
220,51,4512,2017,177,2222,31212
222,51,4522,2017,91,9378,195043
224,51,4543,2017,736,4182,162884
226,51,4541,2017,726,8671,360435
228,51,4531,2017,202,1051,21567
230,51,4523,2017,1305,55346,1364149
232,51,4532,2017,655,5503,91319
234,51,4539,2017,1209,7461,181772
236,51,4511,2017,872,11241,204776
238,51,4533,2017,570,5089,91490
240,51,4542,2017,29,100,3323
242,51,4855,2017,12,384,12920
244,51,4831,2017,14,398,36575
246,51,4885,2017,251,4074,258401
248,51,4841,2017,1521,17244,837370
250,51,4832,2017,4,0,0
253,51,4812,2017,17,92,9627
255,51,4889,2017,36,119,4292
257,51,4859,2017,94,2645,93557
259,51,4862,2017,9,0,0
261,51,4871,2017,4,11,384
263,51,4872,2017,10,123,3376
265,51,4811,2017,56,8490,679402
267,51,4854,2017,3,0,0
269,51,4842,2017,1199,11987,524439
271,51,4881,2017,84,5186,164265
273,51,4884,2017,324,2334,107404
275,51,4883,2017,44,2060,143052
277,51,4853,2017,169,1271,36822
279,51,4851,2017,3,5,206
281,51,4921,2017,164,3438,148370
283,51,4922,2017,84,887,27956
285,51,4931,2017,301,11752,494936
287,51,5152,2017,4,50,2621
289,51,5182,2017,594,17887,2154853
291,51,5121,2017,260,4794,146277
293,51,5111,2017,377,7280,599864
295,51,5191,2017,260,4454,438262
297,51,5179,2017,147,1384,120848
299,51,5151,2017,137,5588,353267
301,51,5174,2017,20,1376,218992
303,51,5112,2017,339,14505,2224125
305,51,5122,2017,22,43,1823
307,51,5173,2017,1414,26787,2692242
309,51,5223,2017,505,3071,250670
311,51,5242,2017,3211,20386,1536557
