,fips,naics,employees,firms,wages
864,13000,611210,13571,101,461715578
865,13000,611310,77763,259,5075318344
866,13000,611410,143,11,4019682
867,13000,611420,642,151,54245323
868,13000,611430,980,326,71716105
869,13000,611511,290,36,10696377
870,13000,611512,722,39,42039088
871,13000,611513,276,27,11161926
872,13000,611519,7463,185,309947054
873,13000,611610,1498,347,24945572
874,13000,611620,3243,556,63553402
875,13000,611630,912,52,32460545
876,13000,611691,2712,386,63667163
877,13000,611692,411,76,8659770
878,13000,611699,512,113,17153307
879,13000,611710,1849,387,94757865
880,13000,621111,84833,7083,6792606857
881,13000,621112,1519,353,89064603
882,13000,621210,26490,3534,1379867657
883,13000,621310,3562,1195,114612457
884,13000,621320,3559,577,145577101
885,13000,621330,1484,655,56165939
886,13000,621340,8121,923,363482485
887,13000,621391,1093,185,56108155
888,13000,621399,4808,453,257285762
889,13000,621410,227,38,6999325
890,13000,621420,7130,492,231743608
891,13000,621491,2836,117,320072272
892,13000,621492,5435,376,279897153
893,13000,621493,2307,173,143174365
894,13000,621498,2224,335,114049644
895,13000,621511,5059,691,290309547
896,13000,621512,1226,193,69661926
897,13000,621610,25130,1053,806989714
898,13000,621910,5817,170,204884727
899,13000,621991,1498,56,69316052
900,13000,621999,1326,160,64412502
901,13000,622110,170185,337,9442366897
902,13000,622210,7370,71,312026931
903,13000,622310,5289,34,284273417
904,13000,623110,35752,456,1049220262
905,13000,623210,1130,97,25903412
906,13000,623220,3283,186,108048094
907,13000,623311,6637,156,163920864
908,13000,623312,11012,484,243214501
909,13000,623990,4692,204,143531124
910,13000,624110,3378,234,117745402
911,13000,624120,13784,1907,272598383
912,13000,624190,14149,983,460998169
913,13000,624210,803,42,23062168
914,13000,624221,1290,91,33639084
915,13000,624229,287,47,11921634
916,13000,624230,1051,69,69903755
917,13000,624310,6429,292,157646069
918,13000,624410,33576,2424,667177473
919,13000,711110,930,62,20185733
920,13000,711120,0,8,0
921,13000,711130,595,162,42663113
922,13000,711190,0,13,0
923,13000,711211,1916,56,341688631
924,13000,711212,283,14,7118425
925,13000,711219,229,83,20221028
926,13000,711310,2273,56,187547202
927,13000,711320,871,112,33399431
928,13000,711410,331,121,22318617
929,13000,711510,1590,645,84575003
930,13000,712110,1088,77,30406084
931,13000,712120,135,14,4318925
932,13000,712130,1330,20,42900028
933,13000,712190,994,41,41286773
934,13000,713110,3040,22,50665223
935,13000,713120,682,45,11642030
936,13000,713210,0,2,0
937,13000,713290,6,24,77728
938,13000,713910,11280,319,269238628
939,13000,713930,747,73,19758643
940,13000,713940,13178,1056,228057271
941,13000,713950,2096,73,33181816
942,13000,713990,5950,530,131525918
943,13000,721110,41331,2050,1043027900
944,13000,721120,0,6,0
945,13000,721191,0,64,0
946,13000,721199,1312,63,28981191
947,13000,721211,242,53,4818555
948,13000,721214,479,46,13204273
949,13000,721310,359,40,7583252
950,13000,722310,13389,700,354960056
951,13000,722320,3609,327,82029212
952,13000,722330,117,37,1958199
953,13000,722410,6003,506,112419510
954,13000,722511,169450,7599,3115963890
955,13000,722513,158569,7921,2204622544
956,13000,722514,4677,332,71214887
957,13000,722515,14951,1095,271861963
958,13000,811111,9536,2216,391712575
959,13000,811112,229,79,7184392
960,13000,811113,915,168,42785748
961,13000,811118,659,186,24610887
962,13000,811121,7739,1052,373434129
963,13000,811122,740,148,27995083
964,13000,811191,2087,272,61224252
965,13000,811192,6152,483,119143056
966,13000,811198,575,146,20482253
967,13000,811211,464,70,14626464
968,13000,811212,1807,296,112652548
969,13000,811213,370,58,16119456
970,13000,811219,1037,156,72444820
971,13000,811310,4932,793,257066755
972,13000,811411,123,43,4124473
973,13000,811412,332,129,11573559
974,13000,811420,485,154,16153767
975,13000,811430,44,45,858378
976,13000,811490,780,284,24929957
977,13000,812111,364,92,10249459
978,13000,812112,10221,2179,255326134
979,13000,812113,815,462,17147301
980,13000,812191,657,84,13159898
981,13000,812199,2819,526,58175172
982,13000,812210,3166,428,96465883
983,13000,812220,763,104,30404535
984,13000,812310,640,210,13869759
985,13000,812320,4401,931,85221189
986,13000,812331,1800,45,59549385
987,13000,812332,1876,47,80124887
988,13000,812910,2708,469,53095262
989,13000,812921,156,16,7366600
990,13000,812922,23,9,621579
991,13000,812930,5017,119,107831342
992,13000,812990,1563,380,58867728
993,13000,813110,1996,297,66342399
994,13000,813211,960,101,46110353
995,13000,813212,1457,75,97232025
996,13000,813219,377,41,20033533
997,13000,813311,1145,107,38752559
998,13000,813312,836,99,30874653
999,13000,813319,2043,269,59474894
1000,13000,813410,8214,414,140961147
1001,13000,813910,3126,618,203093443
1002,13000,813920,1253,168,96717799
1003,13000,813930,1389,216,47493393
1004,13000,813940,148,56,8340533
1005,13000,813990,1808,197,80718083
1006,13000,814110,4043,4552,114562557
1007,13000,921110,902,29,47885130
1008,13000,921120,0,6,0
1009,13000,921130,6592,53,452062189
1010,13000,921140,121322,680,4740274929
1011,13000,921190,11396,244,516040549
1012,13000,922110,1604,118,125784696
1013,13000,922120,5662,180,431591090
1014,13000,922130,2039,168,116288333
1015,13000,922140,12401,192,465191738
1016,13000,922150,1068,57,41120857
1017,13000,922160,0,2,0
1018,13000,922190,887,39,69751098
1019,13000,923110,3522,63,198792806
1020,13000,923120,15455,166,1171916422
1021,13000,923130,2236,69,180270145
1022,13000,923140,192,52,9466178
1023,13000,924110,1719,26,138406252
1024,13000,924120,5151,499,226025578
1025,13000,925110,2393,144,133218186
1026,13000,925120,1501,66,79254541
1027,13000,926110,905,295,54513413
1028,13000,926120,6018,109,516916794
1029,13000,926130,681,17,53667171
1030,13000,926140,2125,210,128762032
1031,13000,926150,705,66,64355458
1032,13000,928110,26742,122,1883093635
1033,13000,928120,252,7,22017053
1034,13000,999999,19560,21160,1218949987
