Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,472,91,197,6947,2106,747,2847,2626,4630,235,2451,483,5315,803,3861,3495,35
2018,485,89,199,7502,2085,773,2869,2837,4815,217,2549,516,5529,852,3947,3612,41
2019,484,79,195,8009,2070,789,2949,2988,4988,222,2606,533,5673,845,4013,3674,44
2020,494,83,191,8448,2040,815,2955,3228,5071,222,2770,591,5808,856,4020,3730,65
2021,501,81,198,9307,2103,801,2998,3595,5343,221,3044,610,6100,904,4204,3961,56
