Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,3032,2060,2868,40579,31810,13031,22112,7555,32732,7728,31894,6147,96088,8289,65028,20326,65
2018,3637,1391,3763,45263,31753,12601,22584,8217,33431,7756,32196,15013,100207,10139,68392,21287,29
2019,3790,1114,3622,48592,32337,12757,22671,8762,36147,8435,32327,15385,102763,10723,70764,22005,38
2020,3717,1555,3683,51683,32905,15503,23046,9058,38047,7742,33677,16180,107408,11016,72374,22267,85
2021,3966,1703,3734,54837,31190,15130,22735,10462,38876,7882,33966,16887,106619,9296,70057,21890,32
