Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,123938,159491,272183,1879172,1819394,678220,1278330,278781,1883421,565981,1058214,161539,4133895,162384,1035972,572938,823
2018,149564,105841,355653,2128642,1915584,667229,1363331,324749,2038297,611557,1121229,334099,4532950,193112,1137654,613076,876
2019,149334,87446,362032,2398884,2036733,691520,1432085,361168,2335578,773252,1168358,356539,4845191,205560,1214065,657884,1278
2020,159800,114348,383170,2618092,2221561,978795,1598328,406872,2590757,766007,1222282,390705,5050348,193475,1140338,668480,2080
2021,171358,136108,386607,2978314,2386879,1364188,1739716,536665,2802429,855273,1397933,452334,5544435,230427,1404734,760464,1756
