,fips,relevant_naics,estab,emp,payann
19128,19,1133,28,114,4242
19129,19,1142,9,24,661
19130,19,2211,224,7206,710601
19131,19,3114,19,1689,86017
19132,19,1151,275,1803,114716
19133,19,1152,85,611,23621
19134,19,2361,1954,5888,249691
19135,19,1153,8,28,973
19136,19,2123,170,2230,134418
19137,19,2131,12,38,2826
19138,19,2371,221,2500,185873
19139,19,2212,15,182,14358
19140,19,2213,35,451,24221
19141,19,2373,152,3359,339019
19142,19,2381,1481,9007,501027
19143,19,2362,553,8747,558017
19144,19,2372,25,34,3336
19145,19,2379,125,520,32961
19146,19,2382,2052,23543,1415624
19147,19,2383,1179,6769,316755
19148,19,2389,1055,6504,426148
19149,19,3111,104,3164,209694
19150,19,3112,50,6076,464234
19151,19,3113,19,428,11813
19152,19,3115,22,4100,237091
19153,19,3116,146,31778,1468900
19154,19,3118,62,2021,85224
19155,19,3119,60,4037,207969
19156,19,3132,5,118,4033
19157,19,3133,3,16,474
19158,19,3121,96,1786,63908
19159,19,3141,10,138,3415
19160,19,3149,38,662,28635
19161,19,3151,3,238,8682
19162,19,3152,17,217,8009
19163,19,3161,3,95,2739
19164,19,3211,25,393,17755
19165,19,3212,17,719,36848
19166,19,3219,109,7863,367932
19167,19,3221,3,403,34518
19168,19,3222,43,3499,182413
19169,19,3241,9,425,42427
19170,19,3252,11,802,59701
19171,19,3253,26,1809,138913
19172,19,3254,33,2574,184673
19173,19,3231,303,5880,269131
19174,19,3251,71,3923,284714
19175,19,3255,19,593,32159
19176,19,3256,13,1118,62949
19177,19,3259,23,1451,84356
19178,19,3261,129,9149,431132
19179,19,3262,26,3838,213618
19180,19,3271,10,232,9304
19181,19,3272,13,883,37837
19182,19,3274,6,840,61890
19183,19,3279,36,758,39922
19184,19,3273,246,3166,183105
19185,19,3312,7,351,14237
19186,19,3311,4,852,78113
19187,19,3313,6,2856,277586
19188,19,3314,4,536,35207
19189,19,3315,28,2085,112487
19190,19,3325,7,456,23483
19191,19,3321,26,1143,58540
19192,19,3322,17,822,44029
19193,19,3323,167,5999,303219
19194,19,3324,21,1482,79361
19195,19,3326,9,498,19921
19196,19,3327,237,5062,236360
19197,19,3328,58,913,37945
19198,19,3329,76,4012,208157
19199,19,3331,116,22586,1374882
19200,19,3332,29,1134,64122
19201,19,3333,18,1645,83041
19202,19,3334,20,2684,124397
19203,19,3336,11,2397,131958
19204,19,3339,107,7941,509498
19205,19,3335,79,1813,92847
19206,19,3342,7,459,24984
19207,19,3345,32,9913,1096673
19208,19,3344,15,504,20165
19209,19,3351,8,940,73590
19210,19,3352,10,3555,145803
19211,19,3353,18,1392,71588
19212,19,3359,8,1026,53621
19213,19,3363,49,4275,200878
19214,19,3361,3,63,3435
19215,19,3362,58,7292,359960
19216,19,3364,8,1623,118739
19217,19,3365,4,179,12663
19218,19,3366,5,292,11806
19219,19,3369,13,987,39447
19220,19,3371,109,1815,70584
19221,19,3379,8,255,13090
19222,19,3372,46,3813,156364
19223,19,3391,68,882,37224
19224,19,3399,137,1828,89527
19225,19,4232,78,1191,55082
19226,19,4234,295,3122,206410
19227,19,4231,268,5125,256248
19228,19,4236,230,3377,245722
19229,19,4233,186,2978,143352
19230,19,4237,196,2275,135411
19231,19,4235,68,1371,87102
19232,19,4238,981,13559,830716
19233,19,4239,244,2886,140575
19234,19,4241,71,1204,63838
19235,19,4242,69,1073,69193
19236,19,4243,28,242,10839
19237,19,4244,278,7178,376192
19238,19,4246,116,1360,96725
19239,19,4247,109,1148,61091
19240,19,4245,651,6739,369341
19241,19,4248,43,1777,92537
19242,19,4249,733,10617,654220
19243,19,4251,354,2614,112621
