	NAICS_Sector	NAICS_TTL	state	relevant_naics	COUNTY	id	GEO_TTL	GEO_ID	estab	emp	payann	estimate
0	11	Farm labor contractors and crew leaders	9	115115	1	09001	Fairfield County	0500000US09001	1.0	0.0	193.33333333333331	1.0
1	11	Farm labor contractors and crew leaders	9	115115	9	09009	New Haven County	0500000US09009	1.0	0.0	193.33333333333331	1.0
2	11	Farm labor contractors and crew leaders	9	115115	9	09009	New Haven County, Connecticut	0500000US09009	1.0	0.0	0.0	1.0
3	11	Farm labor contractors and crew leaders	9	115115	11	09011	New London County	0500000US09011	1.0	0.0	193.33333333333331	1.0
4	11	Farm labor contractors and crew leaders	9	115115	11	09011	New London County, Connecticut	0500000US09011	1.0	0.0	0.0	1.0
5	11	Farm management services	9	115116	1	09001	Fairfield County	0500000US09001	1.0	0.0	0.0	1.0
6	11	Farm management services	9	115116	1	09001	Fairfield County, Connecticut	0500000US09001	1.0	0.0	0.0	1.0
7	11	Finfish fishing	9	114111	7	09007	Middlesex County, Connecticut	0500000US09007	1.0	0.0	0.0	1.0
8	11	Finfish fishing	9	114111	11	09011	New London County	0500000US09011	2.0	0.0	0.0	1.0
9	11	Finfish fishing	9	114111	11	09011	New London County, Connecticut	0500000US09011	1.5	0.0	0.0	1.0
10	11	Forest nurseries and gathering of forest products	9	113210	5	09005	Litchfield County	0500000US09005	1.0	0.0	0.0	1.0
11	11	Forest nurseries and gathering of forest products	9	113210	5	09005	Litchfield County, Connecticut	0500000US09005	1.0	0.0	0.0	1.0
12	11	Hunting and trapping	9	114210	5	09005	Litchfield County	0500000US09005	1.0	0.0	0.0	1.0
13	11	Hunting and trapping	9	114210	5	09005	Litchfield County, Connecticut	0500000US09005	1.0	0.0	0.0	1.0
14	11	Hunting and trapping	9	114210	9	09009	New Haven County	0500000US09009	1.0	0.0	0.0	1.0
15	11	Hunting and trapping	9	114210	9	09009	New Haven County, Connecticut	0500000US09009	1.0	0.0	0.0	1.0
16	11	Logging	9	113310	3	09003	Hartford County	0500000US09003	1.0	4.714285714285714	108.57142857142857	1.0
17	11	Logging	9	113310	3	09003	Hartford County, Connecticut	0500000US09003	2.0	3.7285714285714286	154.28492063492064	0.8
18	11	Logging	9	113310	5	09005	Litchfield County	0500000US09005	2.0	9.428571428571429	217.14285714285714	1.0
19	11	Logging	9	113310	5	09005	Litchfield County, Connecticut	0500000US09005	2.8	3.557142857142857	212.00873015873017	0.8
20	11	Logging	9	113310	7	09007	Middlesex County, Connecticut	0500000US09007	1.0	1.5	38.75	1.0
21	11	Logging	9	113310	11	09011	New London County, Connecticut	0500000US09011	1.0	2.464285714285714	77.30357142857143	1.0
22	11	Logging	9	113310	13	09013	Tolland County	0500000US09013	1.0	4.714285714285714	108.57142857142857	1.0
23	11	Logging	9	113310	13	09013	Tolland County, Connecticut	0500000US09013	1.0	1.8482142857142856	84.83878968253968	1.0
24	11	Logging	9	113310	15	09015	Windham County	0500000US09015	3.0	14.142857142857142	325.7142857142857	1.0
25	11	Logging	9	113310	15	09015	Windham County, Connecticut	0500000US09015	1.5	3.321428571428571	133.12896825396825	1.0
26	11	Other marine fishing	9	114119	13	09013	Tolland County	0500000US09013	1.0	0.0	0.0	1.0
27	11	Other marine fishing	9	114119	13	09013	Tolland County, Connecticut	0500000US09013	1.0	0.0	0.0	1.0
28	11	Postharvest crop activities (except cotton ginning)	9	115114	1	09001	Fairfield County	0500000US09001	1.0	0.0	0.0	1.0
29	11	Postharvest crop activities (except cotton ginning)	9	115114	1	09001	Fairfield County, Connecticut	0500000US09001	1.0	0.0	0.0	1.0
30	11	Postharvest crop activities (except cotton ginning)	9	115114	7	09007	Middlesex County	0500000US09007	1.0	0.0	0.0	1.0
