Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,37450,115783,536142,7823179,6997506,3723235,10527905,1652144,11324786,8062695,4655006,3049024,18350822,1740425,4442894,3322942,5932
2018,42498,197210,1477454,7910380,7494475,4021726,10892665,1636450,11690073,7871742,4615596,3378488,19256217,1804188,4662665,3245437,7037
2019,49041,183712,1575493,8394209,7598540,4022917,11211810,1752668,12274870,8038582,4929007,3518223,19911202,1670616,4823929,3348453,6485
2020,53063,182587,1637661,8542966,7670984,3897562,12055416,1798742,12727732,8378617,4743718,3495388,20397263,1317253,4292441,3339662,11242
2021,63810,206603,1633862,9297375,8039240,4155724,12730423,2210733,13686311,8541807,5297147,3726206,21397666,1629345,5012948,3641431,8018
