Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,1054,1822,6148,130208,121969,54650,135498,36617,154937,91465,138468,70207,410341,41025,268146,114030,504
2018,1262,3069,13860,128937,128646,58392,134940,35510,160113,88094,137024,76246,415754,42039,269495,111263,666
2019,1326,2796,14162,129954,127627,55909,131495,35943,160980,87671,135371,76222,417237,42409,268606,110302,629
2020,1352,2763,15097,132060,129916,53318,134603,35631,161334,88035,130855,75442,421707,41414,268064,110628,575
2021,1661,3046,14337,132624,123677,49060,134685,37864,163094,76962,126049,70363,411188,33796,236068,105516,497
