Zip Code,naics,Establishments,Employees,Payroll,IND Level
60473,51,3,001,0,2
60473,52,33,001,0,2
60473,52,22,210,0,2
60473,52,6,220,0,2
60473,52,3,230,0,2
60473,53,19,001,0,2
60473,53,12,210,0,2
60473,53,5,220,0,2
60473,54,42,001,0,2
60473,54,29,210,0,2
60473,54,5,220,0,2
60473,54,4,230,0,2
60473,54,3,241,0,2
60473,56,24,001,0,2
60473,56,13,210,0,2
60473,56,3,220,0,2
60473,56,3,230,0,2
60473,56,3,241,0,2
60473,61,11,001,0,2
60473,61,4,210,0,2
60473,62,81,001,0,2
60473,62,28,210,0,2
60473,62,30,220,0,2
60473,62,8,230,0,2
60473,62,10,241,0,2
60473,62,3,242,0,2
60473,72,42,001,0,2
60473,72,8,210,0,2
60473,72,12,220,0,2
60473,72,14,230,0,2
60473,72,6,241,0,2
60473,81,73,001,0,2
60473,81,38,210,0,2
60473,81,20,220,0,2
60473,81,7,230,0,2
60473,81,8,241,0,2
60473,00,560,001,481591,2
60473,00,256,210,0,2
60473,00,125,220,0,2
60473,00,81,230,0,2
60473,00,60,241,0,2
60473,00,21,242,0,2
60473,00,12,251,0,2
60473,23,55,001,0,2
60473,23,26,210,0,2
60473,23,10,220,0,2
60473,23,9,230,0,2
60473,23,6,241,0,2
60473,23,3,242,0,2
60473,31-33,46,001,0,2
60473,31-33,14,210,0,2
60473,31-33,4,220,0,2
60473,31-33,9,230,0,2
60473,31-33,8,241,0,2
60473,31-33,4,242,0,2
60473,31-33,5,251,0,2
60473,42,48,001,0,2
60473,42,19,210,0,2
60473,42,12,220,0,2
60473,42,8,230,0,2
60473,42,8,241,0,2
60473,44-45,37,001,0,2
60473,44-45,14,210,0,2
60473,44-45,10,220,0,2
60473,44-45,7,230,0,2
60473,44-45,4,242,0,2
60473,48-49,40,001,0,2
60473,48-49,25,210,0,2
60473,48-49,3,220,0,2
60473,48-49,5,230,0,2
