,fips,relevant_naics,YEAR,estab,emp,payann
0,35,113310,2017,9,16,635
2,35,115114,2017,4,23,1005
4,35,115112,2017,7,14,634
6,35,115210,2017,12,21,449
8,35,115310,2017,3,4,134
11,35,212230,2017,4,0,0
13,35,211120,2017,103,2405,238175
15,35,213111,2017,58,1487,103445
17,35,211130,2017,30,803,67632
19,35,213112,2017,431,7174,506884
21,35,221122,2017,32,0,0
23,35,221112,2017,3,78,8370
25,35,221210,2017,6,0,0
28,35,221310,2017,76,263,8355
30,35,238990,2017,206,1304,58328
32,35,236220,2017,305,3557,197059
34,35,238310,2017,105,1476,58240
36,35,238210,2017,513,4951,257562
38,35,238350,2017,84,432,18635
40,35,238330,2017,51,307,12899
42,35,238130,2017,51,245,7512
44,35,238150,2017,18,286,14262
46,35,237310,2017,51,2096,114353
48,35,236210,2017,10,0,0
50,35,237210,2017,24,64,3450
52,35,238140,2017,84,886,26024
54,35,236117,2017,104,635,35965
56,35,236116,2017,13,26,1822
58,35,236115,2017,344,1160,39931
60,35,237120,2017,34,1683,97185
62,35,238290,2017,19,184,12816
64,35,238390,2017,9,102,4479
66,35,238190,2017,39,221,8358
68,35,237990,2017,5,14,820
70,35,238320,2017,132,861,29105
72,35,238220,2017,653,5507,247979
74,35,238110,2017,122,1288,56642
76,35,237130,2017,36,537,31175
78,35,236118,2017,463,1969,72113
80,35,238160,2017,161,1570,59890
82,35,238170,2017,6,49,2199
84,35,238910,2017,201,3150,166906
86,35,238120,2017,11,178,7322
88,35,238340,2017,59,261,7801
90,35,237110,2017,88,975,41642
92,35,316998,2017,3,0,0
94,35,314999,2017,3,0,0
96,35,312120,2017,18,217,5822
98,35,311351,2017,4,37,912
100,35,311812,2017,6,195,6797
102,35,311352,2017,10,84,1239
104,35,315210,2017,4,0,0
107,35,311423,2017,6,168,5874
110,35,311421,2017,3,0,0
112,35,311941,2017,4,54,3066
115,35,311119,2017,4,82,3753
118,35,311811,2017,9,101,1875
120,35,314910,2017,4,24,777
122,35,311830,2017,3,0,0
124,35,312130,2017,6,30,815
126,35,322299,2017,3,22,726
128,35,327999,2017,6,88,2820
130,35,321999,2017,7,51,1232
132,35,326199,2017,11,106,3268
134,35,324121,2017,9,0,0
136,35,327120,2017,4,34,1123
138,35,323111,2017,73,484,17585
140,35,323113,2017,12,128,3583
142,35,327331,2017,5,216,7545
144,35,322211,2017,3,110,5492
146,35,327991,2017,4,43,1788
148,35,321918,2017,5,59,2322
150,35,325412,2017,5,0,0
152,35,327110,2017,3,0,0
154,35,327320,2017,13,141,7726
157,35,326150,2017,3,174,7184
159,35,321911,2017,4,74,2090
161,35,336411,2017,3,0,0
164,35,332999,2017,11,56,2571
166,35,339999,2017,17,160,5282
168,35,334516,2017,3,13,1138
170,35,334412,2017,4,78,4696
172,35,333120,2017,3,184,11801
173,35,337212,2017,6,185,6976
175,35,339114,2017,6,51,2372
177,35,339116,2017,27,125,4678
179,35,332813,2017,4,56,3073
181,35,332312,2017,11,228,11298
183,35,333111,2017,4,40,1512
185,35,334515,2017,5,34,2569
187,35,334513,2017,3,0,0
189,35,331110,2017,3,44,2522
191,35,339910,2017,60,1109,42063
193,35,332710,2017,62,413,19456
195,35,332812,2017,3,22,872
197,35,332420,2017,3,73,3991
199,35,332321,2017,4,84,1572
201,35,337122,2017,6,16,280
204,35,333314,2017,4,0,0
206,35,332323,2017,15,170,6617
208,35,336413,2017,3,0,0
209,35,334419,2017,5,284,17008
212,35,332313,2017,3,24,937
213,35,332721,2017,7,99,4088
215,35,334418,2017,4,0,0
217,35,334220,2017,3,0,0
219,35,334511,2017,8,820,70063
221,35,334413,2017,7,410,25084
223,35,332322,2017,12,72,2873
225,35,339950,2017,18,170,6306
228,35,339113,2017,3,79,2949
230,35,337110,2017,23,139,4564
232,35,423110,2017,16,198,11756
234,35,424810,2017,6,0,0
236,35,423320,2017,14,131,6911
238,35,423430,2017,17,216,16536
