Naics,Establishments,Employees,Payroll,fips
22,3,6,587,35023
23,8,14,334,35023
51,3,5,210,35023
54,5,25,847,35023
62,15,223,5610,35023
72,17,191,3583,35023
81,7,6,100,35023
51,9,29,1096,35029
52,27,113,4662,35029
53,19,43,1294,35029
54,22,84,2717,35029
56,14,51,1421,35029
62,47,1158,36309,35029
71,3,52,541,35029
72,65,895,11189,35029
81,37,139,2378,35029
23,29,144,7232,35029
42,9,146,5542,35029
51,22,190,6290,35031
52,85,496,14989,35031
53,43,223,6420,35031
54,44,207,7669,35031
55,3,14,294,35031
56,17,172,3528,35031
22,7,165,14823,35031
23,53,447,18328,35031
52,83,476,18257,35025
22,10,180,15757,35025
23,120,2405,142872,35025
99,3,2,54,35025
53,88,580,37357,35025
61,9,550,18077,35031
62,121,4980,219438,35031
42,49,650,19547,35031
71,11,348,10571,35031
72,149,2946,40391,35031
81,104,630,15250,35031
54,74,512,22661,35025
42,96,1215,67324,35025
55,9,275,23720,35025
56,70,1149,61323,35025
52,125,903,40521,35043
54,195,733,38961,35043
21,5,57,3395,35043
61,8,226,4798,35025
62,115,2502,103452,35025
71,13,85,1492,35025
72,151,2803,48446,35025
81,153,989,37742,35025
21,248,4358,322051,35025
51,29,278,11448,35025
55,5,139,4521,35043
62,100,1569,66596,35055
56,114,3177,122553,35043
61,28,207,5678,35043
62,239,3911,165994,35043
71,29,1036,29740,35043
71,36,1046,18112,35055
72,160,2445,46470,35055
51,15,118,4924,35055
52,36,187,7261,35055
72,167,4039,62047,35043
22,12,170,12676,35043
23,236,1500,75787,35043
53,86,274,10427,35043
42,47,336,22669,35043
51,27,200,9152,35043
81,155,1157,29233,35043
81,84,345,9038,35055
53,57,191,4998,35055
22,7,0,0,35055
23,138,423,16201,35055
54,92,319,16405,35055
55,3,37,4165,35055
54,44,133,3724,35017
55,5,184,8957,35017
56,17,39,1079,35017
61,4,123,1820,35017
62,72,1533,59352,35017
71,6,28,425,35017
72,70,1011,10911,35017
81,63,293,5274,35017
42,13,38,1655,35055
56,44,163,9018,35055
61,18,61,1588,35055
21,7,0,0,35017
22,4,0,0,35017
23,72,415,15088,35017
