,relevant_naics,estab,emp,payann,fips
321789,236118,3,5,134,35023
321790,445110,3,45,823,35023
321791,447110,3,18,355,35023
321792,447190,3,0,0,35023
321793,452319,3,14,330,35023
321794,454310,3,5,135,35023
321795,485410,6,7,74,35023
321796,517311,3,5,210,35023
321797,621111,3,0,0,35023
321798,624410,3,0,0,35023
321799,721110,7,72,1075,35023
321800,722511,6,79,1808,35023
321801,813110,3,3,48,35023
321802,441120,3,3,45,35029
321803,441310,3,20,562,35029
321804,445310,3,0,0,35029
321805,447110,13,83,1475,35029
321806,447190,3,0,0,35029
321807,452319,6,50,684,35029
321808,484121,10,58,2180,35029
321809,484230,3,0,0,35029
321810,517311,4,0,0,35029
321811,522110,4,0,0,35029
321812,522291,7,14,475,35029
321813,522390,3,9,199,35029
321814,524210,3,8,290,35029
321815,531110,4,5,221,35029
321816,531210,3,4,78,35029
321817,541110,4,8,265,35029
321818,541211,3,18,835,35029
321819,541219,3,0,0,35029
321820,541940,3,24,484,35029
321821,561710,3,22,938,35029
321822,561720,4,0,0,35029
321823,561730,3,0,0,35029
321824,621111,8,89,6425,35029
321825,621210,7,54,1930,35029
321826,621399,3,17,1178,35029
321827,621498,4,0,0,35029
321828,624120,4,492,4708,35029
321829,624410,7,0,0,35029
321830,721110,13,178,2347,35029
321831,721211,3,10,64,35029
321832,722310,3,0,0,35029
321833,722511,24,286,3635,35029
321834,722513,20,386,4225,35029
321835,811111,8,20,464,35029
321836,813110,12,45,603,35029
321837,813410,3,20,217,35029
321838,236115,3,2,58,35029
321839,236220,3,0,0,35029
321840,238210,3,16,719,35029
321841,238220,7,26,832,35029
321842,441110,3,0,0,35029
321843,446199,4,22,1016,35031
321844,447110,43,356,6099,35031
321845,447190,5,164,3564,35031
321846,811111,17,84,2548,35031
321847,811122,3,17,454,35031
321848,811192,7,34,663,35031
321849,812112,4,16,399,35031
321850,812210,4,34,1065,35031
321851,448120,4,35,382,35031
321852,448140,3,39,388,35031
321853,448150,3,11,132,35031
321854,448210,9,60,817,35031
321855,448310,10,45,810,35031
321856,452319,16,206,2929,35031
321857,812310,10,38,554,35031
321858,813110,34,230,4737,35031
321859,813410,3,0,0,35031
321860,453220,4,17,285,35031
321861,453930,4,18,448,35031
321862,453998,3,0,0,35031
321863,454310,6,43,1618,35031
321864,813910,3,13,460,35031
321865,484110,5,27,1045,35031
321866,484121,3,0,0,35031
321867,485991,4,0,0,35031
321868,486210,7,0,0,35031
321869,488410,7,17,509,35031
321870,515112,4,36,1339,35031
321871,517311,8,47,2216,35031
321872,517312,5,18,1069,35031
321873,522110,9,90,3716,35031
321874,522130,5,0,0,35031
321875,522291,30,128,3670,35031
321876,522298,20,143,3711,35031
321877,522390,7,38,749,35031
321878,524210,12,55,1665,35031
321879,531110,5,17,453,35031
321880,531120,10,33,703,35031
321881,531130,5,36,1278,35031
321882,531190,4,9,159,35031
321883,531210,3,0,0,35031
321884,531311,3,0,0,35031
321885,541110,14,42,2063,35031
321886,541211,4,19,1050,35031
321887,541213,9,54,768,35031
321888,541219,4,9,239,35031
321889,551114,3,14,294,35031
321890,561612,3,102,1889,35031
321891,236115,5,22,532,35031
321892,236118,4,2,119,35031
321893,236220,7,125,5969,35031
321894,561720,4,18,144,35031
321895,454310,3,23,465,35005
321896,454390,6,16,460,35005
321897,484110,6,63,3730,35005
321898,484121,8,59,2211,35005
321899,484122,5,32,1630,35005
321900,484220,18,119,5517,35005
321901,484230,8,26,1046,35005
321902,485410,4,0,0,35005
321903,486210,3,0,0,35005
321904,492110,4,65,3560,35005
321905,623110,3,0,0,35005
321906,623312,5,90,1808,35005
321907,624110,4,103,2208,35005
321908,624120,17,779,10264,35005
321909,515112,3,36,933,35005
321910,517311,5,39,2327,35005
321911,517312,4,0,0,35005
321912,624190,6,35,671,35005
321913,624310,3,91,926,35005
321914,624410,16,183,3124,35005
321915,522110,19,184,7711,35005
321916,522120,3,0,0,35005
321917,522130,6,42,1779,35005
321918,522291,15,41,1253,35005
321919,522298,7,33,1898,35005
321920,523910,8,22,1939,35005
321921,523920,9,13,1227,35005
321922,711510,3,6,127,35005
321923,712110,4,21,427,35005
321924,611110,6,327,9490,35031
321925,621111,18,73,6277,35031
321926,238210,8,67,3121,35031
321927,238220,11,139,4423,35031
321928,238910,3,18,477,35031
321929,621112,4,11,671,35031
321930,621210,12,110,5241,35031
321931,621310,4,11,281,35031
321932,621320,5,18,502,35031
321933,621340,4,26,1045,35031
321934,621420,3,0,0,35031
321935,621492,4,0,0,35031
321936,339910,9,103,2094,35031
321937,423940,19,284,6916,35031
321938,423990,3,0,0,35031
321939,621498,4,0,0,35031
321940,621610,8,305,5009,35031
321941,621910,3,290,22752,35031
321942,622110,4,2021,131706,35031
321943,623210,11,266,5850,35031
321944,424450,3,0,0,35031
321945,424490,3,108,3491,35031
321946,424990,4,11,350,35031
321947,624110,5,26,617,35031
321948,624120,10,993,11721,35031
321949,624190,4,21,363,35031
321950,624410,3,0,0,35031
321951,713990,3,10,355,35031
321952,441110,7,305,11714,35031
321953,441120,12,56,1109,35031
321954,441310,7,85,2150,35031
321955,441320,8,73,2642,35031
321956,442110,7,69,2130,35031
321957,721110,39,443,6720,35031
321958,722310,3,0,0,35031
321959,443142,5,37,1154,35031
321960,444220,3,56,1262,35031
321961,445110,12,450,11601,35031
321962,445310,8,81,1351,35031
321963,722410,3,20,210,35031
321964,722511,38,803,11738,35031
321965,722513,53,1417,18122,35031
321966,722514,5,98,1233,35031
321967,722515,6,38,420,35031
321968,713940,5,65,577,35005
321969,211120,23,139,10545,35005
321970,524210,32,107,3767,35005
321971,531110,11,20,608,35005
321972,531120,10,29,875,35005
321973,721110,18,206,3500,35005
321974,722310,9,100,1817,35005
321975,213112,22,64,3349,35005
321976,221122,3,0,0,35005
321977,221310,6,22,509,35005
321978,236115,14,60,1532,35005
321979,531130,7,10,178,35005
321980,531190,5,18,205,35005
321981,531210,7,20,674,35005
321982,531320,5,7,193,35005
321983,531390,5,6,382,35005
321984,722511,44,917,15388,35005
321985,722513,42,1009,12726,35005
321986,722515,10,82,1092,35005
321987,236118,10,44,1198,35005
321988,236220,6,36,1251,35005
321989,237110,5,46,1532,35005
321990,238110,4,22,1025,35005
321991,532111,3,0,0,35005
321992,532283,3,17,589,35005
321993,541110,31,157,10410,35005
321994,811111,12,39,1292,35005
321995,238110,8,84,3308,35043
321996,238140,4,0,0,35043
321997,238160,3,0,0,35043
321998,238210,28,203,12829,35043
321999,423220,3,0,0,35043
322000,423690,5,84,8408,35043
322001,425120,5,15,912,35043
322002,447110,34,315,6576,35043
322003,448120,4,25,246,35043
322004,448140,3,107,1306,35043
322005,451110,4,24,351,35043
322006,451120,3,19,367,35043
322007,517311,6,55,4000,35043
322008,517312,5,29,1364,35043
322009,531390,5,0,0,35043
322010,532210,4,0,0,35043
322011,532490,3,23,1074,35043
322012,541110,20,47,2206,35043
322013,811111,15,73,3222,35043
322014,811121,6,28,1592,35043
322015,811122,4,18,599,35043
322016,811191,4,0,0,35043
322017,811192,8,46,1026,35043
322018,811212,3,0,0,35043
322019,811310,4,2,107,35043
322020,213112,3,17,574,35043
322021,238220,34,148,5938,35043
