	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	GEO_ID	estab_agg	emp_agg	payann_agg	emp_api	payann_api	estab_api
0	17	999	Statewide	11	Fishing	17	1141	0500000US170310500000US170710500000US170710500000US170970500000US170970500000US171130500000US171130500000US171430500000US171430500000US171450500000US17145	11.5	0.0	0.0	8.0	228.4	5.2
1	17	999	Statewide	11	Forest nurseries and gathering of forest products	17	1132	0500000US170830500000US170830500000US171130500000US17177	4.0	0.0	0.0	0.0	0.0	1.6
2	17	999	Statewide	11	Hunting and trapping	17	1142	0500000US170090500000US170310500000US170310500000US170570500000US170770500000US170890500000US170890500000US170970500000US170970500000US171050500000US171050500000US171870500000US171910500000US17191	16.0	0.0	0.0	24.8	1095.8	6.8
3	17	999	Statewide	11	Logging	17	1133	0500000US170190500000US170190500000US170230500000US170230500000US170270500000US170270500000US170410500000US170490500000US170490500000US170550500000US170550500000US170770500000US170770500000US170810500000US170850500000US170850500000US170870500000US170930500000US170950500000US170950500000US171010500000US171050500000US171050500000US171150500000US171210500000US171230500000US171230500000US171310500000US171310500000US171350500000US171430500000US171450500000US171470500000US171470500000US171490500000US171530500000US171530500000US171790500000US171810500000US171810500000US171850500000US171850500000US171910500000US17191	52.833333333333336	0.0	91.0	27.0	1289.8	22.0
4	17	999	Statewide	11	Support activities for animal production	17	1152	0500000US170050500000US170050500000US170070500000US170070500000US170170500000US170170500000US170190500000US170250500000US170250500000US170270500000US170270500000US170310500000US170310500000US170370500000US170370500000US170410500000US170410500000US170430500000US170430500000US170490500000US170490500000US170510500000US170510500000US170530500000US170530500000US170570500000US170570500000US170710500000US170710500000US170730500000US170730500000US170770500000US170770500000US170790500000US170790500000US170810500000US170810500000US170830500000US170850500000US170850500000US170890500000US170890500000US170910500000US170910500000US170930500000US170930500000US170970500000US170970500000US170990500000US170990500000US171030500000US171030500000US171050500000US171050500000US171110500000US171110500000US171130500000US171170500000US171170500000US171190500000US171190500000US171210500000US171210500000US171250500000US171250500000US171330500000US171330500000US171410500000US171410500000US171430500000US171450500000US171450500000US171470500000US171470500000US171570500000US171570500000US171610500000US171610500000US171630500000US171630500000US171650500000US171670500000US171670500000US171730500000US171730500000US171750500000US171750500000US171770500000US171770500000US171790500000US171830500000US171830500000US171870500000US171870500000US171890500000US171930500000US171930500000US171950500000US171950500000US171970500000US171970500000US172010500000US172010500000US17203	309.0	558.75	18375.75	456.4	12474.4	151.4
5	17	999	Statewide	11	Support activities for crop production	17	1151	0500000US170010500000US170010500000US170030500000US170050500000US170050500000US170070500000US170110500000US170110500000US170150500000US170150500000US170170500000US170190500000US170190500000US170210500000US170210500000US170230500000US170270500000US170270500000US170290500000US170310500000US170310500000US170350500000US170370500000US170370500000US170390500000US170390500000US170430500000US170430500000US170450500000US170450500000US170470500000US170470500000US170510500000US170510500000US170530500000US170530500000US170570500000US170570500000US170590500000US170590500000US170670500000US170670500000US170710500000US170710500000US170730500000US170730500000US170750500000US170750500000US170790500000US170810500000US170830500000US170830500000US170850500000US170890500000US170890500000US170910500000US170910500000US170930500000US170930500000US170950500000US170950500000US170970500000US170970500000US170990500000US170990500000US171010500000US171010500000US171050500000US171050500000US171070500000US171070500000US171090500000US171090500000US171110500000US171110500000US171130500000US171130500000US171150500000US171150500000US171170500000US171170500000US171190500000US171190500000US171210500000US171210500000US171230500000US171230500000US171250500000US171250500000US171310500000US171310500000US171330500000US171350500000US171350500000US171410500000US171410500000US171430500000US171430500000US171470500000US171470500000US171490500000US171490500000US171570500000US171570500000US171590500000US171630500000US171630500000US171650500000US171670500000US171670500000US171730500000US171730500000US171750500000US171750500000US171770500000US171770500000US171790500000US171790500000US171810500000US171810500000US171830500000US171830500000US171850500000US171850500000US171870500000US171870500000US171890500000US171890500000US171910500000US171910500000US171930500000US171930500000US171950500000US171950500000US171970500000US172010500000US172010500000US172030500000US17203	290.75	909.5	50541.25	856.2	75909.2	141.2
6	17	999	Statewide	11	Support activities for forestry	17	1153	0500000US170190500000US170310500000US170310500000US170490500000US170490500000US170650500000US170650500000US170990500000US171010500000US171050500000US171050500000US171110500000US171110500000US171350500000US171410500000US171410500000US171570500000US171570500000US171730500000US171730500000US171810500000US171810500000US17197	24.0	0.0	0.0	8.0	447.0	8.2
7	17	999	Statewide	11	Timber tract operations	17	1131	0500000US170770500000US170770500000US170970500000US171050500000US171610500000US171610500000US172010500000US17201	8.0	0.0	0.0	0.0	0.0	3.4
8	17	999	Statewide	21	Coal mining	17	2121	0500000US170550500000US170550500000US170570500000US170570500000US170590500000US170590500000US170650500000US170690500000US171170500000US171170500000US171350500000US171350500000US171450500000US171450500000US171570500000US171570500000US171650500000US171650500000US171670500000US171670500000US171850500000US171850500000US171930500000US17193	36.0	2190.75	167260.75	3211.6	262604.6	17.4
9	17	999	Statewide	21	Metal ore mining	17	2122	0500000US171570500000US171570500000US17197	3.0	0.0	0.0	0.0	0.0	1.2
