Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,137,15575,1353,17364,7064,3927,6285,4215,9263,542,6195,1904,32888,5034,27770,8377,31
2018,189,15671,2465,17879,7123,3957,6496,4616,9785,968,6512,2069,32906,5175,28125,8433,68
2019,192,14784,2558,18109,7405,3969,6480,4639,10476,982,6852,2015,32628,5169,28374,8265,54
2020,137,13658,2526,18810,7374,3770,6521,4615,10707,688,6716,1984,33192,5254,28422,8162,116
2021,145,11302,2434,16481,6497,3575,6682,4400,11516,573,6545,1872,32734,5028,26586,8115,130
