Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,75,650,137,2721,803,384,1031,1175,2364,84,1067,177,2007,446,1847,1837,28
2018,79,644,129,2721,777,403,1050,1213,2461,80,1095,181,2031,450,1808,1836,64
2019,80,638,144,2711,777,405,1041,1234,2609,71,1066,203,2026,472,1829,1849,51
2020,73,587,142,2770,789,425,1072,1250,2677,72,1088,203,2029,476,1769,1872,92
2021,79,556,136,2821,809,443,1130,1314,2819,87,1195,201,2068,512,1845,1895,67
