Naics,Establishments,Employees,Payroll,fips
1133,9,29,1246,06057
1153,5,18,1455,06057
2123,3,13,1331,06057
2131,5,6,611,06057
2361,212,867,46260,06057
2362,11,120,8203,06057
2371,9,41,6214,06057
2373,5,26,1537,06057
2379,5,10,174,06057
2381,59,434,25499,06057
2382,99,445,24944,06057
2383,83,425,19518,06057
2389,50,246,17357,06057
3113,3,16,288,06057
3118,3,79,2696,06057
3121,19,71,2397,06057
3219,5,62,3813,06057
3231,7,42,1498,06057
3256,4,24,725,06057
3261,4,29,1358,06057
3273,3,112,8264,06057
3323,7,43,2412,06057
3327,9,57,2889,06057
3331,4,38,1730,06057
3342,5,317,37063,06057
3345,4,39,2727,06057
3371,7,23,983,06057
3363,3,41,1821,06057
3391,6,45,2345,06057
3399,10,43,1276,06057
4234,6,13,378,06057
4233,3,27,1043,06057
4236,11,223,30262,06057
4238,8,19,954,06057
4239,14,74,2926,06057
4244,6,30,1131,06057
4246,4,29,2168,06057
4248,3,36,1918,06057
4249,3,8,214,06057
4251,12,41,2095,06057
4411,3,8,417,06057
4412,6,56,2951,06057
4413,17,177,6078,06057
4422,16,135,5222,06057
4431,9,40,1072,06057
4441,30,558,22598,06057
4442,24,153,6084,06057
4451,33,1358,42140,06057
4452,11,45,1045,06057
4453,3,24,519,06057
4461,12,200,7162,06057
4471,29,266,8468,06057
4481,29,177,2896,06057
4482,5,39,482,06057
4483,6,21,765,06057
4512,4,23,405,06057
4523,8,208,3964,06057
4531,3,13,209,06057
4532,22,88,1757,06057
4511,25,217,4828,06057
4533,11,44,1086,06057
4539,28,106,3986,06057
4541,20,140,5543,06057
4543,15,98,4301,06057
4841,8,13,491,06057
4842,13,52,3335,06057
4853,3,16,307,06057
4859,3,28,1011,06057
4881,4,17,840,06057
4884,9,45,2017,06057
4921,3,86,4574,06057
4931,3,236,1723,06057
5111,8,63,2341,06057
5112,3,9,653,06057
5121,10,46,1071,06057
5151,4,39,1187,06057
5173,22,171,10952,06057
5191,3,20,1549,06057
5221,30,212,9682,06057
5222,8,466,39153,06057
5223,8,24,1353,06057
5231,13,32,6179,06057
5239,30,74,7222,06057
5242,42,206,13892,06057
5241,6,22,2275,06057
5311,55,139,3869,06057
5312,79,155,7288,06057
5313,46,605,39126,06057
5324,3,5,185,06057
5321,3,9,417,06057
5322,5,24,620,06057
5411,50,185,15233,06057
5412,55,183,8403,06057
5413,62,318,21420,06057
5414,18,27,1151,06057
5415,43,307,33983,06057
5416,73,143,9916,06057
5417,6,30,6540,06057
5418,4,5,304,06057
5419,31,208,8377,06057
5511,5,75,3829,06057
5611,9,35,1693,06057
5613,8,36,1281,06057
5614,8,36,968,06057
5615,12,58,3098,06057
5616,9,24,1326,06057
5617,130,680,26450,06057
5619,9,32,1509,06057
5621,5,88,5591,06057
5629,3,15,1413,06057
6111,8,298,9097,06057
6114,3,11,2121,06057
6115,3,32,1522,06057
6116,26,157,2328,06057
6117,5,9,277,06057
6211,82,476,39016,06057
6212,55,346,16213,06057
6213,62,309,11223,06057
6214,20,385,18975,06057
6215,6,21,1468,06057
6219,3,59,2833,06057
6231,4,617,20664,06057
6232,11,56,1571,06057
6233,9,251,6342,06057
6239,6,208,6842,06057
6242,3,37,1083,06057
6244,35,167,3681,06057
7111,8,15,483,06057
7113,6,15,283,06057
7115,6,5,308,06057
7121,6,35,806,06057
7131,3,15,680,06057
7139,51,878,19774,06057
6241,30,384,12911,06057
7211,25,2929,46586,06057
7223,13,67,1115,06057
7224,12,128,1866,06057
8111,69,385,16553,06057
8113,4,3,194,06057
7212,10,34,1501,06057
7225,197,3079,61461,06057
8114,10,15,295,06057
8121,27,81,1456,06057
8122,3,20,832,06057
8123,7,15,237,06057
8129,10,53,1108,06057
8131,48,447,8570,06057
8132,13,65,3113,06057
8133,19,173,7263,06057
8134,10,31,651,06057
8139,24,371,13607,06057
1151,66,716,36996,06107
1152,18,47,1997,06107
1153,5,81,2931,06107
2123,3,12,598,06107
2211,9,333,46219,06107
2212,5,119,10363,06107
2213,11,66,5538,06107
2361,128,598,27935,06107
2362,50,314,18794,06107
2371,30,366,29586,06107
2372,3,5,136,06107
2373,9,77,5083,06107
2379,3,12,722,06107
2381,96,809,26876,06107
2382,152,1881,112703,06107
2383,89,730,27516,06107
2389,61,468,26388,06107
3111,7,672,50073,06107
3114,11,2348,122118,06107
3115,13,2501,164346,06107
3116,3,617,14760,06107
3118,17,325,11637,06107
3119,12,1290,52824,06107
3121,6,42,1850,06107
3219,9,344,14135,06107
3222,9,1055,55633,06107
3231,15,483,24301,06107
3253,6,33,3091,06107
