,relevant_naics,estab,emp,payann,fips
16931,55,20,428,26178,06107
16932,71,65,1238,27765,06107
16933,51,83,1124,55753,06107
16934,56,293,7352,205274,06107
16935,72,641,9876,177961,06107
16936,52,351,3090,180154,06107
16937,81,561,3347,96553,06107
16938,42,379,5484,314796,06107
16940,11,89,866,36770,06107
16941,61,48,839,31450,06107
16942,21,6,21,1168,06107
16943,22,23,545,61915,06107
16944,62,882,16905,762674,06107
16945,23,602,5067,251174,06107
16946,53,328,1437,49985,06107
16947,54,419,2204,124179,06107
16948,99,5,4,101,06107
16949,42,283,6887,422447,06113
16950,71,66,1429,20127,06113
16951,72,451,9883,240242,06113
16952,55,26,1274,117116,06113
16954,11,23,392,30272,06113
16955,56,195,2727,102249,06113
16956,81,412,2782,93917,06113
16957,21,11,111,9911,06113
16958,22,6,0,0,06113
16959,23,329,3501,248493,06113
16960,51,80,1402,84370,06113
16961,52,182,1109,77017,06113
16962,61,53,621,14064,06113
16963,62,424,7373,379277,06113
16964,53,302,1689,72153,06113
16965,99,4,7,175,06113
16966,54,461,3726,284940,06113
16967,23,180,734,44785,06109
16968,53,102,396,13183,06039
16969,55,4,49,3928,06039
16970,56,107,1365,44793,06039
16971,56,75,372,14559,06109
16972,61,9,155,4185,06109
16973,62,172,2828,162027,06109
16974,42,28,119,5491,06109
16975,71,34,1394,40658,06109
16977,42,97,1039,60718,06039
16978,72,167,1958,42965,06109
16979,81,109,600,18562,06109
16980,72,210,2891,53140,06039
16981,11,30,2590,41902,06039
16982,21,3,0,0,06039
16983,22,9,183,24873,06039
16984,51,20,199,10849,06109
16985,52,55,235,12854,06109
16986,53,75,181,6020,06109
16987,54,86,433,22984,06109
16989,11,19,100,7033,06109
16990,21,3,0,0,06109
16991,22,11,90,8934,06109
16992,51,24,432,30605,06039
16993,52,96,456,23227,06039
16994,54,109,411,15828,06039
16995,61,32,323,10827,06039
16996,23,237,1445,68668,06039
16997,62,210,6043,392748,06039
16998,71,31,326,6287,06039
16999,81,159,839,21984,06039
17000,52,161,1112,67646,06023
17001,23,4,11,632,06003
17003,62,4,0,0,06003
17004,71,4,0,0,06003
17005,72,8,53,1775,06003
17006,81,3,7,306,06003
17007,61,33,286,6783,06023
17008,81,292,1569,47813,06023
17009,62,428,7087,317726,06023
17010,53,161,603,22455,06023
17011,53,186,881,47952,06057
17013,11,15,66,2890,06057
17014,21,8,20,1779,06057
17015,42,109,1104,54042,06023
17016,99,6,5,90,06057
17017,22,6,0,0,06057
17018,23,521,2440,134352,06057
17019,54,346,1381,99802,06057
17020,54,249,1884,88679,06023
17021,99,6,9,112,06023
17022,71,81,992,22479,06057
17023,71,55,724,14588,06023
17024,72,249,6054,106779,06057
17025,55,5,70,3587,06057
17026,56,185,940,39904,06057
17027,55,13,270,13707,06023
17028,72,403,6320,112910,06023
17030,51,44,496,19879,06023
17031,56,110,1135,36320,06023
17032,11,59,454,27793,06023
17033,22,6,0,0,06023
17034,23,290,1664,95374,06023
17035,51,49,371,19548,06057
17036,81,248,1695,52368,06057
17037,52,142,1091,88271,06057
17038,61,43,560,15904,06057
17039,62,332,5694,261023,06057
17040,42,85,573,43700,06057
17042,11,61,432,24770,06045
17043,53,134,510,17163,06045
17044,71,51,592,16045,06045
17045,21,3,0,0,06045
17046,22,6,0,0,06045
17047,23,250,1092,59209,06045
17048,54,172,650,27668,06045
17049,72,342,4100,79655,06045
17050,51,119,1369,126231,06087
17051,99,6,33,600,06087
17052,55,7,154,7130,06045
17053,56,107,690,31313,06045
17054,55,37,1716,223431,06087
17055,56,351,3639,135697,06087
17056,81,212,892,26378,06045
17057,61,29,419,10479,06045
17058,62,255,4443,209425,06045
17059,52,296,2305,182687,06087
17060,71,119,3070,78608,06087
17061,42,81,895,44836,06045
17062,51,42,257,13549,06045
17063,99,5,13,234,06045
17064,52,81,544,27675,06045
17066,72,711,12191,264252,06087
17067,11,23,82,4812,06087
17068,21,6,9,681,06087
17069,42,301,5105,325875,06087
17070,53,368,1519,65248,06087
17071,22,5,0,0,06087
17072,23,832,4216,243717,06087
17073,61,165,2149,76154,06087
17075,22,4,13,235,06105
17076,23,30,73,7338,06105
17077,42,7,4,161,06105
17078,51,3,25,1189,06105
17079,52,9,37,1181,06105
17080,53,6,8,261,06105
17081,54,17,83,2961,06105
17082,56,7,24,606,06105
17083,62,22,318,12938,06105
17084,71,9,46,1184,06105
17085,72,47,266,5010,06105
17086,81,17,55,1231,06105
17087,81,577,4240,147259,06087
17088,54,892,4309,322218,06087
17089,62,940,13671,805843,06087
17090,42,22723,256414,15780112,06037
17091,55,1499,83917,8069271,06037
17092,53,2381,9996,450714,06065
17093,81,20846,166458,5546389,06037
17094,56,11405,234999,9285124,06037
17095,62,33056,557151,31098622,06037
17096,51,11056,203456,23192220,06037
17097,52,1870,12950,865794,06065
17098,55,145,3225,189660,06065
17099,54,36070,290791,26661095,06037
17100,54,3639,20545,1101103,06065
17101,56,2279,38304,1205533,06065
17102,61,413,10266,283771,06065
17103,52,13148,157148,19559618,06037
17104,61,4108,154606,6205395,06037
17105,72,23574,456325,10253076,06037
17107,11,70,889,32859,06065
17108,42,1939,28548,1738319,06065
17109,53,16744,90525,5767918,06037
17110,21,24,318,22221,06065
17111,51,552,7480,395857,06065
17112,62,4775,81484,4088831,06065
17113,22,72,1333,134163,06065
17114,23,4677,56603,3055211,06065
17115,72,3938,92605,2018566,06065
17116,71,16347,95185,9451822,06037
17117,81,3285,23400,654834,06065
17118,99,35,63,1270,06065
17119,71,596,16107,417216,06065
17120,99,369,582,25358,06037
17122,11,22,132,4508,06071
17123,21,30,538,37316,06071
17124,22,100,3599,344088,06071
17125,23,3345,32803,1926322,06071
17127,11,115,550,19420,06037
17128,42,3070,43598,2400805,06071
17129,21,91,3923,350567,06037
17130,22,252,14694,1688994,06037
17131,54,2757,19547,996357,06071
17132,72,3652,66634,1178315,06071
17133,52,1638,15764,969047,06071
17134,99,29,56,1567,06071
17135,23,14770,132657,8151822,06037
17136,81,3126,22888,706183,06071
17137,23,1041,7084,518827,06041
17138,54,1820,8155,777637,06041
17139,61,408,12624,425513,06071
17140,53,1796,9074,414968,06071
17141,71,289,3451,117293,06041
17142,61,205,4870,190832,06041
17143,55,178,7594,414469,06071
17144,52,703,4682,543684,06041
17145,99,22,25,858,06041
17146,51,462,9666,676366,06071
17147,56,1695,38646,1342183,06071
17148,62,4317,98526,5502162,06071
17149,71,408,12721,332080,06071
17150,62,1163,16387,1042168,06041
17151,72,765,13326,341307,06041
17152,55,67,1096,105326,06041
17153,53,630,2886,233229,06041
17154,81,784,5625,237437,06041
17155,56,541,5591,286732,06041
17156,99,78,134,2970,06085
17157,51,311,5322,796670,06041
17158,54,8868,138484,18897722,06085
17159,55,287,80268,19958350,06085
17161,11,17,57,2049,06041
17162,22,4,0,0,06041
17163,42,370,2491,205591,06041
17164,52,2418,25298,3646659,06085
17165,61,163,2327,69847,06061
17166,56,2235,58402,2824894,06085
17168,54,1348,10220,662308,06061
17169,62,5906,114153,9169486,06085
17170,11,25,152,7328,06085
17171,21,10,156,13501,06085
17172,81,832,6671,215447,06061
17173,51,171,3133,328852,06061
17174,62,1277,22768,1603636,06061
17175,52,834,10649,877956,06061
17176,22,21,2030,249401,06085
17177,23,3503,45964,3825367,06085
17178,55,67,5162,408269,06061
17179,56,587,8280,313318,06061
17180,99,13,24,399,06061
17181,53,799,3520,197850,06061
17182,71,161,4083,78151,06061
17183,51,1847,124878,30917112,06085
17184,71,630,17245,647965,06085
17185,72,951,23098,510437,06061
17186,53,2750,13606,1032573,06085
17188,11,17,83,3668,06061
17189,21,3,11,613,06061
