Naics,Establishments,Employees,Payroll
113310,28,66,3170
115112,20,28,1838
212321,9,91,5905
221122,33,608,57885
221310,4,6,111
221115,3,25,2113
238990,112,492,27727
236220,171,2147,136592
238310,112,627,31400
238210,297,2291,128244
238350,74,328,15250
238330,68,164,5471
238130,69,306,13375
238150,7,100,5683
237310,49,810,64604
237210,4,0,313
238140,51,342,16927
236117,71,350,19926
236116,10,49,2906
236115,364,1068,43851
238290,19,137,8650
238390,7,21,808
238190,4,30,1284
237990,3,13,896
238320,81,373,15132
238220,347,3520,188233
238110,174,1073,66634
237130,34,1546,98319
236118,381,966,37465
238160,65,432,22215
238170,45,194,10046
238910,179,1341,100323
238120,6,31,3543
238340,8,24,926
237110,34,444,34228
314999,3,11,215
311611,3,15,460
312120,13,75,1990
311119,7,156,8184
311811,7,55,987
314910,3,27,1538
326199,15,613,28923
323111,30,948,53230
323113,5,108,5086
321992,3,127,6808
327320,22,266,18228
321113,6,217,9494
333999,3,196,9946
339116,11,59,2256
332312,4,356,19105
333111,12,282,16674
332710,36,446,20852
337122,3,109,4509
332323,3,24,1039
336390,3,80,4833
332313,3,174,11411
332721,4,93,3996
332322,7,670,25330
339950,12,750,42145
333992,4,64,3094
337110,17,1510,59796
423110,25,578,33726
424810,3,206,10058
423320,3,12,951
423430,6,401,34217
423810,18,439,39710
424210,9,200,9193
423610,22,415,25698
423820,96,1201,74799
424910,237,2308,154683
424930,3,155,7981
424480,3,8,131
424510,86,1069,57427
423710,5,38,1649
423220,5,55,4110
423620,3,53,4007
424130,4,32,2296
423830,49,472,28684
423840,8,145,7647
424520,7,51,1761
423310,17,237,24941
423450,21,199,12659
423510,6,88,8585
423120,33,667,36123
423420,15,221,13207
424690,11,192,12281
423440,10,118,5062
423390,6,48,2781
423690,13,132,8338
424490,31,726,33138
423990,11,45,1808
424990,11,44,3022
424710,8,169,11458
423720,23,237,13999
423930,9,137,5872
423330,16,258,15704
423850,10,114,6304
424120,4,6,378
423130,6,102,5656
423730,22,237,18440
425120,53,293,11422
424820,5,207,11750
446199,14,49,4466
442299,30,297,5307
445299,10,174,2110
441310,119,1121,32641
445291,3,33,417
445310,40,198,4283
441222,3,8,569
448130,10,94,1124
448150,12,58,755
445292,6,28,357
445120,5,13,398
446120,12,249,3881
443142,43,392,10512
448140,40,719,10472
442210,28,217,11154
446191,21,95,2738
442110,56,596,23820
447110,452,4916,110758
444130,61,679,22850
444110,9,1068,37527
443141,23,249,11214
448310,29,163,4846
445210,6,30,781
448110,8,50,1238
441228,48,532,25442
441110,74,3705,217618
444220,61,550,21757
446130,18,130,3519
444190,117,1005,50734
448190,41,387,5356
447190,48,500,14827
444210,3,10,323
444120,10,60,4025
446110,68,1194,40690
441210,11,196,11221
448210,51,371,6068
445110,134,7495,146733
441320,45,573,26095
441120,72,519,26298
448120,89,711,9654
452319,109,1361,29662
453998,86,368,15162
453920,4,10,144
451211,4,53,658
452210,10,916,12183
454110,78,645,27150
453110,18,82,1238
454310,9,48,2017
453220,71,456,11674
451120,23,280,5282
451140,5,42,834
453210,3,39,717
454390,74,276,12822
453910,12,166,4232
451130,9,53,1029
451110,65,1373,32756
453991,13,62,1115
453310,75,658,10080
454210,3,10,320
452311,12,2846,81973
488510,29,127,5988
484110,98,403,19505
484122,39,883,52089
484121,274,1910,87222
488410,15,140,5258
488119,9,154,2975
488190,4,20,935
486910,3,15,1758
487110,3,12,994
487990,4,4,705
481111,6,135,2091
485991,6,42,1020
484220,230,670,34425
484230,126,494,29022
485310,3,17,192
484210,11,126,4401
492110,39,1532,57888
493110,13,289,11826
492210,7,48,1866
518210,27,336,14290
519130,9,241,15241
512110,17,37,4372
512131,9,158,1209
511110,4,81,3391
511120,6,87,2707
515112,19,229,8779
511210,5,79,3838
515120,7,269,13641
517311,56,1805,118060
517312,40,728,35763
522298,35,299,18702
524291,14,52,2711
522110,401,8769,649978
522291,22,236,13536
522210,4,1118,76356
522130,61,950,56184
524114,16,692,52356
524113,21,710,50932
524126,27,1218,75564
522320,16,669,42159
524210,689,2573,148349
523930,41,107,6499
523110,5,158,12503
523910,5,15,773
522390,3,25,2208
525990,3,14,766
523920,136,453,50940
522292,16,1193,84547
522220,7,13,423
522120,4,570,52541
523120,60,292,48345
524292,6,143,11947
523991,23,246,26471
532412,4,57,4400
532310,3,32,902
532283,3,135,5047
531130,25,78,2135
531120,73,154,5343
531190,46,77,2156
531110,258,684,20469
531312,24,141,7458
531210,350,624,30537
531320,41,70,4395
531390,11,12,429
532490,13,91,7956
532111,20,156,3794
531311,88,1058,46189
532120,7,69,3033
541611,160,766,42023
541810,37,328,21456
541990,23,81,3556
541310,37,234,15339
541350,11,28,1353
541922,3,6,205
541512,55,391,25726
541511,84,652,50563
541340,10,13,724
541330,137,1672,133310
541620,6,16,3898
541430,7,15,522
541612,3,13,560
541410,13,38,1185
541320,4,25,823
541613,56,156,7251
541211,125,1092,57122
541110,335,1404,84687
541219,68,277,9338
541519,5,99,9923
541690,51,309,30506
541890,8,106,2673
541850,3,43,2260
541214,5,42,3810
541921,28,74,1646
541614,7,20,1141
541820,3,6,379
541713,6,37,3245
541715,7,19,1743
541370,4,56,3352
541213,44,246,3971
541380,6,97,4394
541191,4,51,3544
541930,9,31,1400
541940,94,794,33568
551114,87,6760,482126
551112,11,73,8701
561499,3,73,2366
561990,35,202,9123
561740,28,95,2895
561440,7,223,11306
561920,6,52,204
561492,3,2,48
561311,4,3,269
561312,8,18,1386
561710,9,16,418
561210,12,218,9227
561611,6,5,163
561720,193,1958,34272
561730,284,1141,49327
561110,84,606,44397
561790,16,58,2231
561431,3,30,719
562910,6,47,2060
561612,8,156,3556
561621,6,189,9883
562991,3,16,858
562111,37,443,22444
561422,7,658,28496
561320,43,1110,29010
561520,5,23,665
561510,12,79,2569
611699,6,20,316
611310,4,1651,34522
611511,4,34,793
611710,9,15,1068
611110,39,2982,99073
611691,13,101,945
611610,35,234,1803
611519,3,23,824
611430,7,11,487
611620,25,238,2452
621999,11,146,11226
621498,14,1467,349081
621910,16,235,9185
623312,56,1975,56470
621991,3,92,3671
624110,18,286,7405
624410,211,3346,58744
624210,40,178,4795
623311,16,1378,41780
621512,3,29,1332
621410,3,20,826
621493,11,200,9180
622110,11,19725,1264393
621610,25,915,32127
621511,8,118,12736
623110,38,2542,82643
621399,30,56,3119
621310,200,651,23580
621210,291,2670,161181
621330,74,229,9967
621320,76,570,23949
621340,77,703,27806
621111,287,6332,603329
621112,6,38,1882
621391,3,15,508
624229,8,61,2054
624190,103,620,19296
621420,17,481,18361
623210,119,1427,38000
623220,12,670,23751
624120,38,1592,25216
622310,4,907,44207
624221,13,256,7617
624310,12,553,11347
713990,92,445,7589
713110,3,48,1104
713120,11,92,2299
713950,5,104,1286
713210,8,307,7616
713940,100,1498,16133
713910,36,420,15144
711510,64,146,5079
712110,15,64,1461
711130,3,21,1159
712190,3,4,355
713290,113,961,18230
711310,7,901,9094
711320,9,29,805
711211,3,77,1522
711110,3,2,46
712130,3,61,2313
721199,10,10,517
721191,11,16,317
722514,8,169,1700
721120,11,1226,26003
722320,14,52,971
722410,296,2699,41696
722310,42,1131,16058
722511,671,12099,193868
721110,407,6414,109072
722513,521,10735,170094
722330,7,2,76
721211,52,179,8064
721214,17,50,2124
721310,3,22,172
722515,152,1742,24050
812990,27,80,1098
811412,8,13,369
811121,161,735,37356
811112,3,15,508
811122,10,35,1773
811191,10,90,2917
811113,10,41,1881
812112,140,941,21880
813910,74,373,20356
811192,45,507,9283
813410,107,617,13231
812310,4,43,695
811310,116,498,26207
811212,9,33,1319
812191,5,28,703
812320,16,139,2849
813312,20,158,4050
812210,26,155,7328
811111,332,1320,55356
813211,15,110,7749
813311,13,76,3531
813930,15,63,1424
812113,16,44,1629
811118,15,55,2216
813219,10,62,3454
811490,21,43,1404
812199,54,350,7847
813990,15,29,868
813319,3,5,320
812910,55,278,6340
813940,5,11,362
813920,17,79,5586
813110,863,5315,103019
813212,8,60,3068
