Year,N1133,N1141,N1152,N2111,N2123,N2211,N2212,N2213,N2361,N2362,N2371,N2372,N2373,N2379,N2381,N2382,N2383,N2389,N3111,N3113,N3114,N3115,N3116,N3118,N3119,N3121,N3132,N3133,N3141,N3149,N3152,N3159,N3169,N3211,N3219,N3221,N3222,N3231,N3241,N3251,N3252,N3253,N3254,N3255,N3256,N3259,N3261,N3262,N3271,N3272,N3273,N3279,N3312,N3313,N3314,N3315,N3321,N3322,N3323,N3324,N3325,N3326,N3327,N3328,N3329,N3331,N3332,N3333,N3334,N3335,N3336,N3339,N3341,N3342,N3343,N3344,N3345,N3351,N3353,N3359,N3362,N3363,N3364,N3366,N3369,N3371,N3372,N3379,N3391,N3399,N4231,N4232,N4233,N4234,N4235,N4236,N4237,N4238,N4239,N4241,N4242,N4243,N4244,N4245,N4246,N4247,N4248,N4249,N4251,N4411,N4412,N4413,N4421,N4422,N4431,N4441,N4442,N4451,N4452,N4453,N4461,N4471,N4481,N4482,N4483,N4511,N4512,N4522,N4523,N4531,N4532,N4533,N4539,N4541,N4542,N4543,N4811,N4812,N4831,N4832,N4841,N4842,N4851,N4852,N4853,N4854,N4855,N4859,N4862,N4872,N4881,N4883,N4884,N4885,N4889,N4921,N4922,N4931,N5111,N5112,N5121,N5122,N5151,N5152,N5173,N5174,N5179,N5182,N5191,N5221,N5222,N5223,N5231,N5239,N5241,N5242,N5259,N5311,N5312,N5313,N5321,N5322,N5323,N5324,N5331,N5411,N5412,N5413,N5414,N5415,N5416,N5417,N5418,N5419,N5511,N5611,N5612,N5613,N5614,N5615,N5616,N5617,N5619,N5621,N5622,N5629,N6111,N6112,N6113,N6114,N6115,N6116,N6117,N6211,N6212,N6213,N6214,N6215,N6216,N6219,N6221,N6222,N6223,N6231,N6232,N6233,N6239,N6241,N6242,N6243,N6244,N7111,N7112,N7113,N7114,N7115,N7121,N7131,N7132,N7139,N7211,N7212,N7223,N7224,N7225,N8111,N8112,N8113,N8114,N8121,N8122,N8123,N8129,N8131,N8132,N8133,N8134,N8139
2017,199.0,1150.0,7311.0,4012.0,35853.0,294692.0,12304.0,50297.0,310888.0,496420.0,317854.0,3299.0,196518.0,20424.0,382272.0,1293027.0,380878.0,477623.0,0.0,5103.0,5581.0,48491.0,12874.0,117594.0,52212.0,34950.0,0.0,,5598.0,33459.0,1776.0,0.0,0.0,1791.0,40997.0,,85938.0,269908.0,18013.0,98246.0,42785.0,4112.0,31702.0,6971.0,32613.0,148289.0,301000.0,4663.0,140.0,32390.0,77072.0,44496.0,33809.0,0.0,61273.0,5768.0,209233.0,107058.0,170025.0,6324.0,40947.0,67765.0,535272.0,226781.0,238734.0,8932.0,174874.0,40122.0,12795.0,199293.0,127376.0,198524.0,7619.0,119989.0,,198928.0,839789.0,43845.0,95827.0,291895.0,1082.0,137938.0,2184465.0,1553.0,388.0,35461.0,45595.0,1795.0,222535.0,120792.0,174115.0,93022.0,151772.0,727297.0,182898.0,400695.0,286370.0,628161.0,348913.0,176828.0,542127.0,105447.0,775099.0,5940.0,187418.0,89209.0,176688.0,161848.0,342684.0,875503.0,53297.0,155095.0,95739.0,99671.0,141272.0,510515.0,58261.0,1028456.0,44214.0,83106.0,539220.0,147738.0,343323.0,45676.0,58263.0,98884.0,17709.0,93092.0,446981.0,15077.0,45082.0,49120.0,78046.0,263765.0,6102.0,297931.0,30206.0,55197.0,62541.0,0.0,230280.0,124398.0,0.0,554.0,53710.0,239334.0,17613.0,28469.0,0.0,1398.0,66310.0,5911.0,17368.0,129301.0,10292.0,217710.0,10310.0,379542.0,256766.0,573735.0,140875.0,1406.0,247042.0,164754.0,843160.0,,15576.0,686161.0,437932.0,1661271.0,2117994.0,110925.0,1424080.0,4990183.0,6119526.0,1051460.0,0.0,231457.0,282761.0,338648.0,62803.0,61933.0,3121.0,109573.0,25460.0,1086388.0,929716.0,1154861.0,61818.0,1666788.0,1412312.0,1295535.0,464993.0,695352.0,4375016.0,568086.0,60065.0,960942.0,184188.0,327607.0,282157.0,848179.0,159159.0,169690.0,24509.0,110805.0,947043.0,1218.0,2292439.0,83722.0,55612.0,105146.0,31687.0,3102925.0,686605.0,496346.0,721869.0,318077.0,649327.0,218498.0,3797762.0,64946.0,101692.0,1130825.0,468817.0,375141.0,78473.0,883694.0,89575.0,128806.0,331272.0,28993.0,3530.0,51050.0,31394.0,43855.0,79546.0,11975.0,0.0,497693.0,735480.0,26544.0,321799.0,51879.0,2034577.0,405554.0,33366.0,89505.0,31949.0,283372.0,81050.0,107627.0,76248.0,293993.0,130884.0,95243.0,71664.0,318851.0
2018,,,7947.0,,42526.0,743880.0,122341.0,63356.0,315583.0,504493.0,287223.0,3175.0,183306.0,23276.0,412079.0,1338571.0,413007.0,478433.0,1220.0,4929.0,5651.0,44619.0,11733.0,128288.0,60607.0,46802.0,100.0,,5795.0,37903.0,1642.0,1571.0,18594.0,7530.0,38830.0,34411.0,82549.0,257527.0,11614.0,112135.0,56367.0,9423.0,44289.0,25664.0,41008.0,143637.0,285825.0,4660.0,145.0,26379.0,87369.0,46359.0,40692.0,18068.0,56099.0,35679.0,197684.0,102444.0,178959.0,16777.0,86876.0,68458.0,597016.0,187462.0,364094.0,9067.0,189095.0,76437.0,14979.0,231702.0,139151.0,198375.0,7494.0,165876.0,791.0,197614.0,863969.0,33623.0,102009.0,299211.0,1099.0,195315.0,3427306.0,942678.0,390.0,33843.0,46964.0,13785.0,230785.0,314422.0,181223.0,96043.0,140959.0,582126.0,186350.0,431775.0,305162.0,631783.0,372454.0,177911.0,927165.0,121546.0,863553.0,4227.0,189349.0,119245.0,180339.0,174110.0,345848.0,876513.0,53376.0,160735.0,98760.0,98324.0,137518.0,521731.0,63084.0,1081206.0,36414.0,83865.0,506976.0,145572.0,352734.0,43115.0,58320.0,97916.0,18570.0,84417.0,460654.0,15488.0,45887.0,48558.0,84637.0,284178.0,6277.0,295415.0,24512.0,85113.0,51064.0,16357.0,257672.0,133415.0,42605.0,4389.0,57602.0,247754.0,19694.0,25618.0,12515.0,1344.0,71662.0,14217.0,19547.0,142183.0,12329.0,264467.0,10826.0,391151.0,251823.0,520403.0,125602.0,1310.0,276949.0,644609.0,1018688.0,2947.0,7177.0,641763.0,437806.0,1765631.0,953283.0,88643.0,1374162.0,4406090.0,7040076.0,1522107.0,8024.0,241987.0,168567.0,458529.0,67186.0,64136.0,3171.0,119689.0,25573.0,1113351.0,974066.0,1253883.0,60203.0,1800818.0,1242203.0,2102289.0,478640.0,651680.0,4498691.0,438887.0,52959.0,956879.0,156418.0,341231.0,310417.0,900684.0,203103.0,189974.0,46169.0,107469.0,942917.0,14515.0,2369193.0,57271.0,59646.0,110831.0,53468.0,3382461.0,677086.0,480515.0,668949.0,334618.0,751427.0,243444.0,3871443.0,68234.0,102965.0,1190918.0,469798.0,384791.0,104283.0,889075.0,91540.0,116974.0,328437.0,34856.0,8038.0,45487.0,44760.0,39916.0,81893.0,16129.0,4083.0,517144.0,766280.0,28103.0,349561.0,47619.0,2128873.0,441071.0,29634.0,98192.0,25303.0,294621.0,76867.0,115131.0,90623.0,295669.0,153382.0,93561.0,66234.0,310709.0
2019,,868.0,9217.0,,49853.0,733796.0,109357.0,90637.0,328486.0,531734.0,329074.0,2555.0,193689.0,29093.0,464935.0,1482865.0,435650.0,489389.0,,4595.0,24476.0,51057.0,12404.0,116836.0,52531.0,65206.0,,,4605.0,37829.0,1300.0,1371.0,18033.0,5758.0,39488.0,31432.0,89210.0,258856.0,18713.0,127309.0,52606.0,9558.0,41986.0,25234.0,46249.0,91091.0,297687.0,22304.0,131.0,22979.0,83125.0,45637.0,41135.0,19030.0,60697.0,36701.0,200755.0,111969.0,182680.0,19693.0,82221.0,54066.0,614167.0,196620.0,343726.0,9915.0,201366.0,126021.0,13416.0,239675.0,150376.0,192686.0,7376.0,129314.0,,184854.0,877841.0,32339.0,113659.0,283864.0,,188326.0,3422309.0,943620.0,387.0,34306.0,48351.0,14385.0,251429.0,277188.0,200634.0,92036.0,146466.0,607344.0,172402.0,462250.0,281985.0,621175.0,388320.0,172632.0,991630.0,134944.0,840308.0,47221.0,273227.0,95258.0,173466.0,170404.0,304738.0,908707.0,54433.0,164889.0,123077.0,95288.0,134703.0,518100.0,66260.0,1050072.0,36847.0,84852.0,495673.0,156518.0,337628.0,42208.0,58829.0,95380.0,18002.0,87544.0,483437.0,15048.0,45394.0,53802.0,90996.0,289761.0,5700.0,305443.0,23064.0,104560.0,46669.0,17310.0,288664.0,143027.0,46310.0,6419.0,60044.0,263120.0,20538.0,27329.0,13336.0,1916.0,66387.0,12490.0,21865.0,142661.0,11740.0,290525.0,16172.0,418453.0,244617.0,566531.0,151190.0,1408.0,275684.0,812373.0,1027614.0,2954.0,10731.0,676943.0,539457.0,1776920.0,782685.0,146077.0,1249254.0,4828475.0,6419390.0,1641844.0,11567.0,237456.0,185164.0,478108.0,69400.0,58987.0,2978.0,160320.0,28046.0,1126570.0,940678.0,1302216.0,55988.0,1822576.0,1392916.0,2052676.0,468373.0,643899.0,4910409.0,474059.0,60571.0,967032.0,149475.0,359082.0,313707.0,958589.0,203649.0,189497.0,38575.0,98104.0,953997.0,11223.0,2582616.0,66331.0,60949.0,115641.0,59145.0,3665117.0,685421.0,441252.0,711947.0,387709.0,708244.0,193029.0,3717322.0,68236.0,107359.0,1190193.0,511657.0,416358.0,105261.0,944852.0,95096.0,117367.0,344771.0,37445.0,9042.0,80409.0,39307.0,42324.0,83117.0,17610.0,3998.0,526239.0,760653.0,29593.0,364711.0,48249.0,2227798.0,451024.0,30801.0,88664.0,26357.0,304974.0,77793.0,116452.0,97556.0,298083.0,156520.0,98062.0,69022.0,318242.0
2020,59.0,,8597.0,,52393.0,797014.0,104308.0,67989.0,333599.0,505126.0,356436.0,2195.0,200014.0,33844.0,444691.0,1483132.0,412680.0,498728.0,1749.0,4399.0,22558.0,56344.0,12951.0,119089.0,59559.0,77366.0,,,3229.0,42246.0,709.0,,16633.0,5389.0,36201.0,31806.0,83544.0,225531.0,17901.0,116337.0,50084.0,9397.0,62279.0,24023.0,36283.0,100970.0,282934.0,22087.0,117.0,27233.0,84717.0,83430.0,35719.0,17273.0,56650.0,31790.0,194506.0,110397.0,172532.0,4548.0,86076.0,79274.0,569091.0,192003.0,343891.0,7910.0,221418.0,115921.0,16643.0,229569.0,138733.0,177078.0,7180.0,124694.0,515.0,201819.0,980175.0,33271.0,92471.0,278007.0,,172542.0,3408921.0,1167468.0,454.0,29305.0,43999.0,23987.0,409127.0,215489.0,191818.0,89115.0,153871.0,594260.0,172167.0,423493.0,271681.0,571322.0,355665.0,154212.0,725271.0,99544.0,834002.0,1748.0,287146.0,89732.0,183331.0,170674.0,254177.0,851979.0,59858.0,163404.0,112942.0,88241.0,120297.0,552056.0,71521.0,1109621.0,38759.0,94037.0,484294.0,167825.0,271794.0,37044.0,46714.0,97219.0,13181.0,68592.0,506256.0,12827.0,39759.0,46859.0,93234.0,374602.0,4457.0,313352.0,20280.0,106360.0,43505.0,13964.0,303305.0,144047.0,49852.0,4753.0,28535.0,208454.0,12662.0,25418.0,10921.0,1382.0,60401.0,14237.0,20316.0,135482.0,13323.0,321990.0,30550.0,468288.0,206017.0,623097.0,140857.0,1120.0,276114.0,816524.0,1020341.0,,9375.0,635211.0,420775.0,1876419.0,849650.0,181576.0,1450919.0,4931952.0,6678758.0,1167590.0,12830.0,243149.0,204177.0,486970.0,57570.0,49109.0,2261.0,132601.0,24612.0,1093465.0,926247.0,1298080.0,50162.0,2464057.0,1304047.0,2263170.0,473832.0,625143.0,4613383.0,468367.0,59644.0,812672.0,155800.0,298690.0,315119.0,1010812.0,198229.0,195426.0,36507.0,101609.0,940946.0,11558.0,2653240.0,73837.0,53697.0,105082.0,58784.0,3901387.0,609592.0,554397.0,734898.0,293652.0,675070.0,185622.0,4419146.0,59329.0,108745.0,1187266.0,631384.0,432462.0,113521.0,999101.0,103404.0,119795.0,298795.0,20999.0,39886.0,26489.0,35862.0,34595.0,72733.0,8878.0,2782.0,452626.0,622598.0,22515.0,268740.0,32781.0,1865405.0,434907.0,30923.0,81989.0,22156.0,221313.0,78827.0,94149.0,98255.0,284103.0,153279.0,98013.0,63804.0,309218.0
2021,31.0,,10621.0,,45559.0,811695.0,103511.0,63146.0,396751.0,522807.0,323782.0,2767.0,202087.0,36581.0,475299.0,1574613.0,464356.0,546740.0,2709.0,10293.0,6735.0,57099.0,14184.0,138675.0,66760.0,83282.0,5901.0,8072.0,3642.0,48984.0,884.0,,16984.0,6387.0,41441.0,,106259.0,235310.0,14994.0,148147.0,55630.0,9969.0,62407.0,28679.0,70232.0,117019.0,290473.0,28080.0,,32920.0,88092.0,97055.0,34790.0,,68530.0,30567.0,235579.0,102834.0,169507.0,4789.0,86223.0,56451.0,561382.0,179522.0,359389.0,10190.0,236975.0,110457.0,18059.0,229320.0,133148.0,223708.0,11860.0,125603.0,,201768.0,950769.0,32928.0,88886.0,275435.0,,167293.0,3493488.0,1198062.0,412.0,31337.0,48820.0,16692.0,351861.0,115355.0,209450.0,92505.0,173006.0,562105.0,194963.0,441184.0,297900.0,597463.0,415412.0,160865.0,737138.0,112063.0,866162.0,1818.0,312574.0,117706.0,238955.0,146405.0,297601.0,1012497.0,72131.0,191845.0,147495.0,99315.0,129813.0,579563.0,81398.0,1146260.0,41887.0,100927.0,466345.0,172505.0,305602.0,40594.0,56419.0,112215.0,15609.0,73454.0,561555.0,15181.0,43280.0,58805.0,102350.0,409828.0,4639.0,331169.0,19330.0,102549.0,52051.0,17321.0,346303.0,152068.0,51809.0,4889.0,34581.0,235355.0,12343.0,33588.0,14530.0,1793.0,56961.0,15142.0,31532.0,141682.0,13299.0,361471.0,47033.0,478381.0,199879.0,503809.0,137197.0,1225.0,296010.0,902764.0,1266266.0,3061.0,11216.0,629568.0,414324.0,1920180.0,789360.0,243555.0,1970288.0,4929589.0,6399329.0,1278981.0,13117.0,245150.0,235603.0,503681.0,59129.0,62385.0,2398.0,190079.0,37673.0,1146589.0,938220.0,1222068.0,58153.0,2527416.0,1395113.0,2661309.0,566193.0,691078.0,4446901.0,532568.0,72963.0,998771.0,169336.0,284396.0,342112.0,1063221.0,187929.0,205593.0,41104.0,107422.0,963463.0,13074.0,2776529.0,121359.0,54194.0,124542.0,53406.0,4254965.0,730524.0,548454.0,806187.0,394059.0,673258.0,260835.0,4593496.0,63273.0,112472.0,1109740.0,645643.0,415587.0,91835.0,1005538.0,110209.0,124175.0,367453.0,25260.0,5137.0,31058.0,36316.0,47013.0,78538.0,14952.0,2817.0,517617.0,545275.0,25592.0,293180.0,47433.0,2333526.0,434148.0,30296.0,86380.0,26200.0,293532.0,83772.0,107805.0,122483.0,282385.0,150691.0,98798.0,71546.0,319432.0
