"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Captain Cook","","19.477671","-155.898354","Edge of the World","HI","82-5889 Old Government Rd.","coffee tea fresh-fruits nuts wild-harvested forest-products","","farm","www.konaedge.com","96704"
"Mountain View","https://www.facebook.com/hcmcoffee","19.564663","-155.088528","Hilo Coffee Mill Market @ The Mill","HI","17-995 Volcano Rd","baked-goods bedding plants canned preserved coffee tea crafts woodworking cut-flowers eggs herbs fresh-fruits fresh-vegetables honey prepared-foods wild-harvested forest-products","www.twitter.com/hilocoffeemill ","farm","www.hilocoffeemill.com","96771"
"Wai'anae","facebook.com/kahumanafarms/","21.440047","-158.155961","Kahumana Farms & Café Market","HI","86-660 lualualei homestead road","baked-goods dairy products eggs herbs fresh-fruits fresh-vegetables honey mushrooms wild-harvested forest-products","www.kahumana.org","farm","www.kahumana.org","96792"
"Captain Cook","","19.499856","-155.920972","Love Family Farms","HI","81-639994 lilikalani","baked-goods canned preserved coffee tea crafts woodworking fresh-fruits honey nuts","","farm","http://www.hawaiifruit.net","96704"
"Kealakekua","https://www.facebook.com/adaptationsaloha","19.5257840","-155.9236509","Adaptations' Fresh Feast","HI","79-7500 Mamalahoa Highway, Unit 1","organic baked goods cheese eggs herbs vegetables honey jams nuts coffee fruits mushrooms","https://twitter.com/MaureenDatta","market","http://www.adaptationsaloha.com","96750"
"Honolulu","","21.287867","-157.844930","Aina Moana  Park (People's Open Market)","HI","1201 Ala Moana Boulevard","herbs vegetables nuts beans fruits mushrooms","","market","http://www.honolulu.gov/parks/programs/pom","96822"
"Honolulu","","21.305408","-157.852699","City Hall Parking Lot Deck (People's Open Market)","HI","Alapai & Beretania Street","flowers herbs vegetables nuts beans fruits mushrooms","","market","http://www.honolulu.gov/parks/programs/pom","96813"
"Ewa Beach","","21.314954","-158.007174","Ewa Beach Community Park (People's Open Market)","HI","91-955 North Road","vegetables nuts beans fruits mushrooms","","market","http://www.honolulu.gov/parks/programs/pom","96706"
"Honokaa","facebook/hamakuaharvest","20.070927","-155.449740","Farmers' Market at Hamakua Harvest","HI","46-2600 Hawaii Belt Highway","organic baked goods cheese crafts flowers eggs seafood herbs vegetables honey jams nuts plants prepared-foods soap trees coffee fruits juices wild","","market","http://www.hamakuaharvest.org","96727"
"Aiea","","21.373292","-157.914948","Halawa District Park (People's Open Market)","HI","99-795 Iwaiwa Street","herbs vegetables nuts fruits mushrooms","","market","http://www.honolulu.gov/parks/programs/pom","96701"
"Hanalei","https://www.facebook.com/hanaleifarmersmarket.halehalawai/","22.201731","-159.499208","Hanalei Farmers' Market at Hale Halawai 'Ohana O Hanalei","HI","55299C Kuhio Hwy ","baked goods cheese crafts flowers eggs herbs vegetables honey jams nuts poultry prepared-foods soap coffee fruits juices mushrooms wild","","market","http://halehalawai.org/","96714"
"Honolulu","","21.283943","-157.713935","Hawaii Kai Park n Ride (People's Open Market)","HI","300 Keahole Street","flowers herbs vegetables nuts beans fruits mushrooms","","market","http://www.honoluluparks.com",""
"Kailua","","21.395631","-157.737337","Kailua Distirct Park (People's Open Market)","HI","21 South Kainalu Drive","baked goods flowers herbs vegetables jams beans fruits mushrooms","","market","http://www.honolulu.gov/parks/programs/pom","96734"
"Honolulu","","21.344726","-157.869800","Kalihi Valley District Park (People's Open Market)","HI","1911 Kam IV Road","baked goods flowers herbs vegetables nuts beans fruits mushrooms","","market","http://www.honolulu.gov/parks/programs/pom","96819"
