Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,223,198,292,12372,6414,2451,9576,9893,18078,987,8565,2175,18850,2091,13042,11602,132
2018,228,194,309,12715,6408,2519,9525,10252,18353,971,8563,2246,19117,2227,13288,11609,186
2019,215,196,307,13076,6373,2547,9509,10708,18687,936,8622,2255,19590,2317,13512,11870,170
2020,226,196,304,13473,6267,2577,9631,11361,19222,940,8761,2288,19925,2348,13521,12126,241
2021,229,203,292,14274,6361,2593,9808,12233,19818,910,9161,2336,20568,2366,13894,12617,175
