Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,1742,7416,11932,148511,91255,54115,158678,49881,144365,59574,175695,59455,370542,48339,299167,89826,217
2018,2100,7171,12463,161144,93472,57619,168292,55614,148617,61827,183242,60376,378888,51430,312299,92295,270
2019,2262,10221,12511,173310,95734,57500,168720,53432,153817,58012,192393,64223,384997,54800,317736,94896,294
2020,3011,10028,12454,180283,94597,55354,170646,55201,160090,61767,178016,67512,395333,55146,315338,95470,325
2021,2556,10931,12632,184027,92403,48983,173700,54488,159107,61687,175886,66037,395722,44158,280156,90558,324
