Zip Code,naics,Establishments,Employees,Payroll,IND Level
45429,61,17,001,0,2
45429,61,7,210,0,2
45429,61,4,230,0,2
45429,62,146,001,0,2
45429,62,48,210,0,2
45429,62,38,220,0,2
45429,62,3,251,0,2
45429,62,21,230,0,2
45429,62,24,241,0,2
45429,62,11,242,0,2
45429,71,11,001,0,2
45429,71,6,210,0,2
45429,72,50,001,0,2
45429,72,7,210,0,2
45429,72,8,220,0,2
45429,72,12,230,0,2
45429,72,13,241,0,2
45429,72,10,242,0,2
45429,81,52,001,0,2
45429,81,28,210,0,2
45429,81,11,220,0,2
45429,81,7,230,0,2
45429,81,5,241,0,2
45429,00,602,001,735186,2
45429,00,279,210,0,2
45429,00,115,220,0,2
45429,00,91,230,0,2
45429,00,70,241,0,2
45429,00,32,242,0,2
45429,00,12,251,0,2
45429,23,21,001,0,2
45429,23,14,210,0,2
45429,23,3,220,0,2
45429,31-33,18,001,0,2
45429,31-33,8,210,0,2
45429,31-33,3,220,0,2
45429,31-33,4,241,0,2
45429,42,20,001,0,2
45429,42,13,210,0,2
45429,42,3,220,0,2
45429,42,3,230,0,2
45429,44-45,78,001,0,2
45429,44-45,24,210,0,2
45429,44-45,18,220,0,2
45429,44-45,24,230,0,2
45429,44-45,10,241,0,2
45429,48-49,3,001,0,2
45429,51,10,001,0,2
45429,51,6,210,0,2
45429,52,43,001,0,2
45429,52,28,210,0,2
45429,52,9,220,0,2
45429,52,3,230,0,2
45429,52,3,242,0,2
45429,53,35,001,0,2
45429,53,28,210,0,2
45429,53,3,220,0,2
45429,54,70,001,0,2
45429,54,51,210,0,2
45429,54,10,220,0,2
45429,54,4,230,0,2
45429,54,4,241,0,2
45429,55,5,001,0,2
45429,56,23,001,0,2
45429,56,4,241,0,2
45429,56,9,210,0,2
45429,56,4,220,0,2
45429,56,5,230,0,2
