Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,89353,1743018,2914605,15037656,16916248,9835806,24292569,3518014,25965054,16515732,10978013,10974598,48268207,3427257,8216818,6980356,5041
2018,105278,2013460,3478941,16056587,16804776,10165265,25491566,3745186,26641540,17517631,11256145,11406388,51001980,3584494,8646040,7183285,8872
2019,112302,2170768,3398652,17230441,17475666,10791045,26053767,3806097,27831149,18508950,11793402,11990577,53221314,3753824,9009059,7515053,11118
2020,114041,1632885,3336314,16597724,17202437,10494334,27491532,3785098,28515644,18852098,11488960,12423770,54257139,3145914,7163692,7079887,9794
2021,124094,1600528,3280073,18050923,19165349,10768285,28043297,4130604,31234115,20342670,12489732,12096559,58126177,3692185,8606374,7601500,10208
