,fips,relevant_naics,YEAR,estab,emp,payann
1,9,11,2018,80,319,14511
3,9,21,2018,55,637,43589
5,9,22,2018,154,8045,956628
7,9,23,2018,7855,54560,3961468
9,9,42,2018,3904,72534,6054166
11,9,51,2018,1716,40752,3936796
13,9,52,2018,5687,106717,17158612
15,9,53,2018,3409,19693,1150253
17,9,54,2018,9047,97571,9677154
19,9,55,2018,663,31145,4498691
21,9,56,2018,5261,77944,3709873
23,9,61,2018,1485,79336,3769191
25,9,62,2018,11192,291855,14663828
27,9,71,2018,1770,30022,794246
29,9,72,2018,8838,145098,3320793
31,9,81,2018,9488,61058,2091406
33,9,99,2018,102,101,6900
