,relevant_naics,estab,emp,payann,fips
35306,11,6,18,350,09009
35307,21,8,169,6274,09009
35308,22,25,1602,179643,09009
35309,23,1695,12418,876927,09009
35310,56,985,15667,600773,09009
35311,51,362,7928,650753,09009
35312,81,2229,13743,444082,09009
35313,42,979,17501,1620173,09009
35314,54,1833,14537,1221557,09009
35315,52,1003,11265,1098894,09009
35316,61,314,39291,2194373,09009
35317,71,312,4712,105065,09009
35318,62,2592,76989,3695634,09009
35319,55,113,7977,708130,09009
35320,53,731,4903,213230,09009
35321,72,2047,30126,551239,09009
35322,99,17,23,484,09009
35323,62,511,9173,375419,09005
35324,52,202,1262,82124,09005
35325,81,508,2268,68566,09005
35326,53,143,459,21761,09005
35327,54,371,1703,87895,09005
35328,71,127,1510,36811,09005
35329,99,4,1,30,09005
35330,72,436,5019,101947,09005
35331,55,20,362,24924,09005
35332,56,342,1715,64809,09005
35333,42,153,857,50256,09005
35335,11,17,41,1102,09005
35336,21,12,110,4393,09005
35337,22,8,147,19756,09005
35338,23,630,3165,221919,09005
35339,51,91,719,47407,09005
35340,61,71,3160,136621,09005
35341,21,5,20,1216,09011
35342,22,10,1292,153686,09011
35343,23,526,3115,210220,09011
35344,81,647,3772,93478,09011
35345,51,104,1500,81830,09011
35346,55,19,249,14847,09011
35347,42,1105,21424,1505173,09003
35348,56,319,1969,71175,09011
35350,11,11,41,1021,09003
35351,52,275,2002,144300,09011
35352,21,10,154,14154,09003
35353,22,39,2842,326901,09003
35354,71,133,1877,59553,09011
35355,23,1789,17265,1271287,09003
35356,61,82,3026,110255,09011
35357,99,3,2,73,09011
35358,53,227,793,32334,09011
35359,62,800,17656,801847,09011
35360,72,751,25029,707940,09011
35361,42,170,3360,224566,09011
35362,54,533,8234,1007034,09011
35364,11,12,42,1781,09011
35365,52,1680,53515,6428106,09003
35366,81,2524,17692,647930,09003
35367,53,48,129,4427,09015
35368,54,122,578,21722,09015
35369,81,238,978,23689,09015
35370,42,67,1383,59443,09015
35371,61,315,13022,467728,09003
35372,55,7,452,33318,09015
35373,56,106,686,22397,09015
35374,61,27,893,40233,09015
35375,62,283,7459,292893,09015
35376,71,358,7431,145937,09003
35377,62,3002,86835,4216570,09003
35379,21,9,83,5690,09015
35380,22,10,143,21150,09015
35381,51,36,297,15628,09015
35382,53,869,5057,258131,09003
35383,55,249,8510,968350,09003
35384,71,39,211,4916,09015
35385,23,239,865,49442,09015
35386,52,82,658,41003,09015
35387,72,254,3483,64842,09015
35388,56,1276,27008,1151153,09003
35389,72,2155,37174,718923,09003
35390,99,18,13,353,09003
35391,51,79,1089,60080,09007
35392,55,12,151,11388,09007
35393,56,262,2338,84109,09007
35394,51,423,13211,1310728,09003
35395,54,2254,30402,2448709,09003
35396,52,188,1700,141825,09007
35397,99,3,0,0,09007
35399,11,16,136,8465,09001
35400,21,10,88,6328,09001
35401,71,107,1287,35685,09007
35403,11,4,5,53,09007
35404,22,8,447,40966,09007
35405,23,442,2948,187928,09007
35406,42,194,2630,185221,09007
35407,22,29,1227,143981,09001
35408,53,136,1043,43564,09007
35409,61,61,3620,118313,09007
35410,72,441,6007,129534,09007
35411,62,504,15159,813280,09007
35412,54,361,2586,192365,09007
35413,81,469,2351,72710,09007
35414,72,2455,35646,838525,09001
35415,52,2267,40898,9516988,09001
35416,51,35,436,41839,09013
35417,42,66,601,30815,09013
35418,52,120,533,27054,09013
35419,53,95,474,18263,09013
35421,11,9,27,587,09013
35422,21,4,35,2295,09013
35423,22,4,0,0,09013
35424,23,321,1541,107789,09013
35425,54,189,1172,69177,09013
35426,61,552,15724,630481,09001
35427,55,10,35,2106,09013
35428,56,147,560,24988,09013
35429,55,270,14843,2611953,09001
35430,62,322,5787,219400,09013
35431,81,263,1493,52041,09013
35432,71,40,806,13048,09013
35433,72,245,3931,72129,09013
35434,61,38,318,10573,09013
35435,42,1254,25925,2560784,09001
35436,54,3449,38842,4368877,09001
35437,81,2638,18341,634842,09001
35438,99,38,61,1941,09001
35439,56,1906,27083,1707051,09001
35440,62,3063,71414,3763666,09001
35441,71,628,11604,366959,09001
35442,51,614,15508,1682578,09001
35443,53,1130,6881,528300,09001
35444,23,2261,13086,955857,09001
